Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,40.734888,[76 60] ; [20 98],[51.4015748 84.5984252] ; [44.5984252 73.4015748],1
s3,1,0.0,38.448712,[88 46] ; [31 86],[63.52988048 70.47011952] ; [55.47011952 61.52988048],1
s8,1,0.0,38.284698,[61 77] ; [ 11 107],[38.8125 99.1875] ; [33.1875 84.8125],1
s7,1,0.0,35.088004,[66 67] ; [15 95],[44.33333333 88.66666667] ; [36.66666667 73.33333333],1
s5,1,0.0,31.899264,[50 85] ; [  8 108],[ 31.19521912 103.80478088] ; [26.80478088 89.19521912],1
r4,1,0.0,28.050509,[120  18] ; [68 50],[101.34375  36.65625] ; [86.65625 31.34375],1
p10,1,1e-06,23.673386,[107  26] ; [59 56],[89.02419355 43.97580645] ; [76.97580645 38.02419355],1
p9,1,5e-06,20.82671,[112  22] ; [66 49],[95.79116466 38.20883534] ; [82.20883534 32.79116466],1
n6,1,5e-06,20.743584,[112  24] ; [65 51],[95.52380952 40.47619048] ; [81.47619048 34.52380952],1
r1,1,1.3e-05,18.971627,[106  31] ; [60 57],[89.53543307 47.46456693] ; [76.46456693 40.53543307],1
v4,1,2.6e-05,17.685299,[128   7] ; [88 27],[116.64  18.36] ; [99.36 15.64],1
r3,1,0.000113,14.90383,[126  10] ; [87 29],[114.95238095  21.04761905] ; [98.04761905 17.95238095],1
p7,1,0.000206,13.775807,[75 58] ; [37 76],[60.55284553 72.44715447] ; [51.44715447 61.55284553],1
a7,1,0.002242,9.339992,[95 43] ; [58 58],[83.12598425 54.87401575] ; [69.87401575 46.12598425],0
n5,1,0.003221,8.67805,[102  35] ; [66 50],[90.97233202 46.02766798] ; [77.02766798 38.97233202],0
n4,1,0.00336,8.600656,[96 41] ; [61 56],[84.68110236 52.31889764] ; [72.31889764 44.68110236],0
r2,1,0.003575,8.487779,[122  13] ; [90 27],[113.57142857  21.42857143] ; [98.42857143 18.57142857],0
v1,1,0.004087,8.244865,[66 68] ; [36 79],[54.89156627 79.10843373] ; [47.10843373 67.89156627],0
v2,1,0.004233,8.181168,[60 71] ; [31 80],[49.26033058 81.73966942] ; [41.73966942 69.26033058],0
p8,1,0.006928,7.291486,[55 81] ; [28 87],[44.97211155 91.02788845] ; [38.02788845 76.97211155],0
s4,1,0.008067,7.018628,[ 31 106] ; [ 12 106],[ 23.10196078 113.89803922] ; [19.89803922 98.10196078],0
d5,1,0.009838,6.663962,[79 59] ; [48 69],[68.72941176 69.27058824] ; [58.27058824 58.72941176],0
a5,1,0.010192,6.601108,[76 62] ; [46 72],[65.765625 72.234375] ; [56.234375 61.765625],0
p4,1,0.011823,6.33716,[49 88] ; [25 92],[39.91338583 97.08661417] ; [34.08661417 82.91338583],0
p2,1,0.012241,6.27567,[107  31] ; [74 43],[97.95294118 40.04705882] ; [83.04705882 33.95294118],0
u3,1,0.020741,5.348404,[35 26] ; [21 37],[28.70588235 32.29411765] ; [27.29411765 30.70588235],0
p11,1,0.025921,4.961288,[99 39] ; [69 49],[90.5625 47.4375] ; [77.4375 40.5625],0
a6,1,0.030345,4.689656,[83 55] ; [55 63],[74.390625 63.609375] ; [63.609375 54.390625],0
a8,1,0.033388,4.525775,[ 25 102] ; [ 11 101],[ 19.12970711 107.87029289] ; [16.87029289 95.12970711],0
p6,1,0.041628,4.150283,[ 34 102] ; [17 99],[ 27.52380952 108.47619048] ; [23.47619048 92.52380952],0
d3,1,0.041923,4.138318,[65 73] ; [40 76],[57.04724409 80.95275591] ; [47.95275591 68.04724409],0
b1,1,0.075924,3.15006,[47 91] ; [53 65],[53.90625 84.09375] ; [46.09375 71.90625],0
b3,1,0.080516,3.054453,[18 55] ; [25 40],[22.74637681 50.25362319] ; [20.25362319 44.74637681],0
b2,1,0.080516,3.054453,[18 55] ; [25 40],[22.74637681 50.25362319] ; [20.25362319 44.74637681],0
p12,1,0.094138,2.802149,[  8 129] ; [  2 114],[  5.41501976 131.58498024] ; [  4.58498024 111.41501976],0
d4,1,0.103526,2.650365,[83 55] ; [59 59],[76.546875 61.453125] ; [65.453125 52.546875],0
v3,1,0.103766,2.646683,[38 97] ; [22 92],[ 32.53012048 102.46987952] ; [27.46987952 86.53012048],0
n2,1,0.11332,2.507303,[39  7] ; [29 12],[35.95402299 10.04597701] ; [32.04597701  8.95402299],0
p5,1,0.141413,2.162513,[  9 128] ; [  3 112],[  6.52380952 130.47619048] ; [  5.47619048 109.52380952],0
a2,1,0.176126,1.830015,[ 10 128] ; [  4 114],[  7.546875 130.453125] ; [  6.453125 111.546875],0
u2,1,0.234118,1.415665,[34 27] ; [26 32],[30.75630252 30.24369748] ; [29.24369748 28.75630252],0
a1,1,0.25153,1.314787,[  5 133] ; [  8 110],[  7.0078125 130.9921875] ; [  5.9921875 112.0078125],0
s1,1,0.290621,1.116744,[  6 127] ; [  9 108],[  7.98 125.02] ; [  7.02 109.98],0
u1,1,0.297633,1.084771,[  7 131] ; [  3 115],[  5.390625 132.609375] ; [  4.609375 113.390625],0
d2,1,0.464746,0.53444,[ 21 117] ; [22 96],[ 23.1796875 114.8203125] ; [19.8203125 98.1796875],0
n1,1,0.499484,0.456032,[17 28] ; [18 22],[18.52941176 26.47058824] ; [16.47058824 23.52941176],0
a3,1,0.631335,0.230255,[75 62] ; [60 56],[73.1027668 63.8972332] ; [61.8972332 54.1027668],0
b5,1,0.68308,0.166679,[83 55] ; [68 50],[81.3984375 56.6015625] ; [69.6015625 48.3984375],0
p1,1,0.861737,0.030333,[  9 128] ; [  7 109],[  8.66403162 128.33596838] ; [  7.33596838 108.66403162],0
a4,1,0.902913,0.01488,[ 32 104] ; [27 91],[ 31.59055118 104.40944882] ; [27.40944882 90.59055118],0
n3,1,0.943532,0.005017,[31 15] ; [26 13],[30.84705882 15.15294118] ; [26.15294118 12.84705882],0
b4,1,0.98588,0.000313,[75 63] ; [64 54],[74.9296875 63.0703125] ; [64.0703125 53.9296875],0
