Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.001197,10.495707,[40  8] ; [55 43],[31.23287671 16.76712329] ; [63.76712329 34.23287671],0
v1,1,0.00168,9.870414,[26 22] ; [27 71],[17.42465753 30.57534247] ; [35.57534247 62.42465753],0
v2,1,0.002939,8.845162,[29 18] ; [34 62],[20.70629371 26.29370629] ; [42.29370629 53.70629371],0
p5,1,0.007215,7.218564,[ 5 43] ; [ 1 97],[ 1.97260274 46.02739726] ; [ 4.02739726 93.97260274],0
a8,1,0.08233,3.018288,[ 6 35] ; [ 5 85],[ 3.44274809 37.55725191] ; [ 7.55725191 82.44274809],0
s7,1,0.090665,2.862529,[18 26] ; [25 69],[13.71014493 30.28985507] ; [29.28985507 64.71014493],0
r1,1,0.116934,2.457912,[40  8] ; [70 28],[36.16438356 11.83561644] ; [73.83561644 24.16438356],0
p6,1,0.117181,2.454604,[ 7 39] ; [26 70],[10.69014085 35.30985915] ; [22.30985915 73.69014085],0
b5,1,0.118198,2.441038,[32 16] ; [52 46],[27.61643836 20.38356164] ; [56.38356164 41.61643836],0
r2,1,0.127346,2.324558,[45  2] ; [86 12],[42.46206897  4.53793103] ; [88.53793103  9.46206897],0
n2,1,0.144758,2.126641,[13  2] ; [24 12],[10.88235294  4.11764706] ; [26.11764706  9.88235294],0
s8,1,0.182231,1.779338,[15 32] ; [21 76],[11.75 35.25] ; [24.25 72.75],0
n5,1,0.227831,1.454348,[31 17] ; [53 45],[27.61643836 20.38356164] ; [56.38356164 41.61643836],0
s5,1,0.246446,1.343341,[12 34] ; [17 79],[ 9.3943662 36.6056338] ; [19.6056338 76.3943662],0
b4,1,0.262455,1.25576,[33 15] ; [58 40],[29.91780822 18.08219178] ; [61.08219178 36.91780822],0
p3,1,0.319766,0.989903,[19 29] ; [30 66],[16.33333333 31.66666667] ; [32.66666667 63.33333333],0
n6,1,0.331052,0.944777,[37 11] ; [68 30],[34.52054795 13.47945205] ; [70.47945205 27.52054795],0
s2,1,0.33224,0.940148,[19 27] ; [32 65],[16.40559441 29.59440559] ; [34.59440559 62.40559441],0
a3,1,0.395578,0.721727,[30 18] ; [54 44],[27.61643836 20.38356164] ; [56.38356164 41.61643836],0
p7,1,0.409908,0.679066,[21 24] ; [53 45],[23.28671329 21.71328671] ; [50.71328671 47.28671329],0
b1,1,0.4158,0.662155,[25 23] ; [58 40],[27.28767123 20.71232877] ; [55.71232877 42.28767123],0
r4,1,0.416614,0.659848,[40  8] ; [76 22],[38.1369863  9.8630137] ; [77.8630137 20.1369863],0
p10,1,0.440388,0.595272,[15 32] ; [25 72],[13.05555556 33.94444444] ; [26.94444444 70.05555556],0
s6,1,0.443976,0.585985,[25 22] ; [45 52],[22.84722222 24.15277778] ; [47.15277778 49.84722222],0
s4,1,0.449845,0.571041,[ 6 41] ; [17 79],[ 7.55944056 39.44055944] ; [15.44055944 80.55944056],0
d3,1,0.462955,0.53874,[30 18] ; [55 43],[27.94520548 20.05479452] ; [57.05479452 40.94520548],0
u3,1,0.47303,0.514889,[12  6] ; [25 19],[10.74193548  7.25806452] ; [26.25806452 17.74193548],0
n1,1,0.524129,0.405762,[6 7] ; [13 23],[5.04081633 7.95918367] ; [13.95918367 22.04081633],0
u2,1,0.540173,0.37522,[8 9] ; [24 19],[9.06666667 7.93333333] ; [22.93333333 20.06666667],0
d5,1,0.545173,0.366036,[34 14] ; [74 24],[35.50684932 12.49315068] ; [72.49315068 25.50684932],0
d1,1,0.547653,0.361539,[20 28] ; [46 52],[21.69863014 26.30136986] ; [44.30136986 53.69863014],0
p11,1,0.563361,0.333919,[25 23] ; [56 42],[26.63013699 21.36986301] ; [54.36986301 43.63013699],0
p2,1,0.563836,0.333106,[29 19] ; [64 34],[30.57534247 17.42465753] ; [62.42465753 35.57534247],0
s3,1,0.566968,0.327782,[23 24] ; [43 55],[21.39310345 25.60689655] ; [44.60689655 53.39310345],0
b2,1,0.568843,0.324623,[ 8 25] ; [17 40],[ 9.16666667 23.83333333] ; [15.83333333 41.16666667],0
b3,1,0.568843,0.324623,[ 8 25] ; [17 40],[ 9.16666667 23.83333333] ; [15.83333333 41.16666667],0
s1,1,0.606808,0.26485,[ 4 43] ; [ 6 91],[ 3.26388889 43.73611111] ; [ 6.73611111 90.26388889],0
u1,1,0.649907,0.206017,[ 6 42] ; [15 83],[ 6.90410959 41.09589041] ; [14.09589041 83.90410959],0
p4,1,0.657075,0.197096,[22 24] ; [43 55],[20.76388889 25.23611111] ; [44.23611111 53.76388889],0
p1,1,0.669033,0.182736,[ 3 45] ; [ 8 89],[ 3.64137931 44.35862069] ; [ 7.35862069 89.64137931],0
p8,1,0.686817,0.162553,[16 32] ; [36 62],[17.09589041 30.90410959] ; [34.90410959 63.09589041],0
a1,1,0.774633,0.081979,[ 3 45] ; [ 5 93],[ 2.63013699 45.36986301] ; [ 5.36986301 92.63013699],0
d2,1,0.821658,0.050811,[23 24] ; [46 52],[22.36551724 24.63448276] ; [46.63448276 51.36551724],0
a2,1,0.8351,0.043333,[ 9 39] ; [17 81],[ 8.54794521 39.45205479] ; [17.45205479 80.54794521],0
r3,1,0.916022,0.011119,[42  5] ; [87 11],[41.8137931  5.1862069] ; [87.1862069 10.8137931],0
a5,1,0.921851,0.009624,[28 20] ; [58 40],[28.2739726 19.7260274] ; [57.7260274 40.2739726],0
a6,1,0.925115,0.008835,[29 19] ; [60 38],[29.26027397 18.73972603] ; [59.73972603 38.26027397],0
a7,1,0.964922,0.001934,[31 16] ; [65 33],[31.11724138 15.88275862] ; [64.88275862 33.11724138],0
a4,1,0.965439,0.001877,[17 31] ; [34 63],[16.88275862 31.11724138] ; [34.11724138 62.88275862],0
d4,1,0.989078,0.000187,[34 13] ; [71 27],[34.03448276 12.96551724] ; [70.96551724 27.03448276],0
n3,1,1.0,0.0,[10  5] ; [24 12],[10.  5.] ; [24. 12.],0
