Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,23.31557,[18 23] ; [43  4],[28.42045455 12.57954545] ; [32.57954545 14.42045455],1
p4,1,0.000522,12.035576,[16 24] ; [36 11],[23.90804598 16.09195402] ; [28.09195402 18.90804598],1
p3,1,0.000757,11.344326,[15 26] ; [34 13],[22.82954545 18.17045455] ; [26.17045455 20.82954545],1
p2,1,0.000999,10.829322,[27 14] ; [44  3],[33.07954545  7.92045455] ; [37.92045455  9.07954545],1
p6,1,0.001258,10.403145,[ 7 34] ; [23 23],[14.13793103 26.86206897] ; [15.86206897 30.13793103],0
p11,1,0.008924,6.838049,[26 15] ; [41  6],[31.21590909  9.78409091] ; [35.78409091 11.21590909],0
p10,1,0.009922,6.648839,[28 12] ; [43  4],[32.64367816  7.35632184] ; [38.35632184  8.64367816],0
r1,1,0.017558,5.639691,[31 10] ; [44  3],[34.94318182  6.05681818] ; [40.05681818  6.94318182],0
r3,1,0.027814,4.83954,[34  6] ; [46  1],[36.7816092  3.2183908] ; [43.2183908  3.7816092],0
p9,1,0.031222,4.640705,[28 13] ; [41  6],[32.14772727  8.85227273] ; [36.85227273 10.14772727],0
n5,1,0.039176,4.253221,[25 16] ; [38  9],[29.35227273 11.64772727] ; [33.64772727 13.35227273],0
v4,1,0.04321,4.087173,[33  7] ; [45  2],[35.86206897  4.13793103] ; [42.13793103  4.86206897],0
a5,1,0.064216,3.425013,[27 14] ; [39  8],[30.75 10.25] ; [35.25 11.75],0
p5,1,0.090636,2.863042,[ 6 35] ; [14 33],[ 9.31818182 31.68181818] ; [10.68181818 36.31818182],0
n3,1,0.095437,2.780183,[6 5] ; [8 1],[7.7 3.3] ; [6.3 2.7],0
n4,1,0.110206,2.551264,[27 14] ; [38  9],[30.28409091 10.71590909] ; [34.71590909 12.28409091],0
s8,1,0.110406,2.548402,[10 31] ; [19 28],[13.51136364 27.48863636] ; [15.48863636 31.51136364],0
