Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.003659,8.445521,[23 21] ; [ 76 178],[14.61744966 29.38255034] ; [ 84.38255034 169.61744966],0
s6,1,0.007457,7.159431,[29 15] ; [112 142],[20.81879195 23.18120805] ; [120.18120805 133.81879195],0
s7,1,0.014872,5.931553,[22 21] ; [ 77 164],[14.98943662 28.01056338] ; [ 84.01056338 156.98943662],0
p3,1,0.041619,4.150621,[22 22] ; [ 86 167],[16. 28.] ; [ 92. 161.],0
a4,1,0.044607,4.033442,[10 34] ; [ 97 155],[15.90540541 28.09459459] ; [ 91.09459459 160.90540541],0
u3,1,0.063672,3.43907,[13  5] ; [48 51],[9.38461538 8.61538462] ; [51.61538462 47.38461538],0
p2,1,0.066686,3.362772,[37  7] ; [179  74],[32. 12.] ; [184.  69.],0
d2,1,0.067296,3.347781,[12 32] ; [106 147],[17.48148148 26.51851852] ; [100.51851852 152.48148148],0
s3,1,0.069044,3.305597,[25 19] ; [106 146],[19.47297297 24.52702703] ; [111.52702703 140.47297297],0
b2,1,0.116136,2.46867,[ 5 21] ; [ 54 101],[ 8.47513812 17.52486188] ; [ 50.52486188 104.47513812],0
b3,1,0.116136,2.46867,[ 5 21] ; [ 54 101],[ 8.47513812 17.52486188] ; [ 50.52486188 104.47513812],0
n4,1,0.12815,2.314769,[26 18] ; [180  75],[30.31438127 13.68561873] ; [175.68561873  79.31438127],0
d3,1,0.164877,1.928913,[29 14] ; [142 111],[24.84121622 18.15878378] ; [146.15878378 106.84121622],0
b4,1,0.179759,1.799614,[19 25] ; [138 117],[23.10367893 20.89632107] ; [133.89632107 121.10367893],0
n3,1,0.184213,1.763307,[12  4] ; [44 33],[9.6344086 6.3655914] ; [46.3655914 30.6344086],0
p5,1,0.222088,1.490828,[ 1 43] ; [ 18 233],[ 2.83389831 41.16610169] ; [ 16.16610169 234.83389831],0
p8,1,0.249386,1.32674,[22 22] ; [103 150],[18.51851852 25.48148148] ; [106.48148148 146.51851852],0
s8,1,0.250502,1.320502,[16 28] ; [ 71 184],[12.80267559 31.19732441] ; [ 74.19732441 180.80267559],0
d4,1,0.334883,0.929922,[28 16] ; [180  74],[30.7114094 13.2885906] ; [177.2885906  76.7114094],0
b5,1,0.350823,0.870478,[30 14] ; [155 100],[27.22408027 16.77591973] ; [157.77591973  97.22408027],0
p9,1,0.390415,0.73765,[28 16] ; [176  75],[30.42711864 13.57288136] ; [173.57288136  77.42711864],0
d1,1,0.482955,0.492184,[17 27] ; [113 142],[19.13043478 24.86956522] ; [110.86956522 144.13043478],0
a7,1,0.49057,0.475276,[26 17] ; [168  87],[27.99328859 15.00671141] ; [166.00671141  88.99328859],0
p4,1,0.529175,0.395975,[22 22] ; [114 140],[20.08053691 23.91946309] ; [115.91946309 138.08053691],0
u1,1,0.551247,0.355087,[ 6 38] ; [ 27 228],[ 4.85618729 39.14381271] ; [ 28.14381271 226.85618729],0
v1,1,0.561009,0.337961,[15 29] ; [ 74 175],[13.36518771 30.63481229] ; [ 75.63481229 173.36518771],0
p11,1,0.586372,0.296046,[31 13] ; [169  86],[29.43143813 14.56856187] ; [170.56856187  84.43143813],0
v4,1,0.603944,0.269089,[36  7] ; [221  34],[37.08389262  5.91610738] ; [219.91610738  35.08389262],0
r3,1,0.63473,0.2257,[36  8] ; [215  39],[37.06040268  6.93959732] ; [213.93959732  40.06040268],0
a2,1,0.636254,0.223675,[ 6 38] ; [ 42 213],[ 7.06354515 36.93645485] ; [ 40.93645485 214.06354515],0
p1,1,0.638781,0.22034,[ 4 40] ; [ 18 236],[ 3.24832215 40.75167785] ; [ 18.75167785 235.24832215],0
v3,1,0.655918,0.198521,[ 7 37] ; [ 47 204],[ 8.05423729 35.94576271] ; [ 45.94576271 205.05423729],0
b1,1,0.709952,0.138325,[21 23] ; [114 141],[19.86622074 24.13377926] ; [115.13377926 139.86622074],0
r4,1,0.716811,0.131569,[32 12] ; [192  63],[32.9632107 11.0367893] ; [191.0367893  63.9632107],0
r1,1,0.720391,0.128118,[27 17] ; [163  91],[28.05369128 15.94630872] ; [161.94630872  92.05369128],0
p7,1,0.726649,0.122211,[23 20] ; [126 123],[21.94178082 21.05821918] ; [127.05821918 121.94178082],0
s1,1,0.734948,0.114617,[ 3 41] ; [ 14 239],[ 2.51851852 41.48148148] ; [ 14.48148148 238.51851852],0
r2,1,0.738711,0.111263,[38  5] ; [218  34],[37.31525424  5.68474576] ; [218.68474576  33.31525424],0
a6,1,0.742398,0.108031,[28 16] ; [155  99],[27.02013423 16.97986577] ; [155.97986577  98.02013423],0
p6,1,0.773949,0.082491,[11 33] ; [ 58 194],[10.25675676 33.74324324] ; [ 58.74324324 193.25675676],0
n2,1,0.780394,0.077733,[9 7] ; [48 32],[9.5 6.5] ; [47.5 32.5],0
a3,1,0.800051,0.064151,[26 18] ; [154  98],[26.75675676 17.24324324] ; [153.24324324  98.75675676],0
