Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1e-06,23.429389,[ 22 109] ; [27 25],[35.07650273 95.92349727] ; [13.92349727 38.07650273],1
p8,1,2.9e-05,17.451295,[ 17 116] ; [21 31],[ 27.31891892 105.68108108] ; [10.68108108 41.31891892],1
p7,1,5e-05,16.466157,[ 27 100] ; [27 25],[38.31284916 88.68715084] ; [15.68715084 36.31284916],1
p6,1,0.000121,14.771505,[ 14 117] ; [18 34],[ 22.90710383 108.09289617] ; [ 9.09289617 42.90710383],1
n2,1,0.009413,6.742832,[34 22] ; [16  1],[38.35616438 17.64383562] ; [11.64383562  5.35616438],0
r4,1,0.009812,6.668802,[87 46] ; [44  8],[94.17837838 38.82162162] ; [36.82162162 15.17837838],0
p10,1,0.012831,6.192321,[61 69] ; [35 17],[68.57142857 61.42857143] ; [27.42857143 24.57142857],0
s6,1,0.031003,4.652797,[57 73] ; [32 20],[63.57142857 66.42857143] ; [25.42857143 26.57142857],0
r3,1,0.03273,4.559847,[101  31] ; [47  5],[106.17391304  25.82608696] ; [41.82608696 10.17391304],0
a5,1,0.036397,4.37842,[75 58] ; [38 14],[81.23783784 51.76216216] ; [31.76216216 20.23783784],0
n3,1,0.036555,4.371041,[28 24] ; [14  3],[31.65217391 20.34782609] ; [10.34782609  6.65217391],0
p9,1,0.043738,4.066665,[64 62] ; [35 17],[70.07865169 55.92134831] ; [28.92134831 23.07865169],0
n6,1,0.068435,3.320165,[83 49] ; [40 12],[88.23913043 43.76086957] ; [34.76086957 17.23913043],0
n4,1,0.076771,3.131959,[78 54] ; [38 14],[83.2173913 48.7826087] ; [32.7826087 19.2173913],0
p11,1,0.083023,3.004712,[63 70] ; [32 20],[68.2972973 64.7027027] ; [26.7027027 25.2972973],0
v4,1,0.08753,2.919231,[99 33] ; [45  7],[103.30434783  28.69565217] ; [40.69565217 11.30434783],0
s8,1,0.088382,2.903597,[34 98] ; [20 32],[38.73913043 93.26086957] ; [15.26086957 36.73913043],0
v2,1,0.097576,2.744731,[53 70] ; [29 22],[57.96551724 65.03448276] ; [24.03448276 26.96551724],0
s2,1,0.104596,2.634035,[46 85] ; [25 27],[50.82513661 80.17486339] ; [20.17486339 31.82513661],0
s3,1,0.127528,2.322343,[49 81] ; [26 26],[53.57142857 76.42857143] ; [21.42857143 30.57142857],0
r2,1,0.155886,2.013683,[108  20] ; [48  4],[110.93333333  17.06666667] ; [45.06666667  6.93333333],0
n5,1,0.189473,1.72171,[77 54] ; [36 16],[80.89071038 50.10928962] ; [32.10928962 19.89071038],0
v1,1,0.197464,1.661034,[42 90] ; [21 29],[45.69230769 86.30769231] ; [17.30769231 32.69230769],0
s7,1,0.201254,1.633248,[38 88] ; [19 28],[41.51445087 84.48554913] ; [15.48554913 31.51445087],0
s5,1,0.212759,1.552549,[ 25 101] ; [14 35],[28.08 97.92] ; [10.92 38.08],0
p12,1,0.241337,1.372766,[  8 124] ; [ 1 51],[  6.45652174 125.54347826] ; [ 2.54347826 49.45652174],0
r1,1,0.248417,1.332182,[82 50] ; [37 15],[85.36956522 46.63043478] ; [33.63043478 18.36956522],0
a2,1,0.280289,1.16569,[ 27 106] ; [ 7 45],[ 24.44324324 108.55675676] ; [ 9.55675676 42.44324324],0
d3,1,0.28379,1.148851,[75 57] ; [25 27],[71.73913043 60.26086957] ; [28.26086957 23.73913043],0
b2,1,0.379642,0.771861,[28 55] ; [14 19],[30.05172414 52.94827586] ; [11.94827586 21.05172414],0
b3,1,0.379642,0.771861,[28 55] ; [14 19],[30.05172414 52.94827586] ; [11.94827586 21.05172414],0
p1,1,0.381912,0.764539,[ 10 123] ; [ 6 46],[ 11.5027027 121.4972973] ; [ 4.4972973 47.5027027],0
n1,1,0.419864,0.650695,[23 32] ; [9 8],[24.44444444 30.55555556] ; [7.55555556 9.44444444],0
u2,1,0.433944,0.612245,[26 23] ; [ 9 12],[24.5 24.5] ; [10.5 10.5],0
a4,1,0.481484,0.4955,[53 78] ; [24 28],[55.12021858 75.87978142] ; [21.87978142 30.12021858],0
s4,1,0.528373,0.397519,[ 25 107] ; [12 40],[ 26.54347826 105.45652174] ; [10.45652174 41.54347826],0
b1,1,0.577413,0.310436,[63 70] ; [27 25],[64.7027027 68.2972973] ; [25.2972973 26.7027027],0
a3,1,0.637462,0.222077,[83 48] ; [31 21],[81.60655738 49.39344262] ; [32.39344262 19.60655738],0
a1,1,0.659431,0.194215,[ 13 120] ; [ 4 48],[ 12.22162162 120.77837838] ; [ 4.77837838 47.22162162],0
d1,1,0.747428,0.103705,[63 70] ; [26 26],[63.98378378 69.01621622] ; [25.01621622 26.98378378],0
a6,1,0.768781,0.086418,[73 59] ; [30 22],[73.89130435 58.10869565] ; [29.10869565 22.89130435],0
u4,1,0.772232,0.083785,[  4 129] ; [ 2 50],[  4.31351351 128.68648649] ; [ 1.68648649 50.31351351],0
b5,1,0.792759,0.069027,[77 56] ; [29 23],[76.20540541 56.79459459] ; [29.79459459 22.20540541],0
a7,1,0.800632,0.063771,[76 56] ; [31 21],[76.76086957 55.23913043] ; [30.23913043 21.76086957],0
v3,1,0.851427,0.035081,[39 85] ; [15 35],[38.48275862 85.51724138] ; [15.51724138 34.48275862],0
d2,1,0.858508,0.031782,[61 70] ; [23 28],[60.46153846 70.53846154] ; [23.53846154 27.46153846],0
a8,1,0.86698,0.028055,[ 12 116] ; [ 5 44],[ 12.29378531 115.70621469] ; [ 4.70621469 44.29378531],0
u3,1,0.900655,0.015584,[27 23] ; [11 10],[26.76056338 23.23943662] ; [11.23943662  9.76056338],0
d4,1,0.961712,0.002305,[96 36] ; [38 14],[96.13043478 35.86956522] ; [37.86956522 14.13043478],0
b4,1,0.987221,0.000257,[74 59] ; [29 23],[74.04864865 58.95135135] ; [28.95135135 23.04864865],0
d5,1,0.987884,0.000231,[89 43] ; [35 17],[88.95652174 43.04347826] ; [35.04347826 16.95652174],0
u1,1,0.989684,0.000167,[ 18 115] ; [ 7 45],[ 17.97297297 115.02702703] ; [ 7.02702703 44.97297297],0
s1,1,1.0,0.0,[ 10 120] ; [ 4 48],[ 10. 120.] ; [ 4. 48.],0
