Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.002981,8.819327,[6 8] ; [13 94],[ 2.19834711 11.80165289] ; [16.80165289 90.19834711],0
p5,1,0.006999,7.273297,[ 2 10] ; [  2 105],[ 0.40336134 11.59663866] ; [  3.59663866 103.40336134],0
v1,1,0.009999,6.635091,[8 5] ; [28 77],[3.96610169 9.03389831] ; [32.03389831 72.96610169],0
u1,1,0.017663,5.629276,[ 3 11] ; [  5 102],[ 0.92561983 13.07438017] ; [ 7.07438017 99.92561983],0
s3,1,0.018597,5.538998,[7 7] ; [22 82],[ 3.44067797 10.55932203] ; [25.55932203 78.44067797],0
n1,1,0.040399,4.201045,[3 2] ; [ 6 27],[1.18421053 3.81578947] ; [ 7.81578947 25.18421053],0
p10,1,0.0588,3.570901,[9 3] ; [49 57],[5.89830508 6.10169492] ; [52.10169492 53.89830508],0
d2,1,0.060804,3.515316,[8 6] ; [34 73],[4.85950413 9.14049587] ; [37.14049587 69.85950413],0
p12,1,0.074004,3.191889,[ 1 12] ; [  1 105],[ 0.21848739 12.78151261] ; [  1.78151261 104.21848739],0
b3,1,0.089109,2.890398,[4 3] ; [16 45],[2.05882353 4.94117647] ; [17.94117647 43.05882353],0
b2,1,0.089109,2.890398,[4 3] ; [16 45],[2.05882353 4.94117647] ; [17.94117647 43.05882353],0
p2,1,0.101716,2.678427,[11  1] ; [74 33],[8.57142857 3.42857143] ; [76.42857143 30.57142857],0
d5,1,0.153718,2.034966,[12  2] ; [71 35],[9.68333333 4.31666667] ; [73.31666667 32.68333333],0
r1,1,0.175494,1.835376,[7 7] ; [73 34],[9.25619835 4.74380165] ; [70.74380165 36.25619835],0
n6,1,0.198722,1.651744,[10  4] ; [57 50],[7.75206612 6.24793388] ; [59.24793388 47.75206612],0
b5,1,0.226973,1.459731,[6 8] ; [64 43],[8.09917355 5.90082645] ; [61.90082645 45.09917355],0
s7,1,0.237627,1.394617,[4 9] ; [17 82],[ 2.4375 10.5625] ; [18.5625 80.4375],0
p6,1,0.249287,1.327293,[4 9] ; [18 85],[ 2.46551724 10.53448276] ; [19.53448276 83.46551724],0
a4,1,0.254041,1.300942,[6 8] ; [30 77],[4.16528926 9.83471074] ; [31.83471074 75.16528926],0
p9,1,0.277025,1.181625,[9 4] ; [56 49],[7.16101695 5.83898305] ; [57.83898305 47.16101695],0
b4,1,0.302855,1.06158,[10  4] ; [61 46],[8.21487603 5.78512397] ; [62.78512397 44.21487603],0
a6,1,0.316488,1.003406,[6 8] ; [61 46],[7.75206612 6.24793388] ; [59.24793388 47.75206612],0
p8,1,0.328741,0.953853,[ 3 10] ; [39 67],[4.58823529 8.41176471] ; [37.41176471 68.58823529],0
n4,1,0.33377,0.934217,[ 4 10] ; [45 62],[5.66942149 8.33057851] ; [43.33057851 63.66942149],0
a3,1,0.45222,0.565082,[7 6] ; [69 38],[8.23333333 4.76666667] ; [67.76666667 39.23333333],0
v4,1,0.471635,0.518142,[12  1] ; [90 16],[11.14285714  1.85714286] ; [90.85714286 15.14285714],0
a2,1,0.472143,0.516956,[ 2 12] ; [ 9 98],[ 1.27272727 12.72727273] ; [ 9.72727273 97.27272727],0
r3,1,0.475104,0.510081,[13  1] ; [92 15],[12.14876033  1.85123967] ; [92.85123967 14.14876033],0
a5,1,0.504598,0.445253,[6 8] ; [56 51],[7.17355372 6.82644628] ; [54.82644628 52.17355372],0
r4,1,0.551354,0.354897,[9 5] ; [77 30],[9.95041322 4.04958678] ; [76.04958678 30.95041322],0
p11,1,0.562536,0.335332,[10  4] ; [68 39],[9.02479339 4.97520661] ; [68.97520661 38.02479339],0
