Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.002981,8.819327,[6 8] ; [13 94],[ 2.19834711 11.80165289] ; [16.80165289 90.19834711],0
p3,1,0.595328,0.2821,[ 3 10] ; [32 74],[3.82352941 9.17647059] ; [31.17647059 74.82352941],0
d3,1,0.60906,0.261546,[8 6] ; [68 38],[8.86666667 5.13333333] ; [67.13333333 38.86666667],0
s8,1,0.649039,0.207114,[ 2 12] ; [11 96],[ 1.50413223 12.49586777] ; [11.49586777 95.50413223],0
d1,1,0.667213,0.184879,[7 7] ; [47 60],[6.24793388 7.75206612] ; [47.75206612 59.24793388],0
v2,1,0.683698,0.165993,[7 7] ; [46 58],[6.28813559 7.71186441] ; [46.71186441 57.28813559],0
p4,1,0.695005,0.153721,[5 8] ; [35 71],[4.3697479 8.6302521] ; [35.6302521 70.3697479],0
u2,1,0.728282,0.120695,[3 4] ; [19 19],[3.42222222 3.57777778] ; [18.57777778 19.42222222],0
n2,1,0.774207,0.082298,[3 2] ; [17 15],[2.7027027 2.2972973] ; [17.2972973 14.7027027],0
s4,1,0.78745,0.072697,[ 1 13] ; [10 97],[ 1.27272727 12.72727273] ; [ 9.72727273 97.27272727],0
d4,1,0.812968,0.055979,[11  3] ; [81 26],[10.6446281  3.3553719] ; [81.3553719 25.6446281],0
s1,1,0.817004,0.053546,[ 1 13] ; [  6 101],[ 0.80991736 13.19008264] ; [  6.19008264 100.80991736],0
u3,1,0.825986,0.048335,[3 4] ; [18 20],[3.26666667 3.73333333] ; [17.73333333 20.26666667],0
a7,1,0.845399,0.038022,[10  4] ; [73 33],[9.68333333 4.31666667] ; [73.31666667 32.68333333],0
a8,1,0.850374,0.035585,[ 1 11] ; [ 7 95],[ 0.84210526 11.15789474] ; [ 7.15789474 94.84210526],0
p1,1,0.882404,0.021881,[ 1 12] ; [ 7 99],[ 0.87394958 12.12605042] ; [ 7.12605042 98.87394958],0
b1,1,0.901298,0.015381,[6 8] ; [44 63],[5.78512397 8.21487603] ; [44.21487603 62.78512397],0
v3,1,0.995054,3.8e-05,[ 3 10] ; [23 77],[ 2.99115044 10.00884956] ; [23.00884956 76.99115044],0
p7,1,1.0,0.0,[6 6] ; [53 53],[6. 6.] ; [53. 53.],0
