Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.000355,12.753636,[52 24] ; [38  1],[59.47826087 16.52173913] ; [30.52173913  8.47826087],1
d2,1,0.182916,1.773772,[31 45] ; [21 18],[34.36521739 41.63478261] ; [17.63478261 21.36521739],0
a5,1,0.190268,1.715543,[38 40] ; [24 15],[41.33333333 36.66666667] ; [20.66666667 18.33333333],0
u1,1,0.196067,1.671429,[ 2 76] ; [ 3 36],[ 3.33333333 74.66666667] ; [ 1.66666667 37.33333333],0
a6,1,0.286077,1.137994,[34 44] ; [13 26],[31.33333333 46.66666667] ; [15.66666667 23.33333333],0
p1,1,0.30018,1.073394,[ 4 74] ; [ 4 35],[ 5.33333333 72.66666667] ; [ 2.66666667 36.33333333],0
s3,1,0.331611,0.942597,[25 52] ; [ 9 29],[22.76521739 54.23478261] ; [11.23478261 26.76521739],0
s1,1,0.373937,0.790541,[ 5 73] ; [ 1 38],[ 4. 74.] ; [ 2. 37.],0
s5,1,0.385672,0.752543,[ 9 66] ; [ 7 32],[10.52631579 64.47368421] ; [ 5.47368421 33.52631579],0
b5,1,0.428949,0.625668,[32 46] ; [19 20],[34. 44.] ; [17. 22.],0
n1,1,0.43008,0.622609,[11 23] ; [5 6],[12.08888889 21.91111111] ; [3.91111111 7.08888889],0
r2,1,0.465272,0.533183,[60 17] ; [31  6],[61.46491228 15.53508772] ; [29.53508772  7.46491228],0
b3,1,0.560921,0.338112,[24 27] ; [10 15],[22.81578947 28.18421053] ; [11.18421053 13.81578947],0
b2,1,0.560921,0.338112,[24 27] ; [10 15],[22.81578947 28.18421053] ; [11.18421053 13.81578947],0
s2,1,0.568066,0.32593,[13 64] ; [ 5 34],[11.94827586 65.05172414] ; [ 6.05172414 32.94827586],0
b1,1,0.600338,0.274487,[38 40] ; [17 22],[36.66666667 41.33333333] ; [18.33333333 20.66666667],0
d4,1,0.646734,0.210043,[48 29] ; [26 13],[49.12068966 27.87931034] ; [24.87931034 14.12068966],0
u2,1,0.737149,0.112649,[12 17] ; [7 8],[12.52272727 16.47727273] ; [6.47727273 8.52272727],0
a2,1,0.746537,0.104464,[ 3 75] ; [ 2 37],[ 3.33333333 74.66666667] ; [ 1.66666667 37.33333333],0
d3,1,0.778583,0.079054,[24 54] ; [13 26],[24.66666667 53.33333333] ; [12.33333333 26.66666667],0
b4,1,0.793532,0.068501,[40 38] ; [21 18],[40.66666667 37.33333333] ; [20.33333333 18.66666667],0
a8,1,0.810177,0.057695,[ 5 68] ; [ 3 34],[ 5.30909091 67.69090909] ; [ 2.69090909 34.30909091],0
s4,1,0.815123,0.054673,[ 7 71] ; [ 3 36],[ 6.66666667 71.33333333] ; [ 3.33333333 35.66666667],0
n2,1,0.89956,0.015931,[23 12] ; [7 4],[22.82608696 12.17391304] ; [7.17391304 3.82608696],0
s7,1,0.913695,0.011746,[16 55] ; [ 8 29],[15.77777778 55.22222222] ; [ 8.22222222 28.77777778],0
a4,1,0.933211,0.007023,[29 48] ; [15 24],[29.20689655 47.79310345] ; [14.79310345 24.20689655],0
a3,1,0.933211,0.007023,[48 29] ; [24 15],[47.79310345 29.20689655] ; [24.20689655 14.79310345],0
u3,1,1.0,0.0,[10 20] ; [ 5 10],[10. 20.] ; [ 5. 10.],0
n3,1,1.0,0.0,[21 12] ; [7 4],[21. 12.] ; [7. 4.],0
