Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,81.934339,[32 52] ; [405  81],[64.4 19.6] ; [372.6 113.4],1
p10,1,0.0,36.620679,[50 33] ; [420  62],[69.04424779 13.95575221] ; [400.95575221  81.04424779],1
n4,1,0.0,34.277206,[51 34] ; [420  67],[69.99125874 15.00874126] ; [401.00874126  85.99125874],1
p9,1,0.0,31.714475,[54 29] ; [427  54],[70.78546099 12.21453901] ; [410.21453901  70.78546099],1
p11,1,2e-06,22.332158,[52 33] ; [406  81],[68.05944056 16.94055944] ; [389.94055944  97.05944056],1
p6,1,1.3e-05,19.043702,[13 69] ; [198 284],[30.67730496 51.32269504] ; [180.32269504 301.67730496],1
v4,1,0.000104,15.061154,[75  9] ; [474  11],[81.04745167  2.95254833] ; [467.95254833  17.04745167],1
s7,1,0.000316,12.970347,[26 50] ; [263 203],[40.52398524 35.47601476] ; [248.47601476 217.52398524],1
s5,1,0.000556,11.917933,[16 65] ; [187 283],[29.84210526 51.15789474] ; [173.15789474 296.84210526],1
s6,1,0.00076,11.33728,[46 39] ; [343 131],[59.15026834 25.84973166] ; [329.84973166 144.15026834],1
d1,1,0.001078,10.689283,[45 40] ; [345 142],[57.95454545 27.04545455] ; [332.04545455 154.95454545],0
s8,1,0.001643,9.911207,[28 57] ; [247 233],[41.37168142 43.62831858] ; [233.62831858 246.37168142],0
u1,1,0.002258,9.327213,[10 75] ; [133 354],[21.25 63.75] ; [121.75 365.25],0
p2,1,0.002277,9.311759,[62 22] ; [419  64],[71.25925926 12.74074074] ; [409.74074074  73.25925926],0
p4,1,0.002674,9.017318,[41 43] ; [319 165],[53.23943662 30.76056338] ; [306.76056338 177.23943662],0
p7,1,0.004674,8.001523,[42 39] ; [323 152],[53.17446043 27.82553957] ; [311.82553957 163.17446043],0
d2,1,0.005057,7.858787,[38 46] ; [299 187],[49.66315789 34.33684211] ; [287.33684211 198.66315789],0
r2,1,0.005875,7.588354,[79  6] ; [474   9],[82.75528169  2.24471831] ; [470.24471831  12.75528169],0
r4,1,0.00611,7.517648,[77  8] ; [472  15],[81.58216783  3.41783217] ; [467.41783217  19.58216783],0
s2,1,0.006879,7.304381,[32 52] ; [259 220],[43.41740675 40.58259325] ; [247.58259325 231.41740675],0
p8,1,0.014188,6.014556,[36 47] ; [276 201],[46.24285714 36.75714286] ; [265.75714286 211.24285714],0
