Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,68.918194,[ 52 133] ; [82 22],[85.77854671 99.22145329] ; [48.22145329 55.77854671],1
s2,1,0.0,30.450072,[ 64 129] ; [72 37],[ 86.91390728 106.08609272] ; [49.08609272 59.91390728],1
s6,1,0.0,30.156674,[94 97] ; [88 20],[116.26086957  74.73913043] ; [65.73913043 42.26086957],1
s3,1,0.0,27.087502,[ 83 109] ; [81 28],[104.61129568  87.38870432] ; [59.38870432 49.61129568],1
d1,1,0.000171,14.130003,[ 85 110] ; [72 37],[100.70723684  94.29276316] ; [56.29276316 52.70723684],1
r4,1,0.002867,8.889939,[148  47] ; [98 11],[157.79605263  37.20394737] ; [88.20394737 20.79605263],0
u3,1,0.004818,7.946518,[28 48] ; [19  9],[34.34615385 41.65384615] ; [12.65384615 15.34615385],0
n6,1,0.005847,7.596888,[157  37] ; [101   8],[165.18811881  28.81188119] ; [92.81188119 16.18811881],0
r1,1,0.006808,7.322901,[131  64] ; [89 20],[141.11842105  53.88157895] ; [78.88157895 30.11842105],0
p9,1,0.007866,7.06373,[135  53] ; [93 16],[144.32323232  43.67676768] ; [83.67676768 25.32323232],0
p10,1,0.008178,6.994013,[131  60] ; [90 19],[140.70333333  50.29666667] ; [80.29666667 28.70333333],0
p4,1,0.009094,6.804259,[ 88 104] ; [67 42],[98.87043189 93.12956811] ; [56.12956811 52.87043189],0
p6,1,0.009465,6.73283,[ 48 143] ; [43 66],[ 57.93666667 133.06333333] ; [33.06333333 75.93666667],0
v3,1,0.011076,6.453034,[ 46 145] ; [40 65],[ 55.49324324 135.50675676] ; [30.50675676 74.49324324],0
u1,1,0.01224,6.275758,[ 22 173] ; [24 85],[ 29.50657895 165.49342105] ; [16.49342105 92.50657895],0
b2,1,0.015643,5.842559,[30 77] ; [30 35],[37.3255814 69.6744186] ; [22.6744186 42.3255814],0
