Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000642,11.648712,[ 8 36] ; [5 1],[11.44 32.56] ; [1.56 4.44],1
s5,1,0.002263,9.323347,[ 3 41] ; [3 3],[ 5.28 38.72] ; [0.72 5.28],0
v3,1,0.002263,9.323347,[ 3 41] ; [3 3],[ 5.28 38.72] ; [0.72 5.28],0
p3,1,0.01033,6.577135,[ 8 35] ; [4 2],[10.53061224 32.46938776] ; [1.46938776 4.53061224],0
s6,1,0.014739,5.94742,[14 30] ; [5 1],[16.72 27.28] ; [2.28 3.72],0
p1,1,0.014756,5.945323,[ 2 42] ; [2 4],[ 3.52 40.48] ; [0.48 5.52],0
u3,1,0.016689,5.728739,[ 3 23] ; [2 1],[ 4.48275862 21.51724138] ; [0.51724138 2.48275862],0
p4,1,0.020906,5.334596,[15 29] ; [5 1],[17.6 26.4] ; [2.4 3.6],0
a7,1,0.081723,3.030303,[24 20] ; [1 5],[22. 22.] ; [3. 3.],0
p10,1,0.090991,2.856751,[20 23] ; [5 1],[21.93877551 21.06122449] ; [3.06122449 2.93877551],0
v4,1,0.150483,2.067346,[23 21] ; [5 1],[24.64 19.36] ; [3.36 2.64],0
d1,1,0.153089,2.041202,[10 34] ; [3 3],[11.44 32.56] ; [1.56 4.44],0
p9,1,0.166403,1.915052,[23 20] ; [5 1],[24.57142857 18.42857143] ; [3.42857143 2.57142857],0
a5,1,0.191897,1.70299,[17 27] ; [4 2],[18.48 25.52] ; [2.52 3.48],0
n5,1,0.213621,1.546717,[25 19] ; [5 1],[26.4 17.6] ; [3.6 2.4],0
a6,1,0.233126,1.421684,[18 26] ; [4 2],[19.36 24.64] ; [2.64 3.36],0
p7,1,0.233126,1.421684,[18 26] ; [4 2],[19.36 24.64] ; [2.64 3.36],0
p11,1,0.251118,1.317076,[26 18] ; [5 1],[27.28 16.72] ; [3.72 2.28],0
d2,1,0.313659,1.015207,[13 31] ; [3 3],[14.08 29.92] ; [1.92 4.08],0
p8,1,0.313659,1.015207,[13 31] ; [3 3],[14.08 29.92] ; [1.92 4.08],0
p12,1,0.404193,0.695817,[ 3 41] ; [1 5],[ 3.52 40.48] ; [0.48 5.52],0
r3,1,0.428827,0.625999,[29 14] ; [5 1],[29.83673469 13.16326531] ; [4.16326531 1.83673469],0
b1,1,0.443346,0.587607,[22 22] ; [4 2],[22.88 21.12] ; [3.12 2.88],0
u2,1,0.500802,0.453236,[12 14] ; [2 1],[12.55172414 13.44827586] ; [1.44827586 1.55172414],0
a1,1,0.56174,0.3367,[ 4 40] ; [1 5],[ 4.4 39.6] ; [0.6 5.4],0
r1,1,0.568247,0.325625,[10 34] ; [2 4],[10.56 33.44] ; [1.44 4.56],0
s2,1,0.568247,0.325625,[10 34] ; [2 4],[10.56 33.44] ; [1.44 4.56],0
n4,1,0.574727,0.314837,[24 20] ; [4 2],[24.64 19.36] ; [3.36 2.64],0
b4,1,0.594032,0.284091,[27 17] ; [3 3],[26.4 17.6] ; [3.6 2.4],0
b5,1,0.594032,0.284091,[27 17] ; [3 3],[26.4 17.6] ; [3.6 2.4],0
s3,1,0.634295,0.226282,[11 32] ; [1 5],[10.53061224 32.46938776] ; [1.46938776 4.53061224],0
p2,1,0.646587,0.21023,[25 19] ; [4 2],[25.52 18.48] ; [3.48 2.52],0
a3,1,0.705865,0.142442,[18 25] ; [3 3],[18.42857143 24.57142857] ; [2.57142857 3.42857143],0
d4,1,0.722339,0.126263,[26 18] ; [4 2],[26.4 17.6] ; [3.6 2.4],0
v1,1,0.756438,0.0962,[12 32] ; [2 4],[12.32 31.68] ; [1.68 4.32],0
a4,1,0.756438,0.0962,[12 32] ; [2 4],[12.32 31.68] ; [1.68 4.32],0
d3,1,0.834007,0.043917,[20 24] ; [3 3],[20.24 23.76] ; [2.76 3.24],0
v2,1,0.85363,0.034036,[16 27] ; [2 4],[15.79591837 27.20408163] ; [2.20408163 3.79591837],0
b3,1,0.901312,0.015377,[ 6 21] ; [1 3],[ 6.09677419 20.90322581] ; [0.90322581 3.09677419],0
b2,1,0.901312,0.015377,[ 6 21] ; [1 3],[ 6.09677419 20.90322581] ; [0.90322581 3.09677419],0
d5,1,0.916749,0.010927,[21 23] ; [3 3],[21.12 22.88] ; [2.88 3.12],0
a8,1,0.959196,0.002618,[ 8 34] ; [1 4],[ 8.04255319 33.95744681] ; [0.95744681 4.04255319],0
p6,1,1.0,0.0,[ 7 35] ; [1 5],[ 7. 35.] ; [1. 5.],0
