Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,39.308497,[313  11] ; [4 4],[309.36144578  14.63855422] ; [7.63855422 0.36144578],1
r2,1,0.0,36.105174,[309  12] ; [4 4],[305.38905775  15.61094225] ; [7.61094225 0.38905775],1
r4,1,0.0,34.182952,[305  21] ; [3 5],[300.62275449  25.37724551] ; [7.37724551 0.62275449],1
p10,1,0.000232,13.554096,[276  47] ; [3 5],[272.25679758  50.74320242] ; [6.74320242 1.25679758],1
s6,1,0.000322,12.939841,[271  48] ; [3 5],[267.29663609  51.70336391] ; [6.70336391 1.29663609],1
r1,1,0.000485,12.173381,[273  51] ; [3 5],[269.34939759  54.65060241] ; [6.65060241 1.34939759],1
d5,1,0.002601,9.068113,[261  62] ; [3 5],[257.61933535  65.38066465] ; [6.38066465 1.61933535],0
d1,1,0.00725,7.20998,[195 131] ; [1 7],[191.30538922 134.69461078] ; [4.69461078 3.30538922],0
d4,1,0.011749,6.348373,[270  52] ; [4 4],[267.35757576  54.64242424] ; [6.64242424 1.35757576],0
p9,1,0.04456,4.035224,[283  42] ; [5 3],[281.08108108  43.91891892] ; [6.91891892 1.08108108],0
v2,1,0.051958,3.77711,[185 127] ; [2 6],[182.325 129.675] ; [4.675 3.325],0
s5,1,0.05882,3.570355,[145 169] ; [1 7],[142.37267081 171.62732919] ; [3.62732919 4.37267081],0
n6,1,0.062282,3.475546,[277  45] ; [5 3],[275.16363636  46.83636364] ; [6.83636364 1.16363636],0
v1,1,0.073689,3.198871,[180 137] ; [2 6],[177.52 139.48] ; [4.48 3.52],0
s7,1,0.151323,2.058867,[217 100] ; [3 4],[215.24691358 101.75308642] ; [4.75308642 2.24691358],0
p6,1,0.152268,2.049383,[164 160] ; [2 6],[162. 162.] ; [4. 4.],0
p11,1,0.163195,1.944372,[267  59] ; [5 3],[265.48502994  60.51497006] ; [6.51497006 1.48502994],0
s8,1,0.187246,1.739155,[197 128] ; [3 5],[195.1951952 129.8048048] ; [4.8048048 3.1951952],0
p2,1,0.189204,1.723802,[292  34] ; [6 2],[290.86227545  35.13772455] ; [7.13772455 0.86227545],0
d3,1,0.198558,1.652947,[230  94] ; [4 4],[228.36144578  95.63855422] ; [5.63855422 2.36144578],0
p8,1,0.20357,1.616574,[215 111] ; [3 4],[213.41741742 112.58258258] ; [4.58258258 2.41741742],0
s1,1,0.2712,1.210666,[ 14 310] ; [1 7],[ 14.63855422 309.36144578] ; [0.36144578 7.63855422],0
s2,1,0.278492,1.174433,[256  70] ; [5 3],[254.74850299  71.25149701] ; [6.25149701 1.74850299],0
b1,1,0.286302,1.13693,[142 184] ; [5 3],[143.47904192 182.52095808] ; [3.52095808 4.47904192],0
b5,1,0.28752,1.1312,[183 143] ; [6 2],[184.47305389 141.52694611] ; [4.52694611 3.47305389],0
v3,1,0.292425,1.108424,[138 178] ; [2 6],[136.54320988 179.45679012] ; [3.45679012 4.54320988],0
p4,1,0.29471,1.09798,[229  96] ; [7 1],[230.33033033  94.66966967] ; [5.66966967 2.33033033],0
b4,1,0.318326,0.995814,[187 139] ; [6 2],[188.37724551 137.62275449] ; [4.62275449 3.37724551],0
n2,1,0.342896,0.899572,[51  8] ; [2 1],[50.43548387  8.56451613] ; [2.56451613 0.43548387],0
a5,1,0.359625,0.839202,[238  88] ; [7 1],[239.13173653  86.86826347] ; [5.86826347 2.13173653],0
a3,1,0.408512,0.683128,[242  82] ; [7 1],[243.  81.] ; [6. 2.],0
d2,1,0.506595,0.441093,[160 164] ; [3 5],[159.07228916 164.92771084] ; [3.92771084 4.07228916],0
n3,1,0.518482,0.416912,[49 11] ; [2 1],[48.57142857 11.42857143] ; [2.42857143 0.57142857],0
p3,1,0.544249,0.367722,[197 128] ; [4 4],[196.17117117 128.82882883] ; [4.82882883 3.17117117],0
a1,1,0.555765,0.34709,[ 23 303] ; [1 7],[ 23.4251497 302.5748503] ; [0.5748503 7.4251497],0
a4,1,0.664165,0.188504,[147 178] ; [3 5],[146.3963964 178.6036036] ; [3.6036036 4.3963964],0
a7,1,0.684079,0.16557,[225 100] ; [5 3],[224.47447447 100.52552553] ; [5.52552553 2.47447447],0
n4,1,0.695647,0.153039,[261  63] ; [6 2],[260.56626506  63.43373494] ; [6.43373494 1.56626506],0
n5,1,0.744992,0.105788,[259  66] ; [6 2],[258.63363363  66.36636637] ; [6.36636637 1.63363363],0
a6,1,0.795334,0.067283,[216 107] ; [5 3],[215.65861027 107.34138973] ; [5.34138973 2.65861027],0
a8,1,0.801252,0.063366,[ 55 251] ; [1 6],[ 54.74760383 251.25239617] ; [1.25239617 5.74760383],0
b2,1,0.818864,0.052444,[ 81 129] ; [3 4],[ 81.29032258 128.70967742] ; [2.70967742 4.29032258],0
b3,1,0.818864,0.052444,[ 81 129] ; [3 4],[ 81.29032258 128.70967742] ; [2.70967742 4.29032258],0
