Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,39.906479,[90  1] ; [15 12],[80.97457627 10.02542373] ; [24.02542373  2.97457627],1
r3,1,0.0,35.737148,[88  3] ; [14 13],[78.66101695 12.33898305] ; [23.33898305  3.66101695],1
r1,1,0.0,31.256735,[78 13] ; [ 9 19],[66.52941176 24.47058824] ; [20.47058824  7.52941176],1
v4,1,3.9e-05,16.940926,[87  4] ; [19  9],[81.05882353  9.94117647] ; [24.94117647  3.05882353],1
a7,1,0.003448,8.553752,[65 26] ; [11 16],[58.61016949 32.38983051] ; [17.38983051  9.61016949],0
a5,1,0.006293,7.464557,[56 35] ; [ 9 19],[49.70588235 41.29411765] ; [15.29411765 12.70588235],0
s8,1,0.010163,6.606061,[28 61] ; [ 2 26],[22.82051282 66.17948718] ; [ 7.17948718 20.82051282],0
p7,1,0.010685,6.516911,[48 41] ; [ 7 20],[42.19827586 46.80172414] ; [12.80172414 14.19827586],0
a6,1,0.012017,6.308377,[57 34] ; [10 18],[51.23529412 39.76470588] ; [15.76470588 12.23529412],0
d5,1,0.023829,5.107005,[69 22] ; [15 13],[64.23529412 26.76470588] ; [19.76470588  8.23529412],0
s3,1,0.04216,4.128778,[42 48] ; [ 7 21],[37.37288136 52.62711864] ; [11.62711864 16.37288136],0
p11,1,0.048897,3.87887,[55 36] ; [11 17],[50.47058824 40.52941176] ; [15.52941176 12.47058824],0
n4,1,0.055682,3.661538,[69 22] ; [16 12],[65. 26.] ; [20.  8.],0
s6,1,0.058808,3.570689,[50 39] ; [10 18],[45.64102564 43.35897436] ; [14.35897436 13.64102564],0
v1,1,0.063972,3.431292,[37 54] ; [ 6 22],[32.88235294 58.11764706] ; [10.11764706 17.88235294],0
p4,1,0.077337,3.12,[44 46] ; [ 8 19],[40. 50.] ; [12. 15.],0
s4,1,0.111577,2.531746,[11 77] ; [ 7 21],[13.65517241 74.34482759] ; [ 4.34482759 23.65517241],0
d2,1,0.125198,2.351058,[47 44] ; [ 9 17],[43.55555556 47.44444444] ; [12.44444444 13.55555556],0
p6,1,0.131992,2.268916,[22 67] ; [ 3 24],[19.18103448 69.81896552] ; [ 5.81896552 21.18103448],0
u1,1,0.144945,2.124656,[17 74] ; [ 2 26],[14.52941176 76.47058824] ; [ 4.47058824 23.52941176],0
u3,1,0.14924,2.08,[21 18] ; [4 9],[18.75 20.25] ; [6.25 6.75],0
d3,1,0.156621,2.00655,[56 35] ; [13 15],[52.76470588 38.23529412] ; [16.23529412 11.76470588],0
n1,1,0.247752,1.335937,[11 11] ; [ 5 11],[ 9.26315789 12.73684211] ; [6.73684211 9.26315789],0
p2,1,0.277983,1.176923,[56 35] ; [14 14],[53.52941176 37.47058824] ; [16.47058824 11.52941176],0
d1,1,0.296795,1.088541,[46 45] ; [11 17],[43.58823529 47.41176471] ; [13.41176471 14.58823529],0
s7,1,0.298946,1.078888,[32 55] ; [ 7 20],[29.76315789 57.23684211] ; [ 9.23684211 17.76315789],0
a4,1,0.3021,1.064903,[33 57] ; [ 7 20],[30.76923077 59.23076923] ; [ 9.23076923 17.76923077],0
n3,1,0.310624,1.028019,[16  7] ; [8 7],[14.52631579  8.47368421] ; [9.47368421 5.52631579],0
n2,1,0.321494,0.982859,[17  5] ; [10  6],[15.63157895  6.36842105] ; [11.36842105  4.63157895],0
a2,1,0.324177,0.972018,[17 74] ; [ 3 25],[15.29411765 75.70588235] ; [ 4.70588235 23.29411765],0
s5,1,0.331075,0.944687,[21 68] ; [ 4 23],[19.18103448 69.81896552] ; [ 5.81896552 21.18103448],0
s2,1,0.334442,0.931622,[34 54] ; [ 8 20],[31.86206897 56.13793103] ; [10.13793103 17.86206897],0
p3,1,0.350266,0.872493,[31 59] ; [ 7 21],[28.98305085 61.01694915] ; [ 9.01694915 18.98305085],0
