Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,2.2e-05,18.031637,[85 33] ; [25 38],[71.71270718 46.28729282] ; [38.28729282 24.71270718],1
d3,1,4.4e-05,16.683632,[82 36] ; [24 39],[69.10497238 48.89502762] ; [36.89502762 26.10497238],1
a1,1,0.010355,6.572844,[  1 119] ; [ 5 58],[  3.93442623 116.06557377] ; [ 2.06557377 60.93442623],0
a8,1,0.049965,3.842634,[27 83] ; [ 7 52],[22.13017751 87.86982249] ; [11.86982249 47.13017751],0
a2,1,0.052637,3.7554,[25 95] ; [ 6 57],[20.32786885 99.67213115] ; [10.67213115 52.32786885],0
b5,1,0.058852,3.569442,[80 40] ; [33 30],[74.09836066 45.90163934] ; [38.90163934 24.09836066],0
p6,1,0.058909,3.567832,[25 92] ; [21 40],[30.23595506 86.76404494] ; [15.76404494 45.23595506],0
v2,1,0.085902,2.949544,[72 43] ; [30 31],[66.64772727 48.35227273] ; [35.35227273 25.64772727],0
n3,1,0.086462,2.939045,[29  4] ; [13  6],[26.65384615  6.34615385] ; [15.34615385  3.65384615],0
p9,1,0.118014,2.443478,[95 22] ; [44 18],[90.8547486 26.1452514] ; [48.1452514 13.8547486],0
s6,1,0.121445,2.39859,[76 42] ; [32 29],[71.19553073 46.80446927] ; [36.80446927 24.19553073],0
d1,1,0.151,2.062122,[61 59] ; [25 38],[56.39344262 63.60655738] ; [29.60655738 33.39344262],0
p8,1,0.213103,1.550219,[61 57] ; [26 36],[57.03333333 60.96666667] ; [29.96666667 32.03333333],0
d5,1,0.216358,1.528364,[93 26] ; [44 19],[89.57692308 29.42307692] ; [47.42307692 15.57692308],0
d2,1,0.23562,1.406611,[44 75] ; [29 34],[47.73076923 71.26923077] ; [25.26923077 37.73076923],0
n5,1,0.237211,1.397093,[76 43] ; [45 17],[79.55248619 39.44751381] ; [41.44751381 20.55248619],0
p10,1,0.243328,1.361208,[92 27] ; [43 19],[88.75690608 30.24309392] ; [46.24309392 15.75690608],0
s5,1,0.259288,1.272553,[32 85] ; [22 40],[35.29608939 81.70391061] ; [18.70391061 43.29608939],0
a3,1,0.293054,1.105536,[84 35] ; [39 23],[80.86740331 38.13259669] ; [42.13259669 19.86740331],0
p3,1,0.34328,0.898142,[41 79] ; [26 37],[43.93442623 76.06557377] ; [23.06557377 39.93442623],0
r3,1,0.349557,0.875066,[115   4] ; [59  4],[113.76923077   5.23076923] ; [60.23076923  2.76923077],0
s4,1,0.373186,0.793028,[ 15 104] ; [11 52],[ 17. 102.] ; [ 9. 54.],0
d4,1,0.385609,0.752744,[95 24] ; [46 16],[92.70165746 26.29834254] ; [48.29834254 13.70165746],0
b4,1,0.416478,0.660231,[61 59] ; [36 27],[63.60655738 56.39344262] ; [33.39344262 29.60655738],0
v1,1,0.441572,0.592195,[51 65] ; [31 31],[53.43820225 62.56179775] ; [28.56179775 33.43820225],0
b1,1,0.490348,0.475762,[47 73] ; [28 35],[49.18032787 70.81967213] ; [25.81967213 37.18032787],0
p2,1,0.495237,0.465129,[96 24] ; [53 10],[97.70491803 22.29508197] ; [51.29508197 11.70491803],0
s8,1,0.515473,0.422942,[44 75] ; [26 36],[46.02209945 72.97790055] ; [23.97790055 38.02209945],0
p1,1,0.558779,0.341823,[  6 113] ; [ 2 61],[  5.23076923 113.76923077] ; [ 2.76923077 60.23076923],0
p11,1,0.589722,0.290779,[87 33] ; [48 15],[88.52459016 31.47540984] ; [46.47540984 16.52459016],0
u3,1,0.59298,0.285714,[16 20] ; [ 9 15],[15. 21.] ; [10. 14.],0
a4,1,0.597761,0.278386,[41 79] ; [24 39],[42.62295082 77.37704918] ; [22.37704918 40.62295082],0
s7,1,0.620355,0.245369,[47 70] ; [26 33],[48.52840909 68.47159091] ; [24.47159091 34.52840909],0
r2,1,0.637927,0.221463,[108   7] ; [58  5],[107.24719101   7.75280899] ; [58.75280899  4.24719101],0
n4,1,0.656222,0.198145,[87 33] ; [43 19],[85.71428571 34.28571429] ; [44.28571429 17.71428571],0
