Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,169.343672,[313  29] ; [27 67],[266.69724771  75.30275229] ; [73.30275229 20.69724771],1
p11,1,0.0,49.55289,[292  50] ; [49 46],[266.86956522  75.13043478] ; [74.13043478 20.86956522],1
p2,1,0.0,39.977082,[285  56] ; [50 45],[262.00688073  78.99311927] ; [72.99311927 22.00688073],1
r3,1,0.0,29.365182,[324  16] ; [73 21],[311.01382488  28.98617512] ; [85.98617512  8.01382488],1
r4,1,0.0,26.616589,[309  33] ; [66 29],[293.47826087  48.52173913] ; [81.52173913 13.47826087],1
v4,1,0.0,26.465305,[323  16] ; [74 20],[310.81524249  28.18475751] ; [86.18475751  7.81524249],1
n6,1,7e-06,20.238609,[297  42] ; [64 30],[282.63048499  56.36951501] ; [78.36951501 15.63048499],1
s6,1,1.2e-05,19.144343,[224 111] ; [40 55],[205.6744186 129.3255814] ; [58.3255814 36.6744186],1
p8,1,2e-05,18.153804,[157 181] ; [21 74],[138.94688222 199.05311778] ; [39.05311778 55.94688222],1
s8,1,4.6e-05,16.598752,[146 194] ; [19 76],[128.96551724 211.03448276] ; [36.03448276 58.96551724],1
p4,1,0.000148,14.402576,[182 159] ; [29 64],[165.78571429 175.21428571] ; [45.21428571 47.78571429],1
b1,1,0.000159,14.263684,[121 221] ; [54 41],[136.95652174 205.04347826] ; [38.04347826 56.95652174],1
v2,1,0.000321,12.943574,[188 138] ; [34 59],[172.72553699 153.27446301] ; [49.27446301 43.72553699],1
n3,1,0.001189,10.507966,[54 14] ; [14 16],[47.18367347 20.81632653] ; [20.81632653  9.18367347],0
p7,1,0.001206,10.481058,[184 154] ; [33 60],[170.17633411 167.82366589] ; [46.82366589 46.17633411],0
s7,1,0.001516,10.058763,[158 171] ; [26 63],[144.82296651 184.17703349] ; [39.17703349 49.82296651],0
v1,1,0.002167,9.402795,[172 155] ; [33 62],[158.8507109 168.1492891] ; [46.1492891 48.8507109],0
n5,1,0.002255,9.329655,[294  45] ; [70 25],[284.32258065  54.67741935] ; [79.67741935 15.32258065],0
s2,1,0.003583,8.484081,[165 173] ; [30 64],[152.56944444 185.43055556] ; [42.43055556 51.56944444],0
p3,1,0.00477,7.964724,[157 184] ; [28 66],[145.02298851 195.97701149] ; [39.97701149 54.02298851],0
d1,1,0.009904,6.652107,[202 140] ; [42 53],[190.95652174 151.04347826] ; [53.04347826 41.95652174],0
s3,1,0.010722,6.510878,[191 145] ; [39 54],[180.13986014 155.86013986] ; [49.86013986 43.13986014],0
d4,1,0.011344,6.410653,[280  61] ; [66 28],[271.23218391  69.76781609] ; [74.76781609 19.23218391],0
a3,1,0.014344,5.995324,[251  90] ; [57 37],[241.44367816  99.55632184] ; [66.55632184 27.44367816],0
p12,1,0.019587,5.448308,[ 26 315] ; [ 1 93],[ 21.16551724 319.83448276] ; [ 5.83448276 88.16551724],0
n2,1,0.022181,5.231518,[55 13] ; [19 13],[50.32 17.68] ; [23.68  8.32],0
s5,1,0.031306,4.63608,[ 95 233] ; [17 78],[ 86.8463357 241.1536643] ; [25.1536643 69.8463357],0
a1,1,0.037754,4.316049,[ 14 328] ; [ 9 86],[ 18. 324.] ; [ 5. 90.],0
a5,1,0.042079,4.132024,[262  80] ; [63 32],[254.34782609  87.65217391] ; [70.65217391 24.34782609],0
d3,1,0.046156,3.97588,[228 113] ; [53 42],[219.77293578 121.22706422] ; [61.22706422 33.77293578],0
s1,1,0.052966,3.74498,[ 10 325] ; [ 7 88],[ 13.24418605 321.75581395] ; [ 3.75581395 91.24418605],0
d5,1,0.067924,3.332478,[280  61] ; [70 25],[273.73853211  67.26146789] ; [76.26146789 18.73853211],0
r2,1,0.068683,3.314223,[316  21] ; [82 11],[311.92093023  25.07906977] ; [86.07906977  6.92093023],0
a6,1,0.094672,2.793076,[239 102] ; [58 37],[232.28669725 108.71330275] ; [64.71330275 30.28669725],0
u2,1,0.101574,2.680648,[52 38] ; [15 21],[47.85714286 42.14285714] ; [19.14285714 16.85714286],0
b5,1,0.116688,2.461228,[214 128] ; [51 44],[207.39130435 134.60869565] ; [57.60869565 37.39130435],0
p5,1,0.133648,2.249615,[ 30 307] ; [ 4 91],[ 26.52314815 310.47685185] ; [ 7.47685185 87.52314815],0
a7,1,0.137614,2.204441,[242 100] ; [59 35],[236.10550459 105.89449541] ; [64.89449541 29.10550459],0
a4,1,0.139671,2.181584,[163 177] ; [37 57],[156.68202765 183.31797235] ; [43.31797235 50.68202765],0
a8,1,0.204259,1.61166,[ 54 258] ; [10 76],[ 50.17085427 261.82914573] ; [13.82914573 72.17085427],0
a2,1,0.252468,1.309593,[ 84 258] ; [18 77],[ 79.82608696 262.17391304] ; [22.17391304 72.82608696],0
b4,1,0.275508,1.189118,[191 151] ; [59 36],[195.65217391 146.34782609] ; [54.34782609 40.65217391],0
u3,1,0.322933,0.97703,[47 44] ; [16 22],[44.44186047 46.55813953] ; [18.55813953 19.44186047],0
u1,1,0.407016,0.687501,[ 59 283] ; [13 82],[ 56.34782609 285.65217391] ; [15.65217391 79.34782609],0
r1,1,0.54404,0.368104,[271  69] ; [73 22],[268.87356322  71.12643678] ; [75.12643678 19.87356322],0
n1,1,0.590446,0.289649,[32 35] ; [13 18],[30.76530612 36.23469388] ; [14.23469388 16.76530612],0
b2,1,0.603952,0.269077,[ 76 143] ; [19 42],[ 74.30357143 144.69642857] ; [20.69642857 40.30357143],0
b3,1,0.603952,0.269077,[ 76 143] ; [19 42],[ 74.30357143 144.69642857] ; [20.69642857 40.30357143],0
v3,1,0.766555,0.08814,[130 197] ; [35 57],[128.77088305 198.22911695] ; [36.22911695 55.77088305],0
d2,1,0.847408,0.037028,[168 172] ; [47 46],[168.8221709 171.1778291] ; [46.1778291 46.8221709],0
p1,1,0.964054,0.002031,[ 25 317] ; [ 7 87],[ 25.10091743 316.89908257] ; [ 6.89908257 87.10091743],0
s4,1,0.96415,0.00202,[ 47 292] ; [13 82],[ 46.86635945 292.13364055] ; [13.13364055 81.86635945],0
