Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.000164,14.204676,[28  8] ; [ 4 13],[21.73584906 14.26415094] ; [10.26415094  6.73584906],1
s6,1,0.000164,14.204676,[28  8] ; [ 4 13],[21.73584906 14.26415094] ; [10.26415094  6.73584906],1
d2,1,0.000422,12.432113,[11 25] ; [14  3],[16.98113208 19.01886792] ; [8.01886792 8.98113208],1
p9,1,0.00047,12.231161,[30  6] ; [ 6 11],[24.45283019 11.54716981] ; [11.54716981  5.45283019],1
s1,1,0.004284,8.159256,[ 1 35] ; [ 5 12],[ 4.0754717 31.9245283] ; [ 1.9245283 15.0754717],0
p4,1,0.007353,7.184759,[18 18] ; [ 2 15],[13.58490566 22.41509434] ; [ 6.41509434 10.58490566],0
s8,1,0.011988,6.312645,[17 19] ; [ 2 15],[12.90566038 23.09433962] ; [ 6.09433962 10.90566038],0
r3,1,0.015766,5.828758,[28  7] ; [8 9],[24.23076923 10.76923077] ; [11.76923077  5.23076923],0
s2,1,0.016543,5.744241,[27  9] ; [ 7 10],[23.09433962 12.90566038] ; [10.90566038  6.09433962],0
n6,1,0.023552,5.1273,[22 13] ; [ 5 12],[18.17307692 16.82692308] ; [8.82692308 8.17307692],0
a4,1,0.029523,4.736829,[10 26] ; [10  7],[13.58490566 22.41509434] ; [ 6.41509434 10.58490566],0
v4,1,0.035692,4.411765,[26  8] ; [8 9],[22.66666667 11.33333333] ; [11.33333333  5.66666667],0
d1,1,0.05093,3.810582,[13 23] ; [11  6],[16.30188679 19.69811321] ; [7.69811321 9.30188679],0
p10,1,0.058945,3.566815,[24 11] ; [ 7 10],[20.86538462 14.13461538] ; [10.13461538  6.86538462],0
p6,1,0.105737,2.616809,[12 23] ; [ 2 14],[ 9.60784314 25.39215686] ; [ 4.39215686 11.60784314],0
a3,1,0.106985,2.598201,[21 14] ; [14  3],[23.55769231 11.44230769] ; [11.44230769  5.55769231],0
r1,1,0.108294,2.578936,[ 9 27] ; [8 9],[11.54716981 24.45283019] ; [ 5.45283019 11.54716981],0
b1,1,0.117331,2.452593,[15 21] ; [11  6],[17.66037736 18.33962264] ; [8.33962264 8.66037736],0
s5,1,0.121382,2.399395,[11 22] ; [ 2 14],[ 8.75510204 24.24489796] ; [ 4.24489796 11.75510204],0
p7,1,0.135244,2.23125,[21 14] ; [ 6 10],[18.52941176 16.47058824] ; [8.47058824 7.52941176],0
n3,1,0.146145,2.112029,[8 4] ; [4 7],[6.26086957 5.73913043] ; [5.73913043 5.26086957],0
