Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,90.343367,[43 66] ; [423  88],[81.92580645 27.07419355] ; [384.07419355 126.92580645],1
n4,1,0.0,54.22236,[59 52] ; [433  79],[87.65971108 23.34028892] ; [404.34028892 107.65971108],1
p10,1,0.0,38.344475,[63 46] ; [426  80],[86.66829268 22.33170732] ; [402.33170732 103.66829268],1
p9,1,0.0,29.409539,[69 40] ; [431  73],[88.90701468 20.09298532] ; [411.09298532  92.90701468],1
p11,1,1e-06,24.915086,[68 43] ; [423  89],[87.48154093 23.51845907] ; [403.51845907 108.48154093],1
p2,1,4e-06,21.482459,[75 35] ; [439  69],[91.48867314 18.51132686] ; [422.51132686  85.48867314],1
s7,1,5e-06,20.676522,[28 73] ; [256 231],[48.78231293 52.21768707] ; [235.21768707 251.78231293],1
p6,1,6e-06,20.396133,[16 90] ; [192 314],[36.02614379 69.97385621] ; [171.97385621 334.02614379],1
v4,1,2.3e-05,17.883229,[97 13] ; [496  14],[105.20967742   4.79032258] ; [487.79032258  22.20967742],1
s8,1,4.3e-05,16.722715,[30 81] ; [245 262],[49.39320388 61.60679612] ; [225.60679612 281.39320388],1
p4,1,6.8e-05,15.858595,[45 64] ; [315 193],[63.59805511 45.40194489] ; [296.40194489 211.59805511],1
s6,1,0.000219,13.662426,[54 57] ; [339 165],[70.93170732 40.06829268] ; [322.06829268 181.93170732],1
r4,1,0.000415,12.462406,[97 14] ; [491  21],[104.76404494   6.23595506] ; [483.23595506  28.76404494],1
p3,1,0.0006,11.777496,[37 73] ; [263 246],[53.31179321 56.68820679] ; [246.68820679 262.31179321],1
s5,1,0.000821,11.193371,[18 88] ; [167 332],[32.41322314 73.58677686] ; [152.58677686 346.41322314],1
p7,1,0.002256,9.328602,[53 52] ; [330 168],[66.69154229 38.30845771] ; [316.30845771 181.69154229],0
s2,1,0.002491,9.147045,[37 73] ; [251 256],[51.3452188 58.6547812] ; [236.6547812 270.3452188],0
u1,1,0.003222,8.677254,[ 10 101] ; [108 404],[21.02407705 89.97592295] ; [ 96.97592295 415.02407705],0
p5,1,0.004381,8.118598,[  4 104] ; [ 68 439],[12.64390244 95.35609756] ; [ 59.35609756 447.64390244],0
d2,1,0.005595,7.676338,[42 68] ; [269 241],[55.17741935 54.82258065] ; [255.82258065 254.17741935],0
r2,1,0.00703,7.26536,[102   9] ; [493  14],[106.86893204   4.13106796] ; [488.13106796  18.86893204],0
v3,1,0.007043,7.261918,[31 69] ; [225 268],[43.1703204 56.8296796] ; [212.8296796 280.1703204],0
p8,1,0.007542,7.139208,[45 64] ; [278 224],[57.62193126 51.37806874] ; [265.37806874 236.62193126],0
d1,1,0.009142,6.794949,[55 56] ; [322 190],[67.17014446 43.82985554] ; [309.82985554 202.17014446],0
v1,1,0.014268,6.004731,[49 60] ; [288 210],[60.51565074 48.48434926] ; [276.48434926 221.51565074],0
u2,1,0.014563,5.968558,[28  8] ; [77 62],[21.6 14.4] ; [83.4 55.6],0
p12,1,0.025266,5.005561,[  3 105] ; [ 47 461],[ 8.76623377 99.23376623] ; [ 41.23376623 466.76623377],0
r3,1,0.043737,4.066673,[102   9] ; [491  19],[105.99516908   5.00483092] ; [487.00483092  22.99516908],0
v2,1,0.047674,3.921429,[52 49] ; [306 187],[60.87205387 40.12794613] ; [297.12794613 195.87205387],0
b3,1,0.055552,3.665424,[18 44] ; [137 189],[24.76804124 37.23195876] ; [130.23195876 195.76804124],0
b2,1,0.055552,3.665424,[18 44] ; [137 189],[24.76804124 37.23195876] ; [130.23195876 195.76804124],0
d5,1,0.064594,3.415307,[83 27] ; [424  87],[89.80676329 20.19323671] ; [417.19323671  93.80676329],0
b1,1,0.067414,3.344893,[52 59] ; [192 320],[43.47351525 67.52648475] ; [200.52648475 311.47351525],0
a4,1,0.069395,3.297261,[43 68] ; [245 263],[51.64458805 59.35541195] ; [236.35541195 271.64458805],0
a2,1,0.071997,3.236897,[21 90] ; [139 373],[28.50722311 82.49277689] ; [131.49277689 380.50722311],0
a5,1,0.076691,3.133662,[77 34] ; [395 116],[84.23151125 26.76848875] ; [387.76848875 123.23151125],0
