Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,68.984843,[38 55] ; [254  48],[68.74936709 24.25063291] ; [223.25063291  78.74936709],1
d3,1,0.0,64.892835,[39 54] ; [254  49],[68.81060606 24.18939394] ; [224.18939394  78.81060606],1
a2,1,0.0,28.305185,[ 9 84] ; [119 185],[29.98488665 63.01511335] ; [ 98.01511335 205.98488665],1
u1,1,2e-06,23.087708,[ 6 87] ; [ 95 209],[23.65994962 69.34005038] ; [ 77.34005038 226.65994962],1
b5,1,5.1e-05,16.414732,[39 54] ; [199 105],[55.75314861 37.24685139] ; [182.24685139 121.75314861],1
b3,1,0.025725,4.974431,[34 30] ; [ 70 118],[26.41269841 37.58730159] ; [ 77.58730159 110.41269841],0
b2,1,0.025725,4.974431,[34 30] ; [ 70 118],[26.41269841 37.58730159] ; [ 77.58730159 110.41269841],0
r1,1,0.026335,4.933877,[75 18] ; [270  32],[81.2278481 11.7721519] ; [263.7721519  38.2278481],0
u3,1,0.035478,4.42204,[5 9] ; [41 21],[8.47368421 5.52631579] ; [37.52631579 24.47368421],0
p4,1,0.04095,4.178084,[51 39] ; [205  95],[59.07692308 30.92307692] ; [196.92307692 103.07692308],0
n3,1,0.046703,3.956042,[16  1] ; [41 17],[12.92  4.08] ; [44.08 13.92],0
p12,1,0.07143,3.249841,[ 5 85] ; [ 37 265],[ 9.64285714 80.35714286] ; [ 32.35714286 269.64285714],0
d1,1,0.075288,3.163794,[59 34] ; [222  82],[65.82619647 27.17380353] ; [215.17380353  88.82619647],0
b1,1,0.107206,2.594929,[41 52] ; [106 198],[34.43576826 58.56423174] ; [112.56423174 191.43576826],0
p10,1,0.116044,2.469922,[72 18] ; [261  40],[76.64961637 13.35038363] ; [256.35038363  44.64961637],0
p2,1,0.127649,2.320867,[72 19] ; [259  43],[76.6437659 14.3562341] ; [254.3562341  47.6437659],0
p1,1,0.13013,2.290947,[ 4 88] ; [ 28 274],[ 7.47208122 84.52791878] ; [ 24.52791878 277.47208122],0
s5,1,0.164361,1.933638,[40 47] ; [110 182],[34.43271768 52.56728232] ; [115.56728232 176.43271768],0
v4,1,0.165929,1.919346,[86  7] ; [288  12],[88.50381679  4.49618321] ; [285.49618321  14.50381679],0
u2,1,0.175837,1.832466,[5 8] ; [36 25],[7.2027027 5.7972973] ; [33.7972973 27.2027027],0
b4,1,0.20216,1.626698,[50 43] ; [186 118],[55.28463476 37.71536524] ; [180.71536524 123.28463476],0
v3,1,0.205861,1.600295,[55 34] ; [161 136],[49.80310881 39.19689119] ; [166.19689119 130.80310881],0
u4,1,0.210063,1.570995,[ 4 89] ; [  6 298],[ 2.34256927 90.65743073] ; [  7.65743073 296.34256927],0
s8,1,0.211671,1.559963,[51 41] ; [143 155],[45.76410256 46.23589744] ; [148.23589744 149.76410256],0
p3,1,0.231648,1.430715,[58 34] ; [168 132],[53.04081633 38.95918367] ; [172.95918367 127.04081633],0
p7,1,0.236492,1.401387,[66 25] ; [195 101],[61.37209302 29.62790698] ; [199.62790698  96.37209302],0
p6,1,0.257123,1.284183,[30 58] ; [122 177],[34.56330749 53.43669251] ; [117.43669251 181.56330749],0
a3,1,0.27426,1.195316,[79 14] ; [242  61],[75.38636364 17.61363636] ; [245.61363636  57.38636364],0
s6,1,0.317544,0.999036,[59 32] ; [209  88],[62.8556701 28.1443299] ; [205.1443299  91.8556701],0
r4,1,0.329973,0.949004,[83 10] ; [281  23],[85.26952141  7.73047859] ; [278.73047859  25.26952141],0
a4,1,0.391088,0.735558,[45 48] ; [162 141],[48.61363636 44.38636364] ; [158.38636364 144.61363636],0
d5,1,0.409088,0.68145,[84  9] ; [264  39],[81.72727273 11.27272727] ; [266.27272727  36.72727273],0
s1,1,0.455366,0.557262,[ 1 91] ; [  7 291],[ 1.88717949 90.11282051] ; [  6.11282051 291.88717949],0
s4,1,0.48539,0.486729,[10 82] ; [ 41 259],[11.96938776 80.03061224] ; [ 39.03061224 260.96938776],0
a8,1,0.506322,0.44166,[12 78] ; [ 42 216],[13.96551724 76.03448276] ; [ 40.03448276 217.96551724],0
d4,1,0.55804,0.34311,[84  9] ; [267  36],[82.43181818 10.56818182] ; [268.56818182  34.43181818],0
n4,1,0.575754,0.31315,[76 15] ; [246  58],[74.18227848 16.81772152] ; [247.81772152  56.18227848],0
a1,1,0.576935,0.311217,[ 7 86] ; [ 18 286],[ 5.85642317 87.14357683] ; [ 19.14357683 284.85642317],0
p9,1,0.58123,0.30425,[79 12] ; [265  33],[80.47300771 10.52699229] ; [263.52699229  34.47300771],0
n1,1,0.655954,0.198476,[ 6 10] ; [18 39],[ 5.26027397 10.73972603] ; [18.73972603 38.26027397],0
s7,1,0.66457,0.18802,[53 37] ; [161 125],[51.22340426 38.77659574] ; [162.77659574 123.22340426],0
n2,1,0.679095,0.171146,[13  4] ; [47 11],[13.6  3.4] ; [46.4 11.6],0
n6,1,0.679691,0.170474,[77 14] ; [259  41],[78.19948849 12.80051151] ; [257.80051151  42.19948849],0
p5,1,0.69106,0.157941,[ 9 83] ; [ 34 268],[10.04060914 81.95939086] ; [ 32.95939086 269.04060914],0
r2,1,0.751154,0.100564,[87  4] ; [289  11],[87.50895141  3.49104859] ; [288.49104859  11.50895141],0
n5,1,0.787905,0.072378,[71 20] ; [230  70],[70.05370844 20.94629156] ; [230.94629156  69.05370844],0
s3,1,0.823713,0.049627,[50 41] ; [166 129],[50.92227979 40.07772021] ; [165.07772021 129.92227979],0
p8,1,0.860936,0.030689,[51 37] ; [169 128],[50.28571429 37.71428571] ; [169.71428571 127.28571429],0
d2,1,0.87125,0.026267,[56 37] ; [179 123],[55.32911392 37.67088608] ; [179.67088608 122.32911392],0
r3,1,0.935505,0.006548,[90  2] ; [295   7],[89.89847716  2.10152284] ; [295.10152284   6.89847716],0
v1,1,0.943444,0.005033,[59 30] ; [197 102],[58.72164948 30.27835052] ; [197.27835052 101.72164948],0
s2,1,0.973696,0.001087,[51 42] ; [164 134],[51.13810742 41.86189258] ; [163.86189258 134.13810742],0
p11,1,0.990965,0.000128,[75 18] ; [245  59],[74.96221662 18.03778338] ; [245.03778338  58.96221662],0
