Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,83.82069,[237  42] ; [233 219],[179.38440492  99.61559508] ; [290.61559508 161.38440492],1
p4,1,0.0,77.213079,[231  53] ; [224 233],[174.38596491 109.61403509] ; [280.61403509 176.38596491],1
p8,1,0.0,51.265094,[199  83] ; [198 257],[151.90502035 130.09497965] ; [245.09497965 209.90502035],1
p3,1,0.0,43.185531,[188  96] ; [190 269],[144.48452221 139.51547779] ; [233.51547779 225.48452221],1
s7,1,0.0,34.048138,[175  97] ; [185 257],[137.14285714 134.85714286] ; [222.85714286 219.14285714],1
s8,1,0.0,26.160879,[162 121] ; [174 284],[128.32388664 154.67611336] ; [207.67611336 250.32388664],1
p5,1,0.0,25.819861,[ 57 227] ; [ 34 422],[ 34.92432432 249.07567568] ; [ 56.07567568 399.92432432],1
p1,1,2.8e-05,17.518878,[ 41 243] ; [ 25 434],[ 25.22745626 258.77254374] ; [ 40.77254374 418.22745626],1
s5,1,4.8e-05,16.54496,[121 150] ; [133 315],[ 95.73574409 175.26425591] ; [158.26425591 289.73574409],1
n4,1,7.7e-05,15.62764,[249  35] ; [348 111],[228.19380888  55.80619112] ; [368.80619112  90.19380888],1
s2,1,7.8e-05,15.614369,[172 111] ; [209 247],[145.90392422 137.09607578] ; [235.09607578 220.90392422],1
v1,1,0.000373,12.662177,[175 106] ; [217 228],[151.72451791 129.27548209] ; [240.27548209 204.72451791],1
p2,1,0.000891,11.040389,[254  30] ; [368  91],[237.74966353  46.25033647] ; [384.25033647  74.74966353],1
p9,1,0.001026,10.779422,[258  25] ; [372  79],[242.90190736  40.09809264] ; [387.09809264  63.90190736],0
p12,1,0.00117,10.536922,[ 36 247] ; [ 27 432],[ 24.02830189 258.97169811] ; [ 38.97169811 420.02830189],0
s6,1,0.001553,10.014638,[209  68] ; [291 162],[189.7260274  87.2739726] ; [310.2739726 142.7260274],0
a1,1,0.006117,7.515399,[ 22 262] ; [ 15 446],[ 14.10469799 269.89530201] ; [ 22.89530201 438.10469799],0
b3,1,0.007894,7.057408,[86 99] ; [ 91 176],[ 72.44469027 112.55530973] ; [104.55530973 162.44469027],0
b2,1,0.007894,7.057408,[86 99] ; [ 91 176],[ 72.44469027 112.55530973] ; [104.55530973 162.44469027],0
d1,1,0.011846,6.333783,[186  98] ; [259 202],[169.63758389 114.36241611] ; [275.36241611 185.63758389],0
u1,1,0.013457,6.107969,[ 67 217] ; [ 75 386],[ 54.13154362 229.86845638] ; [ 87.86845638 373.13154362],0
a4,1,0.017181,5.67774,[145 138] ; [194 265],[129.29514825 153.70485175] ; [209.70485175 249.29514825],0
r2,1,0.019366,5.468194,[275   5] ; [435  24],[269.01217862  10.98782138] ; [440.98782138  18.01217862],0
a5,1,0.022112,5.236914,[223  61] ; [327 134],[209.66442953  74.33557047] ; [340.33557047 120.66442953],0
