Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,22.397848,[3 4] ; [295  23],[6.41846154 0.58153846] ; [291.58153846  26.41846154],1
r2,1,8e-06,20.054325,[4 3] ; [299  14],[6.628125 0.371875] ; [296.371875  16.628125],1
r1,1,0.003185,8.698132,[3 4] ; [268  49],[5.85493827 1.14506173] ; [265.14506173  51.85493827],0
b1,1,0.004537,8.055191,[6 1] ; [108 210],[2.45538462 4.54461538] ; [111.54461538 206.45538462],0
p5,1,0.032262,4.584538,[3 4] ; [ 44 271],[1.02173913 5.97826087] ; [ 45.97826087 269.02173913],0
n4,1,0.087586,2.918189,[4 3] ; [261  56],[5.72530864 1.27469136] ; [259.27469136  57.72530864],0
s6,1,0.100205,2.702281,[3 4] ; [220  88],[4.95555556 2.04444444] ; [218.04444444  89.95555556],0
p12,1,0.13194,2.269534,[2 5] ; [ 33 279],[0.76802508 6.23197492] ; [ 34.23197492 277.76802508],0
v4,1,0.135915,2.223608,[6 1] ; [304  11],[6.73913043 0.26086957] ; [303.26086957  11.73913043],0
p9,1,0.145227,2.121678,[5 2] ; [277  34],[6.20754717 0.79245283] ; [275.79245283  35.20754717],0
p8,1,0.152979,2.042296,[6 1] ; [182 127],[4.16455696 2.83544304] ; [183.83544304 125.16455696],0
n1,1,0.157087,2.002042,[3 1] ; [21 33],[1.65517241 2.34482759] ; [22.34482759 31.65517241],0
s3,1,0.173241,1.854673,[2 5] ; [169 141],[3.77602524 3.22397476] ; [167.22397476 142.77602524],0
p6,1,0.177961,1.814567,[5 2] ; [140 166],[3.2428115 3.7571885] ; [141.7571885 164.2428115],0
p2,1,0.19194,1.702661,[5 2] ; [276  38],[6.12772586 0.87227414] ; [274.87227414  39.12772586],0
n6,1,0.207184,1.590996,[5 2] ; [274  39],[6.103125 0.896875] ; [272.896875  40.103125],0
s8,1,0.212141,1.556753,[2 5] ; [164 149],[3.63125 3.36875] ; [162.36875 150.63125],0
d4,1,0.227723,1.45503,[5 2] ; [276  41],[6.07098765 0.92901235] ; [274.92901235  42.07098765],0
a4,1,0.231664,1.430614,[5 2] ; [154 163],[3.43518519 3.56481481] ; [155.56481481 161.43518519],0
n3,1,0.28636,1.136654,[2 2] ; [41 14],[2.91525424 1.08474576] ; [40.08474576 14.91525424],0
p4,1,0.295867,1.09273,[6 1] ; [209 103],[4.71786834 2.28213166] ; [210.28213166 101.71786834],0
p10,1,0.300749,1.070872,[5 2] ; [265  45],[5.96214511 1.03785489] ; [264.03785489  45.96214511],0
a2,1,0.331111,0.944548,[3 4] ; [ 84 234],[1.87384615 5.12615385] ; [ 85.12615385 232.87384615],0
d3,1,0.477406,0.504783,[6 1] ; [234  83],[5.18518519 1.81481481] ; [234.81481481  82.18518519],0
b4,1,0.564687,0.331654,[5 2] ; [193 125],[4.26461538 2.73538462] ; [193.73538462 124.26461538],0
s5,1,0.595337,0.282086,[2 5] ; [118 189],[2.67515924 4.32484076] ; [117.32484076 189.67515924],0
d2,1,0.600531,0.274196,[3 4] ; [167 149],[3.68421053 3.31578947] ; [166.31578947 149.68421053],0
p1,1,0.645109,0.212122,[1 6] ; [ 29 287],[0.6501548 6.3498452] ; [ 29.3498452 286.6501548],0
a5,1,0.649651,0.20634,[6 1] ; [250  68],[5.51384615 1.48615385] ; [250.48615385  67.51384615],0
b3,1,0.651564,0.203934,[3 3] ; [ 82 119],[2.46376812 3.53623188] ; [ 82.53623188 118.46376812],0
b2,1,0.651564,0.203934,[3 3] ; [ 82 119],[2.46376812 3.53623188] ; [ 82.53623188 118.46376812],0
u1,1,0.663319,0.189517,[2 5] ; [ 69 249],[1.52923077 5.47076923] ; [ 69.47076923 248.52923077],0
b5,1,0.666982,0.185153,[5 2] ; [202 116],[4.45846154 2.54153846] ; [202.54153846 115.45846154],0
u3,1,0.734011,0.115461,[1 1] ; [47 29],[1.23076923 0.76923077] ; [46.76923077 29.23076923],0
d1,1,0.75287,0.099135,[5 2] ; [209 109],[4.60923077 2.39076923] ; [209.39076923 108.60923077],0
a3,1,0.762642,0.091212,[5 2] ; [242  75],[5.33641975 1.66358025] ; [241.66358025  75.33641975],0
n5,1,0.777345,0.079965,[6 1] ; [256  58],[5.71339564 1.28660436] ; [256.28660436  57.71339564],0
p11,1,0.834772,0.043508,[6 1] ; [263  55],[5.79384615 1.20615385] ; [263.20615385  54.79384615],0
u2,1,0.836144,0.042778,[1 1] ; [43 32],[1.14285714 0.85714286] ; [42.85714286 32.14285714],0
v3,1,0.851266,0.035157,[4 3] ; [188 122],[4.23974763 2.76025237] ; [187.76025237 122.23974763],0
s2,1,0.87579,0.024432,[4 3] ; [169 143],[3.79623824 3.20376176] ; [169.20376176 142.79623824],0
a6,1,0.876294,0.024233,[5 2] ; [217  99],[4.81114551 2.18885449] ; [217.18885449  98.81114551],0
s4,1,0.88251,0.021841,[1 6] ; [ 39 275],[0.87227414 6.12772586] ; [ 39.12772586 274.87227414],0
a7,1,0.902217,0.015095,[5 2] ; [233  84],[5.14197531 1.85802469] ; [232.85802469  84.14197531],0
p3,1,0.908766,0.013132,[4 3] ; [185 127],[4.14733542 2.85266458] ; [184.85266458 127.14733542],0
s7,1,0.944198,0.004899,[4 3] ; [168 133],[3.90909091 3.09090909] ; [168.09090909 132.90909091],0
d5,1,0.95013,0.003912,[6 1] ; [269  48],[5.94135802 1.05864198] ; [269.05864198  47.94135802],0
p7,1,0.980733,0.000583,[5 2] ; [218  89],[4.97133758 2.02866242] ; [218.02866242  88.97133758],0
