Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,45.180156,[69 47] ; [ 21 101],[43.86554622 72.13445378] ; [46.13445378 75.86554622],1
s2,1,0.0,29.745584,[80 36] ; [41 81],[58.97478992 57.02521008] ; [62.02521008 59.97478992],1
s3,1,0.0,28.629714,[89 27] ; [51 69],[68.81355932 47.18644068] ; [71.18644068 48.81355932],1
s6,1,3e-06,21.644278,[93 22] ; [62 57],[76.17521368 38.82478632] ; [78.82478632 40.17521368],1
p10,1,0.000457,12.284083,[101  15] ; [83 39],[89.68067227 26.31932773] ; [94.31932773 27.68067227],1
s5,1,0.000476,12.208496,[46 66] ; [24 96],[33.79310345 78.20689655] ; [36.20689655 83.79310345],1
p4,1,0.000807,11.225569,[84 32] ; [62 59],[71.45991561 44.54008439] ; [74.54008439 46.45991561],1
n4,1,0.002123,9.44032,[94 22] ; [77 45],[83.34453782 32.65546218] ; [87.65546218 34.34453782],0
b2,1,0.004508,8.066872,[29 46] ; [11 54],[21.42857143 53.57142857] ; [18.57142857 46.42857143],0
b3,1,0.004508,8.066872,[29 46] ; [11 54],[21.42857143 53.57142857] ; [18.57142857 46.42857143],0
p9,1,0.006028,7.542052,[101  15] ; [88 33],[92.50632911 23.49367089] ; [96.49367089 24.50632911],0
a3,1,0.006089,7.523774,[87 29] ; [71 51],[77.00840336 38.99159664] ; [80.99159664 41.00840336],0
p11,1,0.014639,5.959411,[98 18] ; [87 35],[90.16806723 25.83193277] ; [94.83193277 27.16806723],0
n5,1,0.01731,5.664671,[83 32] ; [70 52],[74.24050633 40.75949367] ; [78.75949367 43.24050633],0
r2,1,0.018303,5.5669,[111   4] ; [106  14],[106.19148936   8.80851064] ; [110.80851064   9.19148936],0
b5,1,0.020703,5.351609,[53 63] ; [74 48],[61.89915966 54.10084034] ; [65.10084034 56.89915966],0
a5,1,0.022335,5.219527,[89 27] ; [77 45],[80.90756303 35.09243697] ; [85.09243697 36.90756303],0
n1,1,0.024099,5.087471,[11 17] ; [ 4 26],[ 7.24137931 20.75862069] ; [ 7.75862069 22.24137931],0
r1,1,0.030513,4.680178,[94 22] ; [84 38],[86.75630252 29.24369748] ; [91.24369748 30.75630252],0
p1,1,0.03085,4.661295,[ 12 104] ; [  4 117],[  7.83122363 108.16877637] ; [  8.16877637 112.83122363],0
p2,1,0.031315,4.635602,[106  10] ; [99 22],[100.33755274  15.66244726] ; [104.66244726  16.33755274],0
v4,1,0.036513,4.372977,[112   3] ; [111  11],[108.20675105   6.79324895] ; [114.79324895   7.20675105],0
p3,1,0.036693,4.364628,[68 48] ; [55 67],[59.94957983 56.05042017] ; [63.05042017 58.94957983],0
s4,1,0.041253,4.16559,[30 86] ; [ 18 101],[23.69361702 92.30638298] ; [24.30638298 94.69361702],0
v3,1,0.043402,4.079683,[37 75] ; [26 96],[30.15384615 81.84615385] ; [32.84615385 89.15384615],0
u1,1,0.059515,3.550856,[20 96] ; [ 11 111],[ 15.1092437 100.8907563] ; [ 15.8907563 106.1092437],0
p6,1,0.062338,3.474067,[55 60] ; [43 77],[47.95744681 67.04255319] ; [50.04255319 69.95744681],0
p5,1,0.066956,3.356102,[ 16 100] ; [  8 113],[ 11.74683544 104.25316456] ; [ 12.25316456 108.74683544],0
u3,1,0.06955,3.2936,[18 11] ; [20 29],[14.12820513 14.87179487] ; [23.87179487 25.12820513],0
