Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.7e-05,18.537943,[37 16] ; [16 40],[25.7706422 27.2293578] ; [27.2293578 28.7706422],1
p2,1,4.3e-05,16.74481,[44  8] ; [28 31],[33.72972973 18.27027027] ; [38.27027027 20.72972973],1
p8,1,0.001318,10.31771,[27 25] ; [13 45],[18.90909091 33.09090909] ; [21.09090909 36.90909091],0
r3,1,0.004611,8.026004,[51  2] ; [46 13],[45.90178571  7.09821429] ; [51.09821429  7.90178571],0
p6,1,0.005851,7.595604,[14 38] ; [ 4 52],[ 8.66666667 43.33333333] ; [ 9.33333333 46.66666667],0
p3,1,0.006646,7.36631,[29 24] ; [17 41],[21.96396396 31.03603604] ; [24.03603604 33.96396396],0
s6,1,0.013059,6.161132,[34 19] ; [24 35],[27.44642857 25.55357143] ; [30.55357143 28.44642857],0
r4,1,0.017437,5.651858,[46  7] ; [40 19],[40.69642857 12.30357143] ; [45.30357143 13.69642857],0
p10,1,0.023189,5.154281,[36 17] ; [27 31],[30.08108108 22.91891892] ; [32.91891892 25.08108108],0
a3,1,0.03212,4.59206,[38 15] ; [51  7],[42.4954955 10.5045045] ; [46.5045045 11.4954955],0
p9,1,0.043569,4.07318,[39 14] ; [32 26],[33.9009009 19.0990991] ; [37.0990991 20.9009009],0
n3,1,0.052816,3.749726,[14  3] ; [11 10],[11.18421053  5.81578947] ; [13.81578947  7.18421053],0
p11,1,0.066631,3.364115,[36 17] ; [30 29],[31.23214286 21.76785714] ; [34.76785714 24.23214286],0
v2,1,0.095053,2.786647,[29 20] ; [24 32],[24.73333333 24.26666667] ; [28.26666667 27.73333333],0
n4,1,0.10351,2.650605,[27 26] ; [39 20],[31.23214286 21.76785714] ; [34.76785714 24.23214286],0
u1,1,0.132286,2.265465,[ 7 46] ; [ 3 56],[ 4.73214286 48.26785714] ; [ 5.26785714 53.73214286],0
s8,1,0.160454,1.969939,[20 33] ; [15 44],[16.5625 36.4375] ; [18.4375 40.5625],0
v1,1,0.185149,1.755806,[19 33] ; [28 29],[22.42201835 29.57798165] ; [24.57798165 32.42201835],0
