Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,24.292626,[40 64] ; [31  5],[52.74285714 51.25714286] ; [18.25714286 17.74285714],1
s4,1,0.001275,10.377873,[14 91] ; [14 23],[20.70422535 84.29577465] ; [ 7.29577465 29.70422535],0
a4,1,0.001468,10.118341,[30 74] ; [22 16],[38.08450704 65.91549296] ; [13.91549296 24.08450704],0
p6,1,0.002656,9.029928,[22 80] ; [18 20],[29.14285714 72.85714286] ; [10.85714286 27.14285714],0
p10,1,0.005039,7.865444,[52 52] ; [29  9],[59.32394366 44.67605634] ; [21.67605634 16.32394366],0
s7,1,0.005225,7.800004,[32 65] ; [22 15],[39.08955224 57.91044776] ; [14.91044776 22.08955224],0
p3,1,0.005761,7.623448,[34 71] ; [22 16],[41.11888112 63.88111888] ; [14.88111888 23.11888112],0
d1,1,0.008053,7.021695,[35 70] ; [22 16],[41.85314685 63.14685315] ; [15.14685315 22.85314685],0
a5,1,0.013419,6.113007,[56 49] ; [29  9],[62.41258741 42.58741259] ; [22.58741259 15.41258741],0
d2,1,0.014315,5.998912,[39 65] ; [23 15],[45.4084507 58.5915493] ; [16.5915493 21.4084507],0
r4,1,0.015147,5.899344,[66 39] ; [32  6],[71.95804196 33.04195804] ; [26.04195804 11.95804196],0
n6,1,0.015182,5.89526,[73 32] ; [34  4],[78.56643357 26.43356643] ; [28.43356643  9.56643357],0
p4,1,0.018213,5.575521,[39 63] ; [23 15],[45.17142857 56.82857143] ; [16.82857143 21.17142857],0
d4,1,0.03331,4.529778,[59 45] ; [29  9],[64.45070423 39.54929577] ; [23.54929577 14.45070423],0
r1,1,0.036463,4.375321,[54 51] ; [27 11],[59.47552448 45.52447552] ; [21.52447552 16.47552448],0
r2,1,0.03912,4.255634,[79 24] ; [35  3],[83.27659574 19.72340426] ; [30.72340426  7.27659574],0
p7,1,0.04306,4.093044,[48 55] ; [25 13],[53.32624113 49.67375887] ; [19.67375887 18.32624113],0
b4,1,0.056611,3.633977,[53 52] ; [26 12],[58.00699301 46.99300699] ; [20.99300699 17.00699301],0
u1,1,0.060447,3.525081,[  3 102] ; [ 4 34],[ 5.13986014 99.86013986] ; [ 1.86013986 36.13986014],0
d5,1,0.072497,3.225564,[60 45] ; [28 10],[64.61538462 40.38461538] ; [23.38461538 14.61538462],0
b5,1,0.088882,2.894509,[47 58] ; [11 27],[42.58741259 62.41258741] ; [15.41258741 22.58741259],0
p1,1,0.093689,2.809825,[ 7 98] ; [ 6 32],[ 9.54545455 95.45454545] ; [ 3.45454545 34.54545455],0
