Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,80.764602,[30 69] ; [196  46],[65.61290323 33.38709677] ; [160.38709677  81.61290323],1
a5,1,1e-06,25.247856,[46 53] ; [183  62],[65.90406977 33.09593023] ; [163.09593023  81.90406977],1
a4,1,1.3e-05,18.956376,[21 78] ; [114 131],[38.85174419 60.14825581] ; [ 96.14825581 148.85174419],1
s7,1,1.8e-05,18.4217,[26 70] ; [123 109],[43.6097561 52.3902439] ; [105.3902439 126.6097561],1
n6,1,4.9e-05,16.467607,[68 31] ; [213  31],[81.10495627 17.89504373] ; [199.89504373  44.10495627],1
a3,1,0.000767,11.320484,[51 48] ; [173  72],[64.46511628 34.53488372] ; [159.53488372  85.46511628],1
d5,1,0.000837,11.157871,[64 34] ; [201  44],[75.71428571 22.28571429] ; [189.28571429  55.71428571],1
d2,1,0.000876,11.072381,[30 69] ; [122 122],[43.87172012 55.12827988] ; [108.12827988 135.87172012],1
a2,1,0.001126,10.608233,[ 8 91] ; [ 57 188],[18.70639535 80.29360465] ; [ 46.29360465 198.70639535],0
p3,1,0.003144,8.722234,[31 68] ; [119 125],[43.29446064 55.70553936] ; [106.70553936 137.29446064],0
r4,1,0.004901,7.915703,[77 22] ; [219  26],[85.18604651 13.81395349] ; [210.81395349  34.18604651],0
s4,1,0.00604,7.538455,[29 70] ; [ 39 202],[19.8 79.2] ; [ 48.2 192.8],0
v3,1,0.00873,6.877155,[15 82] ; [ 70 170],[24.46587537 72.53412463] ; [ 60.53412463 179.46587537],0
r1,1,0.009322,6.760058,[64 34] ; [193  52],[73.42857143 24.57142857] ; [183.57142857  61.42857143],0
p10,1,0.016713,5.72626,[68 31] ; [196  47],[76.42105263 22.57894737] ; [187.57894737  55.42105263],0
p4,1,0.01973,5.435608,[46 53] ; [147  97],[55.70553936 43.29446064] ; [137.29446064 106.70553936],0
s6,1,0.026355,4.932607,[53 46] ; [158  80],[61.9851632 37.0148368] ; [149.0148368  88.9851632],0
d1,1,0.035832,4.405067,[43 56] ; [137 108],[51.80232558 47.19767442] ; [128.19767442 116.80232558],0
p6,1,0.040596,4.192817,[25 74] ; [ 89 153],[33.09677419 65.90322581] ; [ 80.90322581 161.09677419],0
s3,1,0.040651,4.190489,[48 51] ; [146  95],[56.48823529 42.51176471] ; [137.51176471 103.48823529],0
p11,1,0.040747,4.186487,[70 29] ; [198  47],[77.12790698 21.87209302] ; [190.87209302  54.12790698],0
a8,1,0.062892,3.459434,[ 6 84] ; [ 32 193],[10.85714286 79.14285714] ; [ 27.14285714 197.85714286],0
p9,1,0.065981,3.380279,[75 24] ; [203  38],[80.94705882 18.05294118] ; [197.05294118  43.94705882],0
p5,1,0.075675,3.155416,[ 4 95] ; [ 24 220],[ 8.08163265 90.91836735] ; [ 19.91836735 224.08163265],0
u1,1,0.082143,3.021992,[ 9 90] ; [ 40 205],[14.10174419 84.89825581] ; [ 34.89825581 210.10174419],0
r2,1,0.099391,2.715296,[86 13] ; [223  18],[89.97352941  9.02647059] ; [219.02647059  21.97352941],0
d4,1,0.107368,2.592543,[70 28] ; [194  50],[75.64912281 22.35087719] ; [188.35087719  55.64912281],0
s2,1,0.108247,2.579624,[40 58] ; [123 121],[46.70760234 51.29239766] ; [116.29239766 127.70760234],0
p1,1,0.138166,2.198268,[ 4 95] ; [ 21 222],[ 7.23684211 91.76315789] ; [ 17.76315789 225.23684211],0
b2,1,0.16163,1.958911,[10 36] ; [46 95],[13.77540107 32.22459893] ; [42.22459893 98.77540107],0
