Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,64.788317,[217  15] ; [55 42],[191.80547112  40.19452888] ; [80.19452888 16.80547112],1
a5,1,6e-06,20.426973,[149  83] ; [36 61],[130.45592705 101.54407295] ; [54.54407295 42.45592705],1
r2,1,9e-06,19.785429,[217  13] ; [73 21],[205.86419753  24.13580247] ; [84.13580247  9.86419753],1
v2,1,2e-05,18.150479,[120  99] ; [28 69],[102.56962025 116.43037975] ; [45.43037975 51.56962025],1
r3,1,0.000182,14.004311,[220  10] ; [80 16],[211.65644172  18.34355828] ; [88.34355828  7.65644172],1
a3,1,0.000438,12.362155,[148  84] ; [41 55],[133.68292683  98.31707317] ; [55.31707317 40.68292683],1
v3,1,0.002012,9.538681,[ 81 145] ; [18 79],[ 69.26934985 156.73065015] ; [29.73065015 67.26934985],0
s8,1,0.005636,7.663175,[ 89 142] ; [22 75],[ 78.17378049 152.82621951] ; [32.82621951 64.17378049],0
v1,1,0.008756,6.871915,[121 106] ; [35 59],[110.31775701 116.68224299] ; [45.68224299 48.31775701],0
n4,1,0.010608,6.529852,[173  58] ; [59 38],[163.3902439  67.6097561] ; [68.6097561 28.3902439],0
s6,1,0.0109,6.481557,[150  78] ; [47 46],[139.92523364  88.07476636] ; [57.07476636 35.92523364],0
u3,1,0.019502,5.455963,[48 34] ; [21 34],[41.29927007 40.70072993] ; [27.70072993 27.29927007],0
a7,1,0.025243,5.007109,[162  69] ; [55 41],[153.29357798  77.70642202] ; [63.70642202 32.29357798],0
p10,1,0.045277,4.008308,[184  44] ; [67 28],[177.17647059  50.82352941] ; [73.82352941 21.17647059],0
d4,1,0.046182,3.974959,[147  85] ; [50 47],[138.91793313  93.08206687] ; [58.08206687 38.91793313],0
p11,1,0.059454,3.55255,[187  45] ; [69 28],[180.52279635  51.47720365] ; [75.47720365 21.52279635],0
s4,1,0.068328,3.322743,[ 33 196] ; [22 75],[ 38.63496933 190.36503067] ; [16.36503067 80.63496933],0
s5,1,0.069843,3.286715,[ 69 158] ; [19 74],[ 62.425 164.575] ; [25.575 67.425],0
s7,1,0.074383,3.18354,[106 115] ; [34 58],[ 98.84984026 122.15015974] ; [41.15015974 50.84984026],0
a4,1,0.094813,2.790697,[ 63 168] ; [18 79],[ 57.04573171 173.95426829] ; [23.95426829 73.04573171],0
d5,1,0.109628,2.559569,[143  89] ; [50 46],[136.51219512  95.48780488] ; [56.48780488 39.51219512],0
a6,1,0.127655,2.320786,[143  89] ; [51 46],[136.80243161  95.19756839] ; [57.19756839 39.80243161],0
p1,1,0.14759,2.096982,[ 20 210] ; [ 4 93],[ 16.88073394 213.11926606] ; [ 7.11926606 89.88073394],0
d3,1,0.173384,1.853437,[107 125] ; [36 59],[101.45565749 130.54434251] ; [41.54434251 53.45565749],0
n5,1,0.18677,1.742911,[167  62] ; [63 33],[162.06153846  66.93846154] ; [67.93846154 28.06153846],0
b5,1,0.196913,1.665121,[128 104] ; [61 36],[133.27659574  98.72340426] ; [55.72340426 41.27659574],0
n6,1,0.223025,1.484799,[186  43] ; [73 24],[181.93558282  47.06441718] ; [77.06441718 19.93558282],0
v4,1,0.226,1.46586,[216  13] ; [87  9],[213.49846154  15.50153846] ; [89.50153846  6.49846154],0
u1,1,0.255309,1.294018,[ 11 221] ; [ 2 95],[  9.16717325 222.83282675] ; [ 3.83282675 93.16717325],0
s3,1,0.26049,1.266151,[123 106] ; [45 51],[118.37538462 110.62461538] ; [49.62461538 46.37538462],0
b4,1,0.312918,1.018319,[136  96] ; [51 46],[131.8662614 100.1337386] ; [55.1337386 41.8662614],0
p7,1,0.327592,0.958392,[153  74] ; [58 36],[149.21183801  77.78816199] ; [61.78816199 32.21183801],0
a1,1,0.345702,0.889172,[  7 225] ; [ 5 92],[  8.46200608 223.53799392] ; [ 3.53799392 93.46200608],0
p4,1,0.362715,0.82847,[127 104] ; [48 49],[123.24695122 107.75304878] ; [51.75304878 45.24695122],0
p8,1,0.369548,0.805185,[120 107] ; [46 51],[116.30246914 110.69753086] ; [49.69753086 47.30246914],0
p9,1,0.41292,0.670376,[191  36] ; [78 19],[188.46604938  38.53395062] ; [80.53395062 16.46604938],0
n2,1,0.478398,0.502514,[41 12] ; [24 10],[39.59770115 13.40229885] ; [25.40229885  8.59770115],0
b2,1,0.487517,0.482002,[43 85] ; [15 38],[41.01657459 86.98342541] ; [16.98342541 36.01657459],0
b3,1,0.487517,0.482002,[43 85] ; [15 38],[41.01657459 86.98342541] ; [16.98342541 36.01657459],0
p3,1,0.502908,0.448794,[105 127] ; [40 57],[102.24924012 129.75075988] ; [42.75075988 54.24924012],0
a2,1,0.55563,0.347327,[ 16 216] ; [ 5 92],[ 14.80851064 217.19148936] ; [ 6.19148936 90.80851064],0
b1,1,0.574907,0.31454,[ 88 144] ; [40 57],[ 90.26139818 141.73860182] ; [37.73860182 59.26139818],0
p5,1,0.596615,0.280131,[ 26 205] ; [ 9 88],[ 24.64939024 206.35060976] ; [10.35060976 86.64939024],0
n3,1,0.614277,0.253993,[40 13] ; [24 10],[38.98850575 14.01149425] ; [25.01149425  8.98850575],0
