Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.0,36.248764,[ 95 364] ; [23 12],[109.63967611 349.36032389] ; [ 8.36032389 26.63967611],1
p12,1,0.0,33.695283,[ 15 452] ; [ 9 28],[ 22.23809524 444.76190476] ; [ 1.76190476 35.23809524],1
p1,1,0.0,32.293993,[ 23 444] ; [11 27],[ 31.44158416 435.55841584] ; [ 2.55841584 35.44158416],1
p3,1,0.0001,15.129756,[181 286] ; [27 11],[192.34851485 274.65148515] ; [15.65148515 22.34851485],1
p4,1,0.000202,13.815779,[230 236] ; [30  7],[240.87475149 225.12524851] ; [19.12524851 17.87475149],1
a1,1,0.001468,10.1183,[ 14 456] ; [ 5 33],[ 17.57874016 452.42125984] ; [ 1.42125984 36.57874016],0
s6,1,0.002983,8.818101,[232 231] ; [26  8],[240.3501006 222.6498994] ; [17.6498994 16.3501006],0
p6,1,0.003101,8.74721,[120 341] ; [18 19],[127.74698795 333.25301205] ; [10.25301205 26.74698795],0
p10,1,0.009029,6.81699,[336 129] ; [34  3],[342.72908367 122.27091633] ; [27.27091633  9.72908367],0
n6,1,0.017321,5.663509,[368 100] ; [36  2],[373.66007905  94.33992095] ; [30.33992095  7.66007905],0
n5,1,0.019338,5.470695,[306 160] ; [32  6],[312.51587302 153.48412698] ; [25.48412698 12.51587302],0
n4,1,0.019802,5.429233,[323 146] ; [33  5],[329.31755424 139.68244576] ; [26.68244576 11.31755424],0
v3,1,0.020623,5.358337,[137 316] ; [18 19],[143.29591837 309.70408163] ; [11.70408163 25.29591837],0
p8,1,0.021495,5.286199,[203 260] ; [24 14],[209.78243513 253.21756487] ; [17.21756487 20.78243513],0
b2,1,0.021699,5.269728,[ 68 173] ; [13 13],[ 73.11235955 167.88764045] ; [ 7.88764045 18.11235955],0
b3,1,0.021699,5.269728,[ 68 173] ; [13 13],[ 73.11235955 167.88764045] ; [ 7.88764045 18.11235955],0
r2,1,0.026064,4.951792,[436  29] ; [32  6],[432.64413519  32.35586481] ; [35.35586481  2.64413519],0
p9,1,0.027285,4.872712,[354 108] ; [35  3],[359.436 102.564] ; [29.564  8.436],0
p7,1,0.086191,2.944108,[257 204] ; [26 11],[261.97389558 199.02610442] ; [21.02610442 15.97389558],0
s4,1,0.104918,2.629147,[ 72 392] ; [ 2 34],[ 68.672 395.328] ; [ 5.328 30.672],0
d2,1,0.136106,2.221446,[188 279] ; [20 18],[192.34851485 274.65148515] ; [15.65148515 22.34851485],0
u1,1,0.136387,2.21826,[ 59 411] ; [ 8 30],[ 61.98818898 408.01181102] ; [ 5.01181102 32.98818898],0
d3,1,0.187419,1.737787,[319 148] ; [22 16],[315.34059406 151.65940594] ; [25.65940594 12.34059406],0
u3,1,0.187759,1.735118,[86 85] ; [9 4],[88.28804348 82.71195652] ; [6.71195652 6.28804348],0
p11,1,0.237293,1.396603,[356 114] ; [32  6],[358.97637795 111.02362205] ; [29.02362205  8.97637795],0
a7,1,0.258101,1.278913,[348 121] ; [25 13],[345.0433925 123.9566075] ; [27.9566075 10.0433925],0
n3,1,0.266325,1.23558,[89 30] ; [2 2],[88.04065041 30.95934959] ; [2.95934959 1.04065041],0
r1,1,0.277273,1.180406,[357 111] ; [26 12],[354.23715415 113.76284585] ; [28.76284585  9.23715415],0
s7,1,0.306746,1.044634,[115 335] ; [12 24],[117.59259259 332.40740741] ; [ 9.40740741 26.59259259],0
p2,1,0.318723,0.994179,[373  95] ; [32  5],[375.32673267  92.67326733] ; [29.67326733  7.32673267],0
v1,1,0.347496,0.882579,[206 255] ; [19 17],[208.70221328 252.29778672] ; [16.29778672 19.70221328],0
b4,1,0.380111,0.770343,[275 195] ; [25 13],[277.55905512 192.44094488] ; [22.44094488 15.55905512],0
d5,1,0.411874,0.673386,[360 108] ; [27 11],[357.93675889 110.06324111] ; [29.06324111  8.93675889],0
b5,1,0.433295,0.613976,[290 180] ; [21 17],[287.73622047 182.26377953] ; [23.26377953 14.73622047],0
u2,1,0.45837,0.549872,[87 84] ; [8 5],[88.28804348 82.71195652] ; [6.71195652 6.28804348],0
r4,1,0.499482,0.456038,[416  54] ; [35  3],[417.26377953  52.73622047] ; [33.73622047  4.26377953],0
a5,1,0.522614,0.408732,[310 160] ; [27 11],[311.79133858 158.20866142] ; [25.20866142 12.79133858],0
s2,1,0.673049,0.178057,[156 310] ; [14 24],[157.18253968 308.81746032] ; [12.81746032 25.18253968],0
s3,1,0.71226,0.13603,[197 266] ; [15 23],[195.92015968 267.07984032] ; [16.07984032 21.92015968],0
a3,1,0.754381,0.097886,[296 172] ; [25 13],[296.89328063 171.10671937] ; [24.10671937 13.89328063],0
v4,1,0.777591,0.079784,[437  30] ; [36  2],[437.40792079  29.59207921] ; [35.59207921  2.40792079],0
d1,1,0.793608,0.068449,[237 233] ; [20 18],[237.77559055 232.22440945] ; [19.22440945 18.77559055],0
a2,1,0.838566,0.041505,[ 93 377] ; [ 7 31],[ 92.51968504 377.48031496] ; [ 7.48031496 30.51968504],0
b1,1,0.871136,0.026314,[167 303] ; [14 24],[167.46062992 302.53937008] ; [13.53937008 24.46062992],0
a4,1,0.900202,0.015727,[190 279] ; [15 23],[189.63510848 279.36489152] ; [15.36489152 22.63510848],0
a8,1,0.9035,0.014699,[ 48 385] ; [ 4 30],[ 48.21413276 384.78586724] ; [ 3.78586724 30.21413276],0
v2,1,0.908008,0.013352,[235 214] ; [19 18],[234.66255144 214.33744856] ; [19.33744856 17.66255144],0
d4,1,0.911663,0.012308,[373  95] ; [30  8],[372.73517787  95.26482213] ; [30.26482213  7.73517787],0
a6,1,0.980616,0.00059,[320 149] ; [26 12],[320.06706114 148.93293886] ; [25.93293886 12.06706114],0
