Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,148.772066,[ 41 181] ; [326 154],[116.05982906 105.94017094] ; [250.94017094 229.05982906],1
s3,1,0.0,133.908487,[ 53 169] ; [336 140],[123.72206304  98.27793696] ; [265.27793696 210.72206304],1
s8,1,0.0,88.94396,[ 45 179] ; [279 201],[103.09090909 120.90909091] ; [220.90909091 259.09090909],1
s7,1,0.0,86.582551,[ 49 162] ; [287 177],[105.03111111 105.96888889] ; [230.96888889 233.03111111],1
s5,1,0.0,55.628508,[ 33 185] ; [207 260],[ 76.37956204 141.62043796] ; [163.62043796 303.37956204],1
s4,1,0.0,28.391255,[ 13 211] ; [104 370],[ 37.54727794 186.45272206] ; [ 79.45272206 394.54727794],1
p4,1,0.0,26.78614,[102 119] ; [321 160],[133.16666667  87.83333333] ; [289.83333333 191.16666667],1
p9,1,1e-06,24.594339,[163  58] ; [420  54],[185.38561151  35.61438849] ; [397.61438849  76.38561151],1
r4,1,1e-06,23.305554,[191  33] ; [461  21],[206.86685552  17.13314448] ; [445.13314448  36.86685552],1
p6,1,8e-06,19.826953,[ 52 165] ; [197 278],[ 78.08236994 138.91763006] ; [170.91763006 304.08236994],1
n6,1,2.9e-05,17.474234,[167  56] ; [419  60],[186.15099715  36.84900285] ; [399.84900285  79.15099715],1
p12,1,0.000257,13.363373,[  4 217] ; [ 45 434],[ 15.47 205.53] ; [ 33.53 445.47],1
r1,1,0.000343,12.819423,[169  54] ; [415  64],[185.51566952  37.48433048] ; [398.48433048  80.51566952],1
n5,1,0.000551,11.933983,[148  75] ; [377 103],[166.53627312  56.46372688] ; [358.46372688 121.53627312],1
r3,1,0.00067,11.570395,[205  18] ; [468  12],[213.48364154   9.51635846] ; [459.51635846  20.48364154],1
v4,1,0.000696,11.500207,[205  17] ; [471  11],[213.17045455   8.82954545] ; [462.82954545  19.17045455],1
p3,1,0.000919,10.984336,[ 92 129] ; [265 216],[112.38888889 108.61111111] ; [244.61111111 236.38888889],1
p7,1,0.001043,10.749652,[119 102] ; [310 154],[138.40729927  82.59270073] ; [290.59270073 173.40729927],0
u1,1,0.001118,10.621241,[ 30 194] ; [116 366],[ 46.32294618 177.67705382] ; [ 99.67705382 382.32294618],0
v1,1,0.001179,10.522658,[101 120] ; [275 192],[120.77906977 100.22093023] ; [255.22093023 211.77906977],0
p10,1,0.001739,9.806194,[164  56] ; [403  74],[178.96700143  41.03299857] ; [388.03299857  88.96700143],0
p5,1,0.010712,6.512401,[ 13 208] ; [ 58 419],[ 22.47994269 198.52005731] ; [ 48.52005731 428.47994269],0
n2,1,0.011564,6.376496,[34 23] ; [86 24],[40.95808383 16.04191617] ; [79.04191617 30.95808383],0
u4,1,0.015656,5.84108,[  1 223] ; [ 17 465],[  5.71104816 218.28895184] ; [ 12.28895184 469.71104816],0
p2,1,0.026417,4.928511,[173  47] ; [409  70],[183.17596567  36.82403433] ; [398.82403433  80.17596567],0
a2,1,0.030324,4.690837,[ 49 175] ; [143 339],[ 60.91784703 163.08215297] ; [131.08215297 350.91784703],0
a5,1,0.055506,3.666809,[164  60] ; [384  98],[173.86968839  50.13031161] ; [374.13031161 107.86968839],0
b5,1,0.083891,2.987856,[126  98] ; [304 178],[136.4305949  87.5694051] ; [293.5694051 188.4305949],0
a8,1,0.105885,2.614582,[ 19 183] ; [ 61 376],[ 25.28951487 176.71048513] ; [ 54.71048513 382.28951487],0
p8,1,0.11121,2.536941,[102 118] ; [249 222],[111.75108538 108.24891462] ; [239.24891462 231.75108538],0
n4,1,0.133951,2.246112,[166  58] ; [380 100],[173.72727273  50.27272727] ; [372.27272727 107.72727273],0
u3,1,0.136876,2.212731,[34 28] ; [71 36],[38.52071006 23.47928994] ; [66.47928994 40.52071006],0
a3,1,0.139016,2.188819,[162  61] ; [374 107],[169.78409091  53.21590909] ; [366.21590909 114.78409091],0
a6,1,0.140349,2.174133,[165  59] ; [328 153],[156.64113475  67.35886525] ; [336.35886525 144.64113475],0
a1,1,0.146055,2.112981,[  8 216] ; [ 30 452],[ 12.05665722 211.94334278] ; [ 25.94334278 456.05665722],0
a4,1,0.153127,2.040819,[103 120] ; [250 231],[111.81676136 111.18323864] ; [241.18323864 239.81676136],0
v2,1,0.183549,1.768655,[118  99] ; [275 185],[125.9689808  91.0310192] ; [267.0310192 192.9689808],0
u2,1,0.25811,1.278867,[31 30] ; [64 43],[34.49404762 26.50595238] ; [60.50595238 46.49404762],0
n1,1,0.26232,1.256473,[19 36] ; [48 62],[22.33333333 32.66666667] ; [44.66666667 65.33333333],0
v3,1,0.285837,1.139127,[ 78 134] ; [190 272],[ 84.29673591 127.70326409] ; [183.70326409 278.29673591],0
d4,1,0.303054,1.060705,[194  29] ; [432  50],[198.01134752  24.98865248] ; [427.98865248  54.01134752],0
n3,1,0.31309,1.017594,[37 20] ; [79 30],[39.8313253 17.1686747] ; [76.1686747 32.8313253],0
d1,1,0.346696,0.885513,[154  70] ; [348 134],[159.27478754  64.72521246] ; [342.72521246 139.27478754],0
d3,1,0.349156,0.876523,[162  61] ; [366 116],[167.01276596  55.98723404] ; [360.98723404 121.01276596],0
b4,1,0.354834,0.856095,[127  97] ; [291 191],[132.62322946  91.37677054] ; [285.37677054 196.62322946],0
d2,1,0.455349,0.557302,[116 105] ; [267 214],[120.57407407 100.42592593] ; [262.42592593 218.57407407],0
s1,1,0.646438,0.210421,[  6 215] ; [ 16 459],[  6.98563218 214.01436782] ; [ 15.01436782 459.98563218],0
p1,1,0.731849,0.11742,[ 16 206] ; [ 38 440],[ 17.12571429 204.87428571] ; [ 36.87428571 441.12571429],0
a7,1,0.861649,0.030372,[166  57] ; [361 120],[166.93323864  56.06676136] ; [360.06676136 120.93323864],0
b1,1,0.883884,0.02133,[ 84 140] ; [178 304],[ 83.12747875 140.87252125] ; [178.87252125 303.12747875],0
b3,1,0.888573,0.019631,[48 78] ; [111 186],[47.36170213 78.63829787] ; [111.63829787 185.36170213],0
b2,1,0.888573,0.019631,[48 78] ; [111 186],[47.36170213 78.63829787] ; [111.63829787 185.36170213],0
p11,1,0.987367,0.000251,[173  51] ; [372 110],[172.91784703  51.08215297] ; [372.08215297 109.91784703],0
