Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.002848,8.902566,[58 62] ; [ 50 112],[45.95744681 74.04255319] ; [62.04255319 99.95744681],0
s5,1,0.003284,8.64237,[58 62] ; [ 49 109],[46.18705036 73.81294964] ; [60.81294964 97.18705036],0
v4,1,0.006174,7.498853,[121   3] ; [148  18],[115.02068966   8.97931034] ; [153.97931034  12.02068966],0
s8,1,0.026257,4.939004,[72 54] ; [74 94],[62.57142857 63.42857143] ; [83.42857143 84.57142857],0
a3,1,0.032414,4.57649,[97 29] ; [110  58],[88.71428571 37.28571429] ; [118.28571429  49.71428571],0
r3,1,0.046054,3.979611,[121   4] ; [151  15],[116.83848797   8.16151203] ; [155.16151203  10.83848797],0
p10,1,0.060512,3.523305,[101  19] ; [126  42],[94.58333333 25.41666667] ; [132.41666667  35.58333333],0
p5,1,0.066277,3.372894,[ 16 108] ; [ 11 156],[ 11.50515464 112.49484536] ; [ 15.49484536 151.50515464],0
b3,1,0.083634,2.992823,[35 53] ; [26 68],[29.49450549 58.50549451] ; [31.50549451 62.49450549],0
b2,1,0.083634,2.992823,[35 53] ; [26 68],[29.49450549 58.50549451] ; [31.50549451 62.49450549],0
s2,1,0.120727,2.407862,[100  26] ; [120  48],[94.28571429 31.71428571] ; [125.71428571  42.28571429],0
n2,1,0.131809,2.271067,[25  4] ; [32 13],[22.33783784  6.66216216] ; [34.66216216 10.33783784],0
n1,1,0.138276,2.197037,[17 12] ; [18 26],[13.90410959 15.09589041] ; [21.09589041 22.90410959],0
p9,1,0.168462,1.896577,[105  18] ; [132  35],[100.52068966  22.47931034] ; [136.47931034  30.52068966],0
p6,1,0.184055,1.764576,[51 68] ; [ 59 109],[45.6097561 73.3902439] ; [ 64.3902439 103.6097561],0
s6,1,0.19404,1.686674,[103  20] ; [128  37],[98.65625 24.34375] ; [132.34375  32.65625],0
a2,1,0.200758,1.636853,[31 95] ; [ 31 137],[26.57142857 99.42857143] ; [ 35.42857143 132.57142857],0
n5,1,0.22017,1.503265,[94 30] ; [115  51],[89.36551724 34.63448276] ; [119.63448276  46.36551724],0
a6,1,0.242032,1.368722,[78 48] ; [115  53],[82.71428571 43.28571429] ; [110.28571429  57.71428571],0
