Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,119.742936,[396  12] ; [26 23],[376.75273523  31.24726477] ; [45.24726477  3.75273523],1
r1,1,0.0,102.420549,[351  56] ; [14 39],[322.94565217  84.05434783] ; [42.05434783 10.94565217],1
v4,1,0.0,93.82174,[399   9] ; [31 18],[383.89496718  24.10503282] ; [46.10503282  2.89496718],1
r3,1,0.0,78.778115,[404   5] ; [37 14],[392.10652174  16.89347826] ; [48.89347826  2.10652174],1
a6,1,0.001269,10.386361,[299 110] ; [28 26],[288.86177106 120.13822894] ; [38.13822894 15.86177106],0
p3,1,0.002397,9.217691,[179 229] ; [12 42],[168.67532468 239.32467532] ; [22.32467532 31.67532468],0
v3,1,0.002746,8.968734,[156 233] ; [10 43],[146.09502262 242.90497738] ; [19.90497738 33.09502262],0
a5,1,0.002867,8.890289,[306 103] ; [30 24],[296.81209503 112.18790497] ; [39.18790497 14.81209503],0
p9,1,0.009536,6.719525,[351  54] ; [38 14],[344.73741794  60.26258206] ; [44.26258206  7.73741794],0
d5,1,0.011362,6.407767,[327  82] ; [35 19],[319.77969762  89.22030238] ; [42.22030238 11.77969762],0
n4,1,0.012954,6.175409,[313  95] ; [33 21],[305.55844156 102.44155844] ; [40.44155844 13.55844156],0
a7,1,0.014129,6.021934,[298 111] ; [30 23],[290.37229437 118.62770563] ; [37.62770563 15.37229437],0
s8,1,0.014196,6.01366,[160 246] ; [12 42],[151.80869565 254.19130435] ; [20.19130435 33.80869565],0
p7,1,0.019468,5.459012,[222 177] ; [20 32],[214.09756098 184.90243902] ; [27.90243902 24.09756098],0
p10,1,0.02393,5.099708,[348  60] ; [38 14],[342.36521739  65.63478261] ; [43.63478261  8.36521739],0
v1,1,0.023936,5.099256,[197 196] ; [17 34],[189.41891892 203.58108108] ; [24.58108108 26.41891892],0
d1,1,0.024247,5.076874,[233 176] ; [22 32],[225.25917927 183.74082073] ; [29.74082073 24.25917927],0
a2,1,0.024696,5.045088,[ 92 317] ; [ 5 49],[ 85.68682505 323.31317495] ; [11.31317495 42.68682505],0
s6,1,0.035566,4.417781,[250 152] ; [25 28],[242.96703297 159.03296703] ; [32.03296703 20.96703297],0
n5,1,0.036448,4.376018,[305 101] ; [32 20],[298.73799127 107.26200873] ; [38.26200873 13.73799127],0
d3,1,0.049017,3.874762,[275 134] ; [29 25],[268.54427646 140.45572354] ; [35.45572354 18.54427646],0
n6,1,0.052583,3.757131,[348  61] ; [38 13],[343.20434783  65.79565217] ; [42.79565217  8.20434783],0
p1,1,0.058217,3.587455,[ 20 386] ; [ 6 47],[ 22.99782135 383.00217865] ; [ 3.00217865 49.99782135],0
d4,1,0.058532,3.578502,[331  78] ; [37 16],[325.78354978  83.21645022] ; [42.21645022 10.78354978],0
b5,1,0.067767,3.336304,[250 159] ; [26 28],[243.80993521 165.19006479] ; [32.19006479 21.80993521],0
b4,1,0.069815,3.287356,[235 174] ; [38 16],[241.15982721 167.84017279] ; [31.84017279 22.15982721],0
b2,1,0.073999,3.192,[ 88 162] ; [ 7 28],[ 83.33333333 166.66666667] ; [11.66666667 23.33333333],0
b3,1,0.073999,3.192,[ 88 162] ; [ 7 28],[ 83.33333333 166.66666667] ; [11.66666667 23.33333333],0
p4,1,0.084862,2.969237,[201 205] ; [20 34],[195.05652174 210.94347826] ; [25.94347826 28.05652174],0
u1,1,0.085407,2.958876,[ 67 342] ; [ 4 50],[ 62.71922246 346.28077754] ; [ 8.28077754 45.71922246],0
v2,1,0.085674,2.953826,[223 163] ; [24 29],[217.17995444 168.82004556] ; [29.82004556 23.17995444],0
a3,1,0.095366,2.781374,[288 121] ; [32 22],[282.67818575 126.32181425] ; [37.32181425 16.67818575],0
p2,1,0.111428,2.533855,[337  71] ; [39 14],[332.77223427  75.22776573] ; [43.22776573  9.77223427],0
s2,1,0.114569,2.490035,[183 220] ; [18 35],[177.63815789 225.36184211] ; [23.36184211 29.63815789],0
a4,1,0.125375,2.348858,[173 235] ; [17 37],[167.79220779 240.20779221] ; [22.20779221 31.79220779],0
s4,1,0.146648,2.106776,[ 53 352] ; [11 43],[ 56.47058824 348.52941176] ; [ 7.52941176 46.47058824],0
p8,1,0.14671,2.106127,[187 216] ; [19 34],[182.05701754 220.94298246] ; [23.94298246 29.05701754],0
s3,1,0.182448,1.77757,[217 185] ; [22 28],[212.5619469 189.4380531] ; [26.4380531 23.5619469],0
p12,1,0.189721,1.719786,[ 26 381] ; [ 1 52],[ 23.88913043 383.11086957] ; [ 3.11086957 49.88913043],0
a8,1,0.225181,1.471044,[ 54 318] ; [ 4 45],[ 51.24940618 320.75059382] ; [ 6.75059382 42.24940618],0
d2,1,0.307001,1.043532,[192 216] ; [21 32],[188.51193059 219.48806941] ; [24.48806941 28.51193059],0
p5,1,0.507975,0.438237,[ 28 376] ; [ 5 48],[ 29.17286652 374.82713348] ; [ 3.82713348 49.17286652],0
n1,1,0.510569,0.4329,[26 52] ; [ 9 13],[27.3 50.7] ; [ 7.7 14.3],0
u3,1,0.541526,0.372718,[69 52] ; [11 11],[67.69230769 53.30769231] ; [12.30769231  9.69230769],0
u2,1,0.560883,0.338178,[71 49] ; [11 10],[69.78723404 50.21276596] ; [12.21276596  8.78723404],0
