Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,85.91483,[162  81] ; [ 3 68],[127.6910828 115.3089172] ; [37.3089172 33.6910828],1
d5,1,0.0,66.113123,[210  33] ; [28 43],[184.18471338  58.81528662] ; [53.81528662 17.18471338],1
d3,1,0.0,60.442642,[173  70] ; [14 57],[144.71656051  98.28343949] ; [42.28343949 28.71656051],1
a4,1,1e-06,23.96751,[121 121] ; [12 58],[103.16025641 138.83974359] ; [29.83974359 40.16025641],1
d2,1,1.9e-05,18.239144,[130 110] ; [18 53],[114.21221865 125.78778135] ; [33.78778135 37.21221865],1
r3,1,4.4e-05,16.688253,[222  21] ; [51 19],[211.9456869  31.0543131] ; [61.0543131  8.9456869],1
a7,1,6e-05,16.116978,[178  65] ; [34 37],[164.06369427  78.93630573] ; [47.93630573 23.06369427],1
a5,1,0.000346,12.805146,[175  68] ; [35 36],[162.51592357  80.48407643] ; [47.48407643 23.51592357],1
u2,1,0.00112,10.618405,[47 29] ; [10 25],[39.02702703 36.97297297] ; [17.97297297 17.02702703],0
a2,1,0.003286,8.64141,[ 55 188] ; [ 5 66],[ 46.43312102 196.56687898] ; [13.56687898 57.43312102],0
s2,1,0.003408,8.574986,[100 140] ; [16 55],[ 89.51768489 150.48231511] ; [26.48231511 44.51768489],0
r1,1,0.003443,8.556347,[180  62] ; [40 31],[170.09584665  71.90415335] ; [49.90415335 21.09584665],0
v2,1,0.007699,7.102249,[118 112] ; [22 45],[108.41750842 121.58249158] ; [31.58249158 35.41750842],0
a3,1,0.013275,6.132122,[166  77] ; [36 33],[157.32692308  85.67307692] ; [44.67307692 24.32692308],0
u3,1,0.026408,4.929081,[46 31] ; [13 22],[40.5625 36.4375] ; [18.4375 16.5625],0
s7,1,0.041969,4.136467,[ 88 141] ; [17 51],[ 80.95959596 148.04040404] ; [24.04040404 43.95959596],0
s5,1,0.042031,4.13394,[ 52 179] ; [ 8 62],[ 46.04651163 184.95348837] ; [13.95348837 56.04651163],0
p2,1,0.052729,3.752493,[167  76] ; [40 31],[160.19426752  82.80573248] ; [46.80573248 24.19426752],0
s8,1,0.053031,3.742953,[ 84 158] ; [16 55],[ 77.31629393 164.68370607] ; [22.68370607 48.31629393],0
s3,1,0.056386,3.640633,[111 129] ; [23 46],[104.0776699 135.9223301] ; [29.9223301 39.0776699],0
s1,1,0.067712,3.337638,[  8 232] ; [ 6 65],[ 10.80385852 229.19614148] ; [ 3.19614148 67.80385852],0
n5,1,0.07717,3.123509,[157  85] ; [54 17],[163.13738019  78.86261981] ; [47.86261981 23.13738019],0
r4,1,0.079346,3.078246,[192  51] ; [49 22],[186.50636943  56.49363057] ; [54.49363057 16.50636943],0
a6,1,0.095848,2.7733,[163  80] ; [40 31],[157.09872611  85.90127389] ; [45.90127389 25.09872611],0
p4,1,0.124512,2.359632,[103 139] ; [23 48],[ 97.41853035 144.58146965] ; [28.58146965 42.41853035],0
s6,1,0.135992,2.22274,[130 112] ; [31 40],[124.47923323 117.52076677] ; [36.52076677 34.47923323],0
b5,1,0.146418,2.109174,[150  93] ; [37 34],[144.71656051  98.28343949] ; [42.28343949 28.71656051],0
b4,1,0.198361,1.654404,[154  89] ; [39 32],[149.35987261  93.64012739] ; [43.64012739 27.35987261],0
a8,1,0.206931,1.592767,[ 20 209] ; [ 9 55],[ 22.66552901 206.33447099] ; [ 6.33447099 57.66552901],0
r2,1,0.230583,1.437261,[217  25] ; [60 11],[214.16613419  27.83386581] ; [62.83386581  8.16613419],0
v4,1,0.235725,1.405981,[212  31] ; [58 13],[208.94904459  34.05095541] ; [61.05095541  9.94904459],0
n2,1,0.242463,1.366215,[51 28] ; [20  6],[53.41904762 25.58095238] ; [17.58095238  8.41904762],0
p11,1,0.250053,1.32301,[165  78] ; [43 28],[160.96815287  82.03184713] ; [47.03184713 23.96815287],0
p12,1,0.289924,1.119972,[ 19 222] ; [ 3 68],[ 16.99358974 224.00641026] ; [ 5.00641026 65.99358974],0
a1,1,0.309018,1.034869,[ 10 233] ; [ 5 66],[ 11.60828025 231.39171975] ; [ 3.39171975 67.60828025],0
v3,1,0.406002,0.690478,[ 78 149] ; [20 49],[ 75.15540541 151.84459459] ; [22.84459459 46.15540541],0
p6,1,0.50911,0.435896,[ 35 206] ; [ 8 62],[ 33.32154341 207.67845659] ; [ 9.67845659 60.32154341],0
n6,1,0.518123,0.417628,[183  59] ; [51 20],[180.9201278  61.0798722] ; [53.0798722 17.9201278],0
p3,1,0.579954,0.306309,[ 74 168] ; [19 51],[ 72.13461538 169.86538462] ; [20.86538462 49.13461538],0
n4,1,0.622598,0.242233,[175  68] ; [49 22],[173.35031847  69.64968153] ; [50.64968153 20.35031847],0
n3,1,0.649542,0.206478,[48 30] ; [16  8],[48.94117647 29.05882353] ; [15.05882353  8.94117647],0
p10,1,0.654151,0.200706,[160  80] ; [44 25],[158.44660194  81.55339806] ; [45.55339806 23.44660194],0
p1,1,0.661826,0.191313,[ 23 219] ; [ 8 63],[ 23.96805112 218.03194888] ; [ 7.03194888 63.96805112],0
n1,1,0.731746,0.117514,[33 45] ; [12 14],[33.75 44.25] ; [11.25 14.75],0
b2,1,0.788115,0.072232,[58 84] ; [15 24],[57.27071823 84.72928177] ; [15.72928177 23.27071823],0
b3,1,0.788115,0.072232,[58 84] ; [15 24],[57.27071823 84.72928177] ; [15.72928177 23.27071823],0
p5,1,0.811054,0.057153,[ 15 225] ; [ 5 66],[ 15.4340836 224.5659164] ; [ 4.5659164 66.4340836],0
v1,1,0.869842,0.02685,[102 130] ; [30 40],[101.40397351 130.59602649] ; [30.59602649 39.40397351],0
p8,1,0.889238,0.019396,[ 61 182] ; [17 53],[ 60.55591054 182.44408946] ; [17.44408946 52.55591054],0
b1,1,0.892623,0.018221,[ 98 145] ; [28 43],[ 97.50955414 145.49044586] ; [28.49044586 42.50955414],0
p9,1,0.944996,0.00476,[174  64] ; [50 18],[174.22222222  63.77777778] ; [49.77777778 18.22222222],0
