Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,6e-06,20.371752,[55 54] ; [19 76],[39.53921569 69.46078431] ; [34.46078431 60.53921569],1
v1,1,9.2e-05,15.284002,[74 37] ; [37 57],[60.10243902 50.89756098] ; [50.89756098 43.10243902],1
a7,1,0.000712,11.457987,[92 20] ; [58 37],[81.15942029 30.84057971] ; [68.84057971 26.15942029],1
d3,1,0.009215,6.780717,[86 26] ; [57 38],[77.37198068 34.62801932] ; [65.62801932 29.37198068],0
p10,1,0.01675,5.72243,[94 16] ; [66 26],[87.12871287 22.87128713] ; [72.87128713 19.12871287],0
p3,1,0.016834,5.713644,[64 48] ; [38 56],[55.45631068 56.54368932] ; [46.54368932 47.45631068],0
a6,1,0.02102,5.325145,[84 28] ; [57 38],[76.28985507 35.71014493] ; [64.71014493 30.28985507],0
a2,1,0.024713,5.043872,[28 84] ; [12 83],[21.64251208 90.35748792] ; [18.35748792 76.64251208],0
a3,1,0.025256,5.006252,[81 31] ; [54 40],[73.39805825 38.60194175] ; [61.60194175 32.39805825],0
r3,1,0.037096,4.345997,[109   3] ; [86  9],[105.50724638   6.49275362] ; [89.49275362  5.50724638],0
p4,1,0.05762,3.604589,[73 39] ; [49 45],[66.33009709 45.66990291] ; [55.66990291 38.33009709],0
d5,1,0.069658,3.291063,[95 17] ; [71 24],[89.81642512 22.18357488] ; [76.18357488 18.81642512],0
p1,1,0.081121,3.042306,[  4 108] ; [ 9 86],[  7.03381643 104.96618357] ; [ 5.96618357 89.03381643],0
u1,1,0.098476,2.730049,[21 91] ; [10 85],[16.77294686 95.22705314] ; [14.22705314 80.77294686],0
b1,1,0.105422,2.621546,[35 77] ; [40 55],[40.57971014 71.42028986] ; [34.42028986 60.57971014],0
d4,1,0.142478,2.150987,[93 19] ; [71 24],[88.73429952 23.26570048] ; [75.26570048 19.73429952],0
p9,1,0.150917,2.06296,[96 15] ; [75 20],[92.1407767 18.8592233] ; [78.8592233 16.1407767],0
