Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,97.444268,[147 202] ; [208  45],[205.80564784 143.19435216] ; [149.19435216 103.80564784],1
v1,1,0.0,34.552289,[162 184] ; [180  74],[197.22 148.78] ; [144.78 109.22],1
s8,1,1e-05,19.495271,[136 223] ; [142 112],[162.8091354 196.1908646] ; [115.1908646 138.8091354],1
n5,1,3.7e-05,17.005622,[254  99] ; [221  36],[274.87704918  78.12295082] ; [200.12295082  56.87704918],1
p12,1,4e-05,16.863119,[ 19 337] ; [ 39 218],[ 33.68352365 322.31647635] ; [ 24.31647635 232.68352365],1
s7,1,7.6e-05,15.660896,[144 200] ; [142 101],[167.60477002 176.39522998] ; [118.39522998 124.60477002],1
d1,1,0.000372,12.669067,[185 174] ; [170  88],[206.55591572 152.44408428] ; [148.44408428 109.55591572],1
n4,1,0.000487,12.164752,[266  91] ; [222  36],[283.27804878  73.72195122] ; [204.72195122  53.27804878],1
p1,1,0.000576,11.85215,[ 20 338] ; [ 35 222],[ 32.01626016 325.98373984] ; [ 22.98373984 234.01626016],1
p3,1,0.000855,11.118636,[165 194] ; [152 103],[185.34690554 173.65309446] ; [131.65309446 123.34690554],1
p8,1,0.00316,8.712673,[178 177] ; [158  96],[195.86206897 159.13793103] ; [140.13793103 113.86206897],0
s2,1,0.004098,8.239854,[151 207] ; [138 118],[168.50488599 189.49511401] ; [120.49511401 135.50488599],0
d2,1,0.004763,7.967267,[151 207] ; [138 119],[168.23089431 189.76910569] ; [120.76910569 136.23089431],0
p5,1,0.004981,7.886419,[ 36 321] ; [ 46 211],[ 47.67752443 309.32247557] ; [ 34.32247557 222.67752443],0
p7,1,0.00667,7.359685,[211 138] ; [180  73],[226.67607973 122.32392027] ; [164.32392027  88.67607973],0
r1,1,0.013992,6.039155,[267  89] ; [214  43],[279.34094617  76.65905383] ; [201.65905383  55.34094617],0
n6,1,0.014492,5.97715,[293  63] ; [228  27],[303.5613748  52.4386252] ; [217.4386252  37.5613748],0
p6,1,0.017189,5.677007,[118 235] ; [109 145],[132.01153213 220.98846787] ; [ 94.98846787 159.01153213],0
p4,1,0.02244,5.211369,[204 153] ; [169  86],[217.58333333 139.41666667] ; [155.41666667  99.58333333],0
d5,1,0.023787,5.110101,[278  81] ; [217  39],[288.95121951  70.04878049] ; [206.04878049  49.95121951],0
a5,1,0.024027,5.092691,[255 104] ; [204  54],[267.06807131  91.93192869] ; [191.93192869  66.06807131],0
a1,1,0.024724,5.043149,[ 14 345] ; [ 21 237],[ 20.36466775 338.63533225] ; [ 14.63533225 243.36466775],0
p10,1,0.030006,4.708973,[312  44] ; [239  18],[319.99347471  36.00652529] ; [231.00652529  25.99347471],0
a3,1,0.030769,4.665784,[248 109] ; [198  58],[259.74225122  97.25774878] ; [186.25774878  69.74225122],0
r4,1,0.041992,4.135509,[311  48] ; [237  21],[318.85251216  40.14748784] ; [229.14748784  28.85251216],0
s5,1,0.051385,3.795671,[ 99 250] ; [ 90 161],[109.935 239.065] ; [ 79.065 171.935],0
u1,1,0.053135,3.739675,[ 50 309] ; [ 51 207],[ 58.76661264 300.23338736] ; [ 42.23338736 215.76661264],0
v4,1,0.063419,3.445647,[333  23] ; [248   8],[337.96732026  18.03267974] ; [243.03267974  12.96732026],0
d3,1,0.064318,3.422385,[228 130] ; [182  75],[238.66666667 119.33333333] ; [171.33333333  85.66666667],0
a2,1,0.075022,3.16957,[ 74 285] ; [ 69 189],[ 83.20421394 275.79578606] ; [ 59.79578606 198.20421394],0
u4,1,0.077981,3.106491,[  4 355] ; [  8 250],[  6.9821718 352.0178282] ; [  5.0178282 252.9821718],0
s3,1,0.102836,2.661008,[181 175] ; [145 107],[190.88157895 165.11842105] ; [135.11842105 116.88157895],0
a4,1,0.106436,2.606353,[152 206] ; [126 131],[161.82764228 196.17235772] ; [116.17235772 140.82764228],0
d4,1,0.147322,2.09976,[288  71] ; [217  39],[294.78861789  64.21138211] ; [210.21138211  45.78861789],0
b2,1,0.164387,1.933402,[ 81 133] ; [75 92],[ 87.62204724 126.37795276] ; [68.37795276 98.62204724],0
b3,1,0.164387,1.933402,[ 81 133] ; [75 92],[ 87.62204724 126.37795276] ; [68.37795276 98.62204724],0
p11,1,0.171191,1.872487,[291  68] ; [220  38],[297.32414911  61.67585089] ; [213.67585089  44.32414911],0
r2,1,0.171916,1.866157,[325  26] ; [244  12],[329.02635914  21.97364086] ; [239.97364086  16.02635914],0
r3,1,0.17708,1.821957,[336  21] ; [248   9],[339.55700326  17.44299674] ; [244.44299674  12.55700326],0
b5,1,0.217096,1.523464,[225 134] ; [149 109],[217.61102107 141.38897893] ; [156.38897893 101.61102107],0
s6,1,0.250844,1.318599,[227 129] ; [172  80],[233.625 122.375] ; [165.375  86.625],0
u2,1,0.296251,1.090996,[60 49] ; [38 22],[63.20710059 45.79289941] ; [34.79289941 25.20710059],0
