Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,29.750224,[487  47] ; [33 17],[475.47945205  58.52054795] ; [44.52054795  5.47945205],1
r4,1,3.3e-05,17.229235,[503  32] ; [39 11],[495.67521368  39.32478632] ; [46.32478632  3.67521368],1
s5,1,0.002628,9.049354,[197 314] ; [ 8 40],[187.39713775 323.60286225] ; [17.60286225 30.39713775],0
u2,1,0.007996,7.034436,[71 60] ; [12  1],[75.50694444 55.49305556] ; [7.49305556 5.50694444],0
b1,1,0.014453,5.981962,[195 340] ; [27 23],[203.02564103 331.97435897] ; [18.97435897 31.02564103],0
b3,1,0.014991,5.917481,[141 201] ; [ 5 23],[134.95135135 207.04864865] ; [11.04864865 16.95135135],0
b2,1,0.014991,5.917481,[141 201] ; [ 5 23],[134.95135135 207.04864865] ; [11.04864865 16.95135135],0
p6,1,0.015267,5.885346,[228 302] ; [12 36],[220.06920415 309.93079585] ; [19.93079585 28.06920415],0
u1,1,0.028257,4.812308,[112 423] ; [ 4 46],[106.08547009 428.91452991] ; [ 9.91452991 40.08547009],0
p9,1,0.034504,4.469533,[507  26] ; [44  6],[503.74442539  29.25557461] ; [47.25557461  2.74442539],0
n3,1,0.044386,4.041827,[69 16] ; [6 5],[66.40625 18.59375] ; [8.59375 2.40625],0
p12,1,0.046152,3.976043,[ 58 474] ; [ 1 49],[ 53.93127148 478.06872852] ; [ 5.06872852 44.93127148],0
p3,1,0.053154,3.739068,[310 223] ; [22 28],[303.52658662 229.47341338] ; [28.47341338 21.52658662],0
p5,1,0.07459,3.179006,[ 81 449] ; [ 3 47],[ 76.75862069 453.24137931] ; [ 7.24137931 42.75862069],0
s8,1,0.075895,3.150677,[272 260] ; [19 31],[266. 266.] ; [25. 25.],0
s6,1,0.076324,3.141488,[374 146] ; [30 20],[368.56140351 151.43859649] ; [35.43859649 14.56140351],0
s2,1,0.082479,3.015363,[295 234] ; [21 28],[289.21107266 239.78892734] ; [26.78892734 22.21107266],0
p4,1,0.092364,2.832683,[361 172] ; [28 22],[355.6380789 177.3619211] ; [33.3619211 16.6380789],0
v1,1,0.098223,2.734155,[308 212] ; [22 25],[302.64550265 217.35449735] ; [27.35449735 19.64550265],0
s7,1,0.103197,2.655424,[285 224] ; [21 27],[279.63016158 229.36983842] ; [26.36983842 21.63016158],0
v3,1,0.109964,2.554742,[233 287] ; [15 31],[227.84452297 292.15547703] ; [20.15547703 25.84452297],0
u3,1,0.11518,2.481671,[71 60] ; [10  3],[73.6875 57.3125] ; [7.3125 5.6875],0
r2,1,0.130377,2.288011,[509  20] ; [44  4],[506.9965338  22.0034662] ; [46.0034662  1.9965338],0
a4,1,0.229664,1.442944,[261 273] ; [20 30],[256.94178082 277.05821918] ; [24.05821918 25.94178082],0
a5,1,0.245148,1.350742,[423 112] ; [36 14],[419.76923077 115.23076923] ; [39.23076923 10.76923077],0
p8,1,0.248059,1.334201,[308 219] ; [25 25],[304.14384749 222.85615251] ; [28.85615251 21.14384749],0
b5,1,0.279637,1.168855,[311 224] ; [33 17],[314.5982906 220.4017094] ; [29.4017094 20.5982906],0
a2,1,0.288275,1.127658,[144 391] ; [10 40],[140.83760684 394.16239316] ; [13.16239316 36.83760684],0
a1,1,0.313749,1.014826,[ 28 507] ; [ 1 49],[ 26.52136752 508.47863248] ; [ 2.47863248 47.52136752],0
p11,1,0.352002,0.866227,[464  71] ; [41  9],[461.83760684  73.16239316] ; [43.16239316  6.83760684],0
d1,1,0.390363,0.737811,[343 192] ; [29 21],[340.20512821 194.79487179] ; [31.79487179 18.20512821],0
r3,1,0.391043,0.735697,[512  19] ; [47  3],[510.89328744  20.10671256] ; [48.10671256  1.89328744],0
a8,1,0.400633,0.706425,[ 77 409] ; [ 5 40],[ 75.05084746 410.94915254] ; [ 6.94915254 38.05084746],0
d5,1,0.410168,0.678314,[451  83] ; [40 10],[448.96232877  85.03767123] ; [42.03767123  7.96232877],0
d4,1,0.410168,0.678314,[451  83] ; [40 10],[448.96232877  85.03767123] ; [42.03767123  7.96232877],0
a7,1,0.500252,0.454402,[387 147] ; [34 16],[384.95547945 149.04452055] ; [36.04452055 13.95547945],0
d3,1,0.51011,0.433842,[372 163] ; [37 13],[374.04273504 160.95726496] ; [34.95726496 15.04273504],0
d2,1,0.539547,0.376381,[280 253] ; [24 26],[277.92795883 255.07204117] ; [26.07204117 23.92795883],0
s4,1,0.597797,0.278332,[ 80 447] ; [ 9 41],[ 81.28769497 445.71230503] ; [ 7.71230503 42.28769497],0
r1,1,0.601063,0.273396,[442  91] ; [40 10],[440.66209262  92.33790738] ; [41.33790738  8.66209262],0
p1,1,0.605884,0.266212,[ 55 479] ; [ 4 46],[ 53.94863014 480.05136986] ; [ 5.05136986 44.94863014],0
n1,1,0.651199,0.204391,[37 48] ; [4 7],[36.30208333 48.69791667] ; [4.69791667 6.30208333],0
p2,1,0.700319,0.14814,[467  66] ; [42  7],[466.14604811  66.85395189] ; [42.85395189  6.14604811],0
v2,1,0.720734,0.127791,[309 205] ; [27 20],[307.85026738 206.14973262] ; [28.14973262 18.85026738],0
s1,1,0.72312,0.125523,[ 17 512] ; [ 2 46],[ 17.41941075 511.58058925] ; [ 1.58058925 46.41941075],0
p7,1,0.750179,0.10138,[361 163] ; [32 16],[360.02097902 163.97902098] ; [32.97902098 15.02097902],0
b4,1,0.758649,0.094406,[309 226] ; [30 20],[310.02564103 224.97435897] ; [28.97435897 21.02564103],0
a3,1,0.777091,0.080152,[404 129] ; [37 13],[403.17838765 129.82161235] ; [37.82161235 12.17838765],0
s3,1,0.918611,0.010441,[312 216] ; [28 20],[311.66666667 216.33333333] ; [28.33333333 19.66666667],0
v4,1,0.938502,0.005953,[512  21] ; [46  2],[511.90017212  21.09982788] ; [46.09982788  1.90017212],0
a6,1,0.982387,0.000487,[373 161] ; [35 15],[373.06849315 160.93150685] ; [34.93150685 15.06849315],0
