Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,122.928228,[210  26] ; [15 53],[174.67105263  61.32894737] ; [50.32894737 17.67105263],1
p2,1,0.0,36.14934,[203  32] ; [37 33],[184.91803279  50.08196721] ; [55.08196721 14.91803279],1
p11,1,0.0,30.289203,[193  44] ; [34 36],[175.24104235  61.75895765] ; [51.75895765 18.24104235],1
p4,1,0.0,27.4453,[156  81] ; [21 48],[137.08823529  99.91176471] ; [39.91176471 29.08823529],1
v4,1,1e-06,23.868085,[225  12] ; [52 17],[214.53921569  22.46078431] ; [62.46078431  6.53921569],1
n6,1,5e-06,20.889623,[209  27] ; [45 24],[196.53770492  39.46229508] ; [57.46229508 11.53770492],1
s6,1,5e-06,20.875863,[164  66] ; [29 41],[147.96666667  82.03333333] ; [45.03333333 24.96666667],1
r3,1,6e-06,20.535334,[218  17] ; [51 19],[207.26229508  27.73770492] ; [61.73770492  8.26229508],1
p8,1,8e-06,19.966404,[129 107] ; [17 53],[112.60130719 123.39869281] ; [33.39869281 36.60130719],1
s8,1,1.8e-05,18.340735,[108 129] ; [12 58],[ 92.63843648 144.36156352] ; [27.36156352 42.63843648],1
p7,1,2.2e-05,18.01135,[145  88] ; [23 46],[129.61589404 103.38410596] ; [38.38410596 30.61589404],1
p6,1,3.6e-05,17.058814,[ 98 138] ; [10 59],[ 83.56721311 152.43278689] ; [24.43278689 44.56721311],1
r4,1,0.000166,14.184834,[210  27] ; [49 21],[199.94462541  37.05537459] ; [59.05537459 10.94462541],1
d4,1,0.000332,12.879866,[190  45] ; [42 28],[178.75409836  56.24590164] ; [53.24590164 16.75409836],1
p3,1,0.000501,12.112276,[121 115] ; [19 50],[108.32786885 127.67213115] ; [31.67213115 37.32786885],1
s5,1,0.000983,10.859764,[ 79 147] ; [10 60],[ 67.9527027 158.0472973] ; [21.0472973 48.9527027],1
s7,1,0.001295,10.350093,[120 109] ; [19 45],[108.63822526 120.36177474] ; [30.36177474 33.63822526],0
s2,1,0.001557,10.010063,[121 114] ; [21 49],[109.40983607 125.59016393] ; [32.59016393 37.40983607],0
v1,1,0.002895,8.872777,[102 129] ; [17 53],[ 91.3255814 139.6744186] ; [27.6744186 42.3255814],0
n3,1,0.008641,6.895596,[37 15] ; [ 9 14],[31.89333333 20.10666667] ; [14.10666667  8.89333333],0
d1,1,0.012469,6.242953,[135 102] ; [28 42],[125.83387622 111.16612378] ; [37.16612378 32.83387622],0
a3,1,0.012686,6.21243,[170  65] ; [39 30],[161.5625  73.4375] ; [47.4375 21.5625],0
b5,1,0.02219,5.230802,[148  89] ; [33 37],[139.72964169  97.27035831] ; [41.27035831 28.72964169],0
n5,1,0.024274,5.074926,[205  31] ; [53 17],[198.98039216  37.01960784] ; [59.01960784 10.98039216],0
d5,1,0.024742,5.041837,[188  47] ; [47 23],[181.06557377  53.93442623] ; [53.93442623 16.06557377],0
n2,1,0.037823,4.31298,[39 14] ; [13 13],[34.88607595 18.11392405] ; [17.11392405  8.88607595],0
b1,1,0.055583,3.664514,[ 98 139] ; [38 32],[104.99022801 132.00977199] ; [31.00977199 38.99022801],0
a7,1,0.059441,3.552922,[161  76] ; [39 31],[154.39739414  82.60260586] ; [45.60260586 24.39739414],0
p5,1,0.063584,3.441348,[ 37 196] ; [ 5 65],[ 32.2970297 200.7029703] ; [ 9.7029703 60.2970297],0
u2,1,0.097259,2.749929,[38 29] ; [12 19],[34.18367347 32.81632653] ; [15.81632653 15.18367347],0
