Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,265.164763,[553  32] ; [56 90],[487.36662107  97.63337893] ; [121.63337893  24.36662107],1
p11,1,0.0,57.689079,[495  91] ; [84 66],[460.99728261 125.00271739] ; [118.00271739  31.99728261],1
n5,1,0.0,38.292933,[453 130] ; [78 71],[422.91393443 160.08606557] ; [108.08606557  40.91393443],1
p2,1,0.0,32.3181,[505  79] ; [100  50],[481.36239782 102.63760218] ; [123.63760218  26.36239782],1
n6,1,0.0,32.230131,[512  72] ; [102  47],[489.18963165  94.81036835] ; [124.81036835  24.18963165],1
p8,1,4e-06,21.217151,[314 264] ; [49 99],[289. 289.] ; [74. 74.],1
p4,1,1.1e-05,19.301914,[352 232] ; [60 89],[328.25102319 255.74897681] ; [83.74897681 65.25102319],1
s6,1,1.1e-05,19.267259,[403 174] ; [75 73],[380.42206897 196.57793103] ; [97.57793103 50.42206897],1
p7,1,1.8e-05,18.370818,[380 192] ; [70 78],[357.5 214.5] ; [92.5 55.5],1
s2,1,3.8e-05,16.952588,[312 269] ; [51 96],[289.70192308 291.29807692] ; [73.29807692 73.70192308],1
s8,1,4e-05,16.886137,[271 313] ; [ 41 107],[248.91803279 335.08196721] ; [63.08196721 84.91803279],1
n4,1,6.3e-05,16.000504,[462 124] ; [94 55],[443.28707483 142.71292517] ; [112.71292517  36.28707483],1
p3,1,0.000101,15.12581,[295 290] ; [ 49 101],[273.79591837 311.20408163] ; [70.20408163 79.79591837],1
s7,1,0.000263,13.316285,[276 285] ; [46 97],[256.59375 304.40625] ; [65.40625 77.59375],1
s5,1,0.000452,12.304806,[192 375] ; [ 27 117],[174.64556962 392.35443038] ; [44.35443038 99.64556962],1
a5,1,0.000526,12.02092,[449 137] ; [94 56],[432.33423913 153.66576087] ; [110.66576087  39.33423913],1
v1,1,0.000553,11.928621,[315 256] ; [59 91],[296.19140083 274.80859917] ; [77.80859917 72.19140083],1
v4,1,0.000814,11.209821,[575  10] ; [139  10],[569.0599455  15.9400545] ; [144.9400545   4.0599455],1
v2,1,0.001028,10.776322,[334 226] ; [65 81],[316.48725212 243.51274788] ; [82.51274788 63.48725212],0
d5,1,0.002018,9.532865,[491  93] ; [109  40],[478.03547067 105.96452933] ; [121.96452933  27.03547067],0
d1,1,0.00252,9.125896,[361 225] ; [72 78],[344.75271739 241.24728261] ; [88.24728261 61.75271739],0
d3,1,0.005371,7.750191,[422 163] ; [90 59],[408.0653951 176.9346049] ; [103.9346049  45.0653951],0
s3,1,0.007931,7.049001,[337 243] ; [67 79],[322.75482094 257.24517906] ; [81.24517906 64.75482094],0
p12,1,0.009832,6.665169,[ 40 544] ; [  2 147],[ 33.46248295 550.53751705] ; [  8.53751705 140.46248295],0
p6,1,0.014182,6.015328,[209 370] ; [ 37 109],[196.46068966 382.53931034] ; [49.53931034 96.46068966],0
u4,1,0.019937,5.417432,[  7 579] ; [  6 144],[ 10.35054348 575.64945652] ; [  2.64945652 147.35054348],0
a6,1,0.025882,4.963863,[420 165] ; [93 56],[408.86239782 176.13760218] ; [104.13760218  44.86239782],0
v3,1,0.026349,4.932998,[226 340] ; [42 99],[214.55162659 351.44837341] ; [53.44837341 87.55162659],0
a3,1,0.028574,4.793126,[422 162] ; [94 55],[411.11050477 172.88949523] ; [104.88949523  44.11050477],0
b1,1,0.045189,4.011572,[206 380] ; [66 84],[216.56521739 369.43478261] ; [55.43478261 94.56521739],0
d4,1,0.054636,3.693149,[490  95] ; [114  34],[482.04638472 102.95361528] ; [121.95361528  26.04638472],0
a7,1,0.105912,2.614185,[439 145] ; [103  47],[431.23705722 152.76294278] ; [110.76294278  39.23705722],0
u2,1,0.167675,1.903607,[96 67] ; [26 28],[91.640553 71.359447] ; [30.359447 23.640553],0
b4,1,0.268306,1.225385,[338 248] ; [94 56],[343.95652174 242.04347826] ; [88.04347826 61.95652174],0
s1,1,0.344712,0.892828,[ 15 563] ; [  6 142],[ 16.71900826 561.28099174] ; [  4.28099174 143.71900826],0
r3,1,0.349674,0.874641,[576   9] ; [146   4],[574.65306122  10.34693878] ; [147.34693878   2.65306122],0
b3,1,0.395217,0.72283,[124 211] ; [31 65],[120.47563805 214.52436195] ; [34.52436195 61.47563805],0
b2,1,0.395217,0.72283,[124 211] ; [31 65],[120.47563805 214.52436195] ; [34.52436195 61.47563805],0
s4,1,0.400868,0.705721,[104 477] ; [ 22 125],[100.55769231 480.44230769] ; [ 25.44230769 121.55769231],0
n1,1,0.424623,0.637485,[39 70] ; [22 30],[41.29813665 67.70186335] ; [19.70186335 32.29813665],0
u1,1,0.432558,0.615945,[110 476] ; [ 24 126],[106.69021739 479.30978261] ; [ 27.30978261 122.69021739],0
a2,1,0.459527,0.547046,[150 436] ; [ 34 116],[146.5 439.5] ; [ 37.5 112.5],0
p1,1,0.460198,0.545414,[ 37 546] ; [  7 141],[ 35.09165527 547.90834473] ; [  8.90834473 139.09165527],0
n3,1,0.516325,0.421228,[87 23] ; [38 13],[85.40372671 24.59627329] ; [39.59627329 11.40372671],0
d2,1,0.528674,0.39694,[281 303] ; [76 73],[284.43110505 299.56889495] ; [72.56889495 76.43110505],0
r1,1,0.634468,0.22605,[499  85] ; [125  24],[497.1568895  86.8431105] ; [126.8431105  22.1568895],0
r2,1,0.645295,0.211883,[571  11] ; [148   2],[571.66393443  10.33606557] ; [147.33606557   2.66393443],0
a4,1,0.739966,0.110157,[268 317] ; [66 83],[266.19891008 318.80108992] ; [67.80108992 81.19891008],0
b5,1,0.783633,0.075399,[364 222] ; [95 55],[365.45380435 220.54619565] ; [93.54619565 56.45380435],0
n2,1,0.888095,0.019801,[84 26] ; [41 12],[84.35582822 25.64417178] ; [40.64417178 12.35582822],0
a8,1,0.943076,0.005099,[ 75 459] ; [ 19 114],[ 75.25637181 458.74362819] ; [ 18.74362819 114.25637181],0
a1,1,0.955342,0.003136,[ 19 567] ; [  5 145],[ 19.10869565 566.89130435] ; [  4.89130435 145.10869565],0
u3,1,0.976786,0.000847,[98 64] ; [34 22],[98.09174312 63.90825688] ; [33.90825688 22.09174312],0
