Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,2.2e-05,18.026147,[45 15] ; [12 26],[34.89795918 25.10204082] ; [22.10204082 15.89795918],1
n3,1,0.589515,0.291102,[15 15] ; [11  8],[15.91836735 14.08163265] ; [10.08163265  8.91836735],0
p3,1,0.59525,0.282219,[10 48] ; [ 8 29],[10.98947368 47.01052632] ; [ 7.01052632 29.98947368],0
d5,1,0.634486,0.226027,[35 25] ; [24 14],[36.12244898 23.87755102] ; [22.87755102 15.12244898],0
d1,1,0.722174,0.126419,[20 40] ; [14 24],[20.81632653 39.18367347] ; [13.18367347 24.81632653],0
p7,1,0.784962,0.074451,[18 39] ; [11 27],[17.4 39.6] ; [11.6 26.4],0
s1,1,0.818089,0.052901,[ 4 56] ; [ 3 35],[ 4.28571429 55.71428571] ; [ 2.71428571 35.28571429],0
p12,1,0.822053,0.050583,[ 2 56] ; [ 1 37],[ 1.8125 56.1875] ; [ 1.1875 36.8125],0
a2,1,0.82632,0.048147,[ 7 53] ; [ 5 33],[ 7.34693878 52.65306122] ; [ 4.65306122 33.34693878],0
v3,1,0.847237,0.037112,[12 48] ; [ 7 31],[11.63265306 48.36734694] ; [ 7.36734694 30.63265306],0
p11,1,0.851825,0.034891,[28 32] ; [17 21],[27.55102041 32.44897959] ; [17.44897959 20.55102041],0
u3,1,0.85813,0.031954,[ 7 20] ; [ 4 13],[ 6.75 20.25] ; [ 4.25 12.75],0
a4,1,0.889196,0.019411,[21 38] ; [13 25],[20.68041237 38.31958763] ; [13.31958763 24.68041237],0
b1,1,0.891489,0.018611,[34 26] ; [21 17],[33.67346939 26.32653061] ; [21.32653061 16.67346939],0
b2,1,0.924073,0.009083,[14 24] ; [ 8 13],[14.16949153 23.83050847] ; [ 7.83050847 13.16949153],0
b3,1,0.924073,0.009083,[14 24] ; [ 8 13],[14.16949153 23.83050847] ; [ 7.83050847 13.16949153],0
a3,1,0.936825,0.006282,[33 26] ; [21 16],[33.1875 25.8125] ; [20.8125 16.1875],0
a8,1,0.942015,0.005291,[ 3 53] ; [ 2 33],[ 3.07692308 52.92307692] ; [ 1.92307692 33.07692308],0
p8,1,0.959378,0.002594,[14 44] ; [ 9 29],[13.89583333 44.10416667] ; [ 9.10416667 28.89583333],0
