Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,31.426639,[49  2] ; [1 5],[44.73684211  6.26315789] ; [5.26315789 0.73684211],1
r4,1,2.6e-05,17.655952,[45  6] ; [1 5],[41.15789474  9.84210526] ; [4.84210526 1.15789474],1
r1,1,0.017647,5.630812,[40 11] ; [2 4],[37.57894737 13.42105263] ; [4.42105263 1.57894737],0
n2,1,0.018326,5.56476,[12  1] ; [1 2],[10.5625  2.4375] ; [2.4375 0.5625],0
d5,1,0.026126,4.947633,[39 12] ; [2 4],[36.68421053 14.31578947] ; [4.31578947 1.68421053],0
s6,1,0.055078,3.679726,[29 21] ; [1 5],[26.78571429 23.21428571] ; [3.21428571 2.78571429],0
b1,1,0.08662,2.936089,[35 16] ; [2 4],[33.10526316 17.89473684] ; [3.89473684 2.10526316],0
p2,1,0.08662,2.936089,[35 16] ; [2 4],[33.10526316 17.89473684] ; [3.89473684 2.10526316],0
r2,1,0.096709,2.758992,[46  5] ; [4 2],[44.73684211  6.26315789] ; [5.26315789 0.73684211],0
s1,1,0.096709,2.758992,[ 5 46] ; [2 4],[ 6.26315789 44.73684211] ; [0.73684211 5.26315789],0
v2,1,0.121867,2.393162,[25 25] ; [1 5],[23.21428571 26.78571429] ; [2.78571429 3.21428571],0
a7,1,0.135399,2.229488,[33 18] ; [2 4],[31.31578947 19.68421053] ; [3.68421053 2.31578947],0
s2,1,0.268925,1.222222,[21 28] ; [4 2],[22.27272727 26.72727273] ; [2.72727273 3.27272727],0
b2,1,0.292584,1.107692,[ 8 24] ; [2 2],[ 8.88888889 23.11111111] ; [1.11111111 2.88888889],0
b3,1,0.292584,1.107692,[ 8 24] ; [2 2],[ 8.88888889 23.11111111] ; [1.11111111 2.88888889],0
a3,1,0.316889,1.001743,[23 28] ; [4 2],[24.15789474 26.84210526] ; [2.84210526 3.15789474],0
a4,1,0.359902,0.838235,[18 33] ; [1 5],[17. 34.] ; [2. 4.],0
n1,1,0.37472,0.787953,[5 8] ; [2 1],[5.6875 7.3125] ; [1.3125 1.6875],0
s3,1,0.440109,0.595998,[25 25] ; [4 2],[25.89285714 24.10714286] ; [3.10714286 2.89285714],0
n4,1,0.456398,0.554715,[35 16] ; [5 1],[35.78947368 15.21052632] ; [4.21052632 1.78947368],0
p5,1,0.469869,0.522285,[ 4 47] ; [1 5],[ 4.47368421 46.52631579] ; [0.52631579 5.47368421],0
p1,1,0.469869,0.522285,[ 4 47] ; [1 5],[ 4.47368421 46.52631579] ; [0.52631579 5.47368421],0
d4,1,0.515917,0.422049,[40 11] ; [4 2],[39.36842105 11.63157895] ; [4.63157895 1.36842105],0
p6,1,0.519249,0.415385,[14 34] ; [1 5],[13.33333333 34.66666667] ; [1.66666667 4.33333333],0
p11,1,0.523151,0.407678,[24 27] ; [2 4],[23.26315789 27.73684211] ; [2.73684211 3.26315789],0
v3,1,0.569558,0.323422,[19 31] ; [3 3],[19.64285714 30.35714286] ; [2.35714286 3.64285714],0
s7,1,0.583142,0.301182,[15 32] ; [1 4],[14.46153846 32.53846154] ; [1.53846154 3.46153846],0
s4,1,0.617859,0.248889,[13 37] ; [1 5],[12.5 37.5] ; [1.5 4.5],0
s8,1,0.617859,0.248889,[13 37] ; [1 5],[12.5 37.5] ; [1.5 4.5],0
a6,1,0.645457,0.211676,[29 22] ; [4 2],[29.52631579 21.47368421] ; [3.47368421 2.52631579],0
d2,1,0.67882,0.171457,[21 30] ; [3 3],[21.47368421 29.52631579] ; [2.52631579 3.47368421],0
d1,1,0.67882,0.171457,[21 30] ; [3 3],[21.47368421 29.52631579] ; [2.52631579 3.47368421],0
v1,1,0.67882,0.171457,[21 30] ; [3 3],[21.47368421 29.52631579] ; [2.52631579 3.47368421],0
n6,1,0.693432,0.155395,[35 16] ; [3 2],[34.60714286 16.39285714] ; [3.39285714 1.60714286],0
p10,1,0.704715,0.143614,[12 39] ; [1 5],[11.63157895 39.36842105] ; [1.36842105 4.63157895],0
b5,1,0.711076,0.137205,[30 21] ; [4 2],[30.42105263 20.57894737] ; [3.57894737 2.42105263],0
a5,1,0.711076,0.137205,[30 21] ; [4 2],[30.42105263 20.57894737] ; [3.57894737 2.42105263],0
n3,1,0.711531,0.136752,[10  3] ; [2 1],[9.75 3.25] ; [2.25 0.75],0
p8,1,0.819619,0.052,[23 28] ; [3 3],[23.26315789 27.73684211] ; [2.73684211 3.26315789],0
p7,1,0.82345,0.049778,[31 19] ; [4 2],[31.25 18.75] ; [3.75 2.25],0
b4,1,0.850592,0.035481,[32 19] ; [4 2],[32.21052632 18.78947368] ; [3.78947368 2.21052632],0
p4,1,0.850592,0.035481,[32 19] ; [4 2],[32.21052632 18.78947368] ; [3.78947368 2.21052632],0
n5,1,0.89144,0.018627,[27 24] ; [3 3],[26.84210526 24.15789474] ; [3.15789474 2.84210526],0
