Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,31.56624,[40 29] ; [ 6 53],[24.796875 44.203125] ; [21.203125 37.796875],1
a3,1,0.000114,14.888219,[53 17] ; [25 34],[42.3255814 27.6744186] ; [35.6744186 23.3255814],1
u1,1,0.00045,12.312156,[16 55] ; [ 1 58],[ 9.28461538 61.71538462] ; [ 7.71538462 51.28461538],1
d1,1,0.000953,10.916357,[41 30] ; [17 42],[31.67692308 39.32307692] ; [26.32307692 32.67692308],1
a6,1,0.002258,9.326993,[49 22] ; [25 34],[40.41538462 30.58461538] ; [33.58461538 25.41538462],0
d5,1,0.002786,8.94253,[56 15] ; [32 27],[48.06153846 22.93846154] ; [39.93846154 19.06153846],0
d2,1,0.004498,8.070936,[43 27] ; [21 37],[35. 35.] ; [29. 29.],0
r2,1,0.009489,6.728449,[63  6] ; [43 15],[57.59055118 11.40944882] ; [48.40944882  9.59055118],0
d3,1,0.011354,6.409066,[47 24] ; [26 33],[39.86923077 31.13076923] ; [33.13076923 25.86923077],0
n4,1,0.016424,5.756937,[50 20] ; [30 29],[43.41085271 26.58914729] ; [36.58914729 22.41085271],0
p4,1,0.035905,4.401609,[25 45] ; [11 47],[19.6875 50.3125] ; [16.3125 41.6875],0
v4,1,0.043559,4.073582,[58 11] ; [40 18],[53.24409449 15.75590551] ; [44.75590551 13.24409449],0
a7,1,0.04932,3.86443,[47 23] ; [29 29],[41.5625 28.4375] ; [34.4375 23.5625],0
r4,1,0.056938,3.62441,[50 21] ; [32 27],[44.78461538 26.21538462] ; [37.21538462 21.78461538],0
b4,1,0.063352,3.44737,[38 33] ; [41 18],[43.14615385 27.85384615] ; [35.85384615 23.14615385],0
d4,1,0.070686,3.267014,[53 18] ; [34 23],[48.2578125 22.7421875] ; [38.7421875 18.2578125],0
v1,1,0.070797,3.264445,[26 45] ; [13 46],[21.3 49.7] ; [17.7 41.3],0
r1,1,0.072181,3.232712,[53 17] ; [36 23],[48.29457364 21.70542636] ; [40.70542636 18.29457364],0
p6,1,0.088035,2.909951,[ 8 63] ; [13 45],[11.55813953 59.44186047] ; [ 9.44186047 48.55813953],0
u2,1,0.163645,1.940217,[ 7 10] ; [21 13],[9.33333333 7.66666667] ; [18.66666667 15.33333333],0
s1,1,0.172943,1.857246,[ 2 66] ; [ 5 54],[ 3.7480315 64.2519685] ; [ 3.2519685 55.7480315],0
r3,1,0.220967,1.498077,[56 14] ; [41 17],[53.046875 16.953125] ; [43.953125 14.046875],0
a1,1,0.231916,1.429075,[ 6 65] ; [ 2 57],[ 4.36923077 66.63076923] ; [ 3.63076923 55.36923077],0
s3,1,0.269024,1.221718,[30 41] ; [19 39],[26.96899225 44.03100775] ; [22.03100775 35.96899225],0
n5,1,0.309301,1.033659,[43 27] ; [31 28],[40.15503876 29.84496124] ; [33.84496124 25.15503876],0
n1,1,0.335974,0.925734,[11 15] ; [ 8 19],[ 9.32075472 16.67924528] ; [ 9.67924528 17.32075472],0
b5,1,0.343303,0.898059,[35 36] ; [34 25],[37.68461538 33.31538462] ; [31.31538462 27.68461538],0
p7,1,0.366031,0.817093,[24 46] ; [24 33],[26.45669291 43.54330709] ; [21.54330709 35.45669291],0
n2,1,0.36756,0.811897,[18 11] ; [13 13],[16.34545455 12.65454545] ; [14.65454545 11.34545455],0
b1,1,0.396049,0.720288,[39 32] ; [28 31],[36.59230769 34.40769231] ; [30.40769231 28.59230769],0
b2,1,0.500854,0.453126,[15 31] ; [ 9 26],[13.62962963 32.37037037] ; [10.37037037 24.62962963],0
b3,1,0.500854,0.453126,[15 31] ; [ 9 26],[13.62962963 32.37037037] ; [10.37037037 24.62962963],0
s4,1,0.506583,0.441119,[ 7 63] ; [ 8 50],[ 8.203125 61.796875] ; [ 6.796875 51.203125],0
u3,1,0.559905,0.339869,[ 8 10] ; [18 16],[9. 9.] ; [17. 17.],0
s2,1,0.560894,0.338159,[17 53] ; [17 42],[18.4496124 51.5503876] ; [15.5503876 43.4496124],0
s5,1,0.591892,0.2874,[13 56] ; [ 9 50],[11.859375 57.140625] ; [10.140625 48.859375],0
p8,1,0.625988,0.237541,[18 52] ; [13 46],[16.82170543 53.17829457] ; [14.17829457 44.82170543],0
s6,1,0.631822,0.229597,[29 41] ; [22 37],[27.6744186 42.3255814] ; [23.3255814 35.6744186],0
v2,1,0.680402,0.169674,[25 45] ; [22 34],[26.11111111 43.88888889] ; [20.88888889 35.11111111],0
s7,1,0.71941,0.129058,[19 48] ; [14 41],[18.12295082 48.87704918] ; [14.87704918 40.12295082],0
p2,1,0.736791,0.112967,[37 34] ; [29 30],[36.04615385 34.95384615] ; [29.95384615 29.04615385],0
p11,1,0.736791,0.112967,[34 37] ; [30 29],[34.95384615 36.04615385] ; [29.04615385 29.95384615],0
v3,1,0.742085,0.108302,[17 51] ; [16 42],[17.80952381 50.19047619] ; [15.19047619 42.80952381],0
a8,1,0.760098,0.09324,[ 6 59] ; [ 6 49],[ 6.5 58.5] ; [ 5.5 49.5],0
p10,1,0.76856,0.086588,[16 53] ; [15 44],[16.7109375 52.2890625] ; [14.2890625 44.7109375],0
s8,1,0.800252,0.064019,[13 57] ; [12 47],[13.56589147 56.43410853] ; [11.43410853 47.56589147],0
p1,1,0.802634,0.06247,[ 4 66] ; [ 4 55],[ 4.34108527 65.65891473] ; [ 3.65891473 55.34108527],0
n6,1,0.830133,0.046024,[44 26] ; [36 23],[43.41085271 26.58914729] ; [36.58914729 22.41085271],0
n3,1,0.900538,0.01562,[14 12] ; [15 12],[14.22641509 11.77358491] ; [14.77358491 12.22641509],0
p5,1,0.902913,0.01488,[ 1 69] ; [ 1 58],[ 1.08527132 68.91472868] ; [ 0.91472868 58.08527132],0
p12,1,0.902913,0.01488,[ 1 69] ; [ 1 58],[ 1.08527132 68.91472868] ; [ 0.91472868 58.08527132],0
