Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.000334,12.868633,[37  5] ; [19 18],[29.7721519 12.2278481] ; [26.2278481 10.7721519],1
n6,1,0.001171,10.53527,[34  8] ; [17 20],[27.11392405 14.88607595] ; [23.88607595 13.11392405],0
r2,1,0.030828,4.662539,[41  1] ; [31  6],[38.27848101  3.72151899] ; [33.72151899  3.27848101],0
n2,1,0.046906,3.948774,[12  1] ; [7 5],[9.88 3.12] ; [9.12 2.88],0
s7,1,0.088288,2.905308,[20 21] ; [10 24],[16.4 24.6] ; [13.6 20.4],0
r4,1,0.095558,2.778164,[36  6] ; [26 11],[32.96202532  9.03797468] ; [29.03797468  7.96202532],0
a2,1,0.096552,2.761592,[15 27] ; [ 7 30],[11.69620253 30.30379747] ; [10.30379747 26.69620253],0
d4,1,0.104138,2.640993,[30 12] ; [32  5],[32.96202532  9.03797468] ; [29.03797468  7.96202532],0
b5,1,0.110602,2.545593,[32 10] ; [22 15],[28.70886076 13.29113924] ; [25.29113924 11.70886076],0
u1,1,0.131095,2.279489,[10 32] ; [ 4 33],[ 7.44303797 34.55696203] ; [ 6.55696203 30.44303797],0
n1,1,0.158464,1.988823,[8 5] ; [4 8],[6.24 6.76] ; [5.76 6.24],0
s1,1,0.246637,1.342254,[ 1 41] ; [ 3 34],[ 2.12658228 39.87341772] ; [ 1.87341772 35.12658228],0
s3,1,0.302562,1.062868,[22 18] ; [16 21],[19.74025974 20.25974026] ; [18.25974026 18.74025974],0
s6,1,0.344671,0.892979,[26 15] ; [19 17],[23.96103896 17.03896104] ; [21.03896104 14.96103896],0
s4,1,0.346983,0.884459,[ 6 34] ; [ 3 34],[ 4.67532468 35.32467532] ; [ 4.32467532 32.67532468],0
p6,1,0.352332,0.865041,[12 29] ; [ 7 28],[10.25 30.75] ; [ 8.75 26.25],0
a6,1,0.373994,0.790352,[29 13] ; [22 15],[27.11392405 14.88607595] ; [23.88607595 13.11392405],0
p7,1,0.447812,0.576185,[19 22] ; [14 23],[17.34615385 23.65384615] ; [15.65384615 21.34615385],0
s5,1,0.477924,0.503596,[10 31] ; [ 6 28],[ 8.74666667 32.25333333] ; [ 7.25333333 26.74666667],0
a1,1,0.482799,0.492535,[ 1 41] ; [ 2 35],[ 1.59493671 40.40506329] ; [ 1.40506329 35.59493671],0
v2,1,0.486699,0.483816,[23 18] ; [23 13],[24.49350649 16.50649351] ; [21.50649351 14.49350649],0
b4,1,0.494058,0.467676,[27 15] ; [21 16],[25.51898734 16.48101266] ; [22.48101266 14.51898734],0
s2,1,0.52403,0.405955,[18 22] ; [14 23],[16.62337662 23.37662338] ; [15.37662338 21.62337662],0
a7,1,0.531365,0.39178,[30 12] ; [24 13],[28.70886076 13.29113924] ; [25.29113924 11.70886076],0
p1,1,0.542177,0.371519,[ 2 40] ; [ 3 34],[ 2.65822785 39.34177215] ; [ 2.34177215 34.65822785],0
s8,1,0.547183,0.362387,[14 27] ; [10 26],[12.77922078 28.22077922] ; [11.22077922 24.77922078],0
p11,1,0.548137,0.360665,[21 21] ; [21 16],[22.32911392 19.67088608] ; [19.67088608 17.32911392],0
b1,1,0.568098,0.325875,[20 22] ; [20 17],[21.26582278 20.73417722] ; [18.73417722 18.26582278],0
n3,1,0.568261,0.3256,[10  3] ; [8 4],[9.36 3.64] ; [8.64 3.36],0
v4,1,0.577568,0.310184,[38  4] ; [32  5],[37.21518987  4.78481013] ; [32.78481013  4.21518987],0
d1,1,0.587364,0.29448,[19 23] ; [19 18],[20.20253165 21.79746835] ; [17.79746835 19.20253165],0
a8,1,0.600165,0.274747,[ 7 28] ; [ 5 28],[ 6.17647059 28.82352941] ; [ 5.82352941 27.17647059],0
r1,1,0.607231,0.264226,[33  8] ; [28  9],[32.06410256  8.93589744] ; [28.93589744  8.06410256],0
d5,1,0.669823,0.18181,[30 12] ; [28  9],[30.83544304 11.16455696] ; [27.16455696  9.83544304],0
