Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,5.4e-05,16.318535,[20  9] ; [14 44],[11.33333333 17.66666667] ; [22.66666667 35.33333333],1
d1,1,0.238489,1.389503,[12 17] ; [17 42],[ 9.55681818 19.44318182] ; [19.44318182 39.55681818],0
n3,1,0.274895,1.192157,[7 3] ; [14 14],[5.52631579 4.47368421] ; [15.47368421 12.52631579],0
d4,1,0.283097,1.152162,[19 10] ; [31 27],[16.66666667 12.33333333] ; [33.33333333 24.66666667],0
v4,1,0.287803,1.12987,[24  5] ; [42 16],[22.  7.] ; [44. 14.],0
a1,1,0.379244,0.773151,[ 1 28] ; [ 5 54],[ 1.97727273 27.02272727] ; [ 4.02272727 54.97727273],0
b5,1,0.406513,0.688975,[13 16] ; [32 27],[14.82954545 14.17045455] ; [30.17045455 28.82954545],0
a5,1,0.406513,0.688975,[16 13] ; [27 32],[14.17045455 14.82954545] ; [28.82954545 30.17045455],0
a8,1,0.47173,0.517921,[ 4 24] ; [ 5 50],[ 3.03614458 24.96385542] ; [ 5.96385542 49.03614458],0
a4,1,0.529446,0.395455,[12 17] ; [20 38],[10.66666667 18.33333333] ; [21.33333333 36.66666667],0
v1,1,0.54044,0.374725,[10 19] ; [16 41],[ 8.76744186 20.23255814] ; [17.23255814 39.76744186],0
s1,1,0.56126,0.337528,[ 3 26] ; [ 4 55],[ 2.30681818 26.69318182] ; [ 4.69318182 54.30681818],0
a6,1,0.574777,0.314754,[10 19] ; [24 35],[11.20454545 17.79545455] ; [22.79545455 36.20454545],0
p11,1,0.595403,0.281985,[13 16] ; [30 29],[14.17045455 14.82954545] ; [28.82954545 30.17045455],0
p2,1,0.598697,0.276966,[15 14] ; [27 32],[13.84090909 15.15909091] ; [28.15909091 30.84090909],0
u4,1,0.603922,0.26912,[ 1 28] ; [ 1 58],[ 0.65909091 28.34090909] ; [ 1.34090909 57.65909091],0
s4,1,0.647264,0.209367,[ 5 24] ; [ 8 51],[ 4.28409091 24.71590909] ; [ 8.71590909 50.28409091],0
r1,1,0.702604,0.145777,[16 13] ; [30 29],[15.15909091 13.84090909] ; [30.84090909 28.15909091],0
d2,1,0.759839,0.093448,[12 17] ; [26 32],[12.66666667 16.33333333] ; [25.33333333 32.66666667],0
a3,1,0.761325,0.092259,[13 16] ; [28 30],[13.66666667 15.33333333] ; [27.33333333 30.66666667],0
u2,1,0.761554,0.092076,[7 8] ; [13 18],[6.52173913 8.47826087] ; [13.47826087 17.52173913],0
b2,1,0.77264,0.083477,[ 5 12] ; [13 26],[ 5.46428571 11.53571429] ; [12.53571429 26.46428571],0
b3,1,0.77264,0.083477,[ 5 12] ; [13 26],[ 5.46428571 11.53571429] ; [12.53571429 26.46428571],0
b4,1,0.81085,0.057279,[17 12] ; [33 26],[16.47727273 12.52272727] ; [33.52272727 25.47727273],0
r2,1,0.854413,0.033669,[23  6] ; [45 13],[22.66666667  6.33333333] ; [45.33333333 12.66666667],0
n6,1,0.877137,0.023901,[17 12] ; [35 23],[17.33333333 11.66666667] ; [34.66666667 23.33333333],0
a2,1,0.983686,0.000418,[ 2 27] ; [ 4 55],[ 1.97727273 27.02272727] ; [ 4.02272727 54.97727273],0
n4,1,1.0,0.0,[17 12] ; [34 24],[17. 12.] ; [34. 24.],0
