Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,39.841028,[77  4] ; [12 17],[65.53636364 15.46363636] ; [23.46363636  5.53636364],1
p11,1,5e-06,20.763309,[67 14] ; [11 18],[57.43636364 23.56363636] ; [20.56363636  8.43636364],1
n5,1,7.4e-05,15.707462,[69 12] ; [14 15],[61.11818182 19.88181818] ; [21.88181818  7.11818182],1
n6,1,0.001312,10.32567,[72  9] ; [18 11],[66.27272727 14.72727273] ; [23.72727273  5.27272727],0
s1,1,0.005533,7.696487,[ 2 78] ; [ 5 24],[ 5.13761468 74.86238532] ; [ 1.86238532 27.13761468],0
a6,1,0.005594,7.676636,[57 24] ; [12 17],[50.80909091 30.19090909] ; [18.19090909 10.80909091],0
n4,1,0.022333,5.219678,[71 10] ; [20  9],[67.00909091 13.99090909] ; [23.99090909  5.00909091],0
b1,1,0.048106,3.906276,[33 48] ; [18 11],[37.55454545 43.44545455] ; [13.44545455 15.55454545],0
u1,1,0.066327,3.371648,[18 63] ; [ 2 27],[14.72727273 66.27272727] ; [ 5.27272727 23.72727273],0
s4,1,0.077947,3.107201,[ 9 71] ; [ 7 21],[11.85185185 68.14814815] ; [ 4.14814815 23.85185185],0
a7,1,0.079632,3.072391,[59 22] ; [16 13],[55.22727273 25.77272727] ; [19.77272727  9.22727273],0
r2,1,0.0806,3.052768,[79  2] ; [26  3],[77.31818182  3.68181818] ; [27.68181818  1.31818182],0
d1,1,0.104214,2.639833,[53 28] ; [14 15],[49.33636364 31.66363636] ; [17.66363636 11.33636364],0
u2,1,0.150584,2.066327,[13  8] ; [3 6],[11.2  9.8] ; [4.8 4.2],0
d3,1,0.192281,1.700056,[53 28] ; [15 14],[50.07272727 30.92727273] ; [17.92727273 11.07272727],0
r4,1,0.197112,1.663642,[72  9] ; [23  6],[69.95454545 11.04545455] ; [25.04545455  3.95454545],0
s5,1,0.226015,1.465767,[27 48] ; [ 6 20],[24.5049505 50.4950495] ; [ 8.4950495 17.5049505],0
p6,1,0.232497,1.425519,[17 64] ; [ 9 19],[19.32110092 61.67889908] ; [ 6.67889908 21.32110092],0
p2,1,0.247512,1.337292,[62 19] ; [19 10],[59.64545455 21.35454545] ; [21.35454545  7.64545455],0
r3,1,0.278453,1.174626,[73  8] ; [28  1],[74.37272727  6.62727273] ; [26.62727273  2.37272727],0
p8,1,0.300762,1.07081,[28 53] ; [ 7 22],[25.77272727 55.22727273] ; [ 9.22727273 19.77272727],0
v4,1,0.306068,1.047567,[77  4] ; [26  3],[75.84545455  5.15454545] ; [27.15454545  1.84545455],0
r1,1,0.329465,0.950998,[59 21] ; [24  5],[60.91743119 19.08256881] ; [22.08256881  6.91743119],0
