Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,167.318769,[374   5] ; [13 17],[358.61369193  20.38630807] ; [28.38630807  1.61369193],1
v4,1,0.0,82.269694,[368  11] ; [17 13],[356.7603912  22.2396088] ; [28.2396088  1.7603912],1
r2,1,0.0,77.60412,[374   6] ; [19 10],[365.13447433  14.86552567] ; [27.86552567  1.13447433],1
p11,1,0.0,27.709698,[301  80] ; [12 20],[288.74818402  92.25181598] ; [24.25181598  7.74818402],1
p9,1,1.4e-05,18.930763,[291  81] ; [14 18],[280.84158416  91.15841584] ; [24.15841584  7.84158416],1
p2,1,0.000193,13.897478,[311  66] ; [17 14],[303.07843137  73.92156863] ; [24.92156863  6.07843137],1
n3,1,0.00023,13.57042,[61 14] ; [ 8 12],[54.47368421 20.52631579] ; [14.52631579  5.47368421],1
n6,1,0.000594,11.795859,[304  75] ; [16 14],[296.52811736  82.47188264] ; [23.47188264  6.52811736],1
p8,1,0.000837,11.156641,[184 188] ; [ 6 26],[174.95049505 197.04950495] ; [15.04950495 16.95049505],1
a7,1,0.001361,10.257573,[294  86] ; [16 15],[286.61800487  93.38199513] ; [23.38199513  7.61800487],0
s1,1,0.001384,10.22703,[ 13 360] ; [ 5 27],[ 16.57777778 356.42222222] ; [ 1.42222222 30.57777778],0
p4,1,0.001798,9.745227,[206 169] ; [ 8 23],[197.66009852 177.33990148] ; [16.33990148 14.66009852],0
p7,1,0.003214,8.681634,[224 144] ; [10 20],[216.36180905 151.63819095] ; [17.63819095 12.36180905],0
p10,1,0.004237,8.179254,[284  89] ; [17 15],[277.21728395  95.78271605] ; [23.78271605  8.21728395],0
a1,1,0.005242,7.793921,[ 11 370] ; [ 4 28],[ 13.8377724 367.1622276] ; [ 1.1622276 30.8377724],0
a6,1,0.007877,7.061267,[274 105] ; [16 16],[267.42092457 111.57907543] ; [22.57907543  9.42092457],0
n2,1,0.011002,6.464916,[58 18] ; [10 11],[53.27835052 22.72164948] ; [14.72164948  6.27835052],0
n5,1,0.011518,6.38365,[265 112] ; [15 16],[258.7254902 118.2745098] ; [21.2745098  9.7254902],0
p3,1,0.021665,5.272517,[165 212] ; [ 7 24],[158.93137255 218.06862745] ; [13.06862745 17.93137255],0
s6,1,0.024056,5.090579,[205 167] ; [11 21],[198.89108911 173.10891089] ; [17.10891089 14.89108911],0
n4,1,0.031161,4.644068,[281  99] ; [18 14],[275.77669903 104.22330097] ; [23.22330097  8.77669903],0
v1,1,0.05458,3.694867,[183 191] ; [10 22],[177.78817734 196.21182266] ; [15.21182266 16.78817734],0
u3,1,0.066809,3.359723,[77 50] ; [4 8],[74.00719424 52.99280576] ; [6.99280576 5.00719424],0
v2,1,0.080566,3.053455,[204 157] ; [12 18],[199.42710997 161.57289003] ; [16.57289003 13.42710997],0
b1,1,0.087729,2.91555,[133 248] ; [16 16],[137.45520581 243.54479419] ; [11.54479419 20.45520581],0
p6,1,0.095769,2.774628,[109 261] ; [ 5 27],[104.92537313 265.07462687] ; [ 9.07462687 22.92537313],0
d3,1,0.101392,2.683515,[266 113] ; [18 14],[261.88807786 117.11192214] ; [22.11192214  9.88807786],0
a5,1,0.136032,2.222276,[273 107] ; [19 13],[269.32038835 110.67961165] ; [22.67961165  9.32038835],0
u1,1,0.148524,2.087341,[ 60 321] ; [ 2 30],[ 57.19612591 323.80387409] ; [ 4.80387409 27.19612591],0
a2,1,0.149515,2.077189,[ 90 291] ; [ 4 28],[ 86.71670702 294.28329298] ; [ 7.28329298 24.71670702],0
d1,1,0.215055,1.537063,[210 171] ; [14 18],[206.6440678 174.3559322] ; [17.3559322 14.6440678],0
s2,1,0.218295,1.515547,[135 242] ; [ 8 24],[131.81173594 245.18826406] ; [11.18826406 20.81173594],0
d5,1,0.41244,0.671758,[297  83] ; [23  9],[295.14563107  84.85436893] ; [24.85436893  7.14563107],0
d2,1,0.431315,0.619279,[162 217] ; [11 20],[159.9195122 219.0804878] ; [13.0804878 17.9195122],0
b4,1,0.467011,0.52904,[225 156] ; [21 11],[226.93946731 154.06053269] ; [19.06053269 12.93946731],0
a8,1,0.468053,0.52657,[ 40 303] ; [ 2 26],[ 38.83018868 304.16981132] ; [ 3.16981132 24.83018868],0
v3,1,0.46982,0.5224,[125 238] ; [ 9 23],[123.1443038 239.8556962] ; [10.8556962 21.1443038],0
b5,1,0.494173,0.467427,[226 155] ; [17 15],[224.17191283 156.82808717] ; [18.82808717 13.17191283],0
s3,1,0.57049,0.321863,[164 209] ; [12 19],[162.4950495 210.5049505] ; [13.5049505 17.4950495],0
p12,1,0.625731,0.237894,[ 19 356] ; [ 1 31],[ 18.42751843 356.57248157] ; [ 1.57248157 30.42751843],0
s7,1,0.686781,0.162593,[100 263] ; [ 9 20],[100.93622449 262.06377551] ; [ 8.06377551 20.93622449],0
p1,1,0.689362,0.159777,[ 28 349] ; [ 3 29],[ 28.57457213 348.42542787] ; [ 2.42542787 29.57457213],0
a4,1,0.768272,0.08681,[167 211] ; [15 17],[167.79512195 210.20487805] ; [14.20487805 17.79512195],0
a3,1,0.807317,0.059481,[252 126] ; [20 11],[251.38386308 126.61613692] ; [20.61613692 10.38386308],0
b2,1,0.807395,0.059433,[ 59 145] ; [ 6 13],[ 59.46188341 144.53811659] ; [ 5.53811659 13.46188341],0
b3,1,0.807395,0.059433,[ 59 145] ; [ 6 13],[ 59.46188341 144.53811659] ; [ 5.53811659 13.46188341],0
s4,1,0.859802,0.031197,[ 54 319] ; [ 5 27],[ 54.3382716 318.6617284] ; [ 4.6617284 27.3382716],0
p5,1,0.882403,0.021881,[ 27 350] ; [ 2 29],[ 26.79656863 350.20343137] ; [ 2.20343137 28.79656863],0
d4,1,0.908375,0.013245,[308  70] ; [25  6],[307.7603912  70.2396088] ; [25.2396088  5.7603912],0
s5,1,0.952878,0.003492,[ 94 275] ; [ 8 24],[ 93.86034913 275.13965087] ; [ 8.13965087 23.86034913],0
u2,1,0.970781,0.001342,[70 57] ; [6 5],[69.94202899 57.05797101] ; [6.05797101 4.94202899],0
n1,1,1.0,0.0,[25 50] ; [ 7 14],[25. 50.] ; [ 7. 14.],0
