Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,45.332119,[16 68] ; [170 109],[43.04132231 40.95867769] ; [142.95867769 136.04132231],1
a3,1,0.0,40.895058,[42 42] ; [235  45],[63.92307692 20.07692308] ; [213.07692308  66.92307692],1
d1,1,0.0,40.325678,[31 53] ; [209  72],[55.23287671 28.76712329] ; [184.76712329  96.23287671],1
a4,1,0.0,32.280262,[17 67] ; [156 125],[39.81369863 44.18630137] ; [133.18630137 147.81369863],1
u1,1,2.9e-05,17.488505,[ 4 80] ; [ 73 208],[17.72054795 66.27945205] ; [ 59.27945205 221.72054795],1
p3,1,0.000187,13.954776,[31 52] ; [169 110],[45.85635359 37.14364641] ; [154.14364641 124.85635359],1
d5,1,0.000291,13.125033,[59 25] ; [243  36],[69.88429752 14.11570248] ; [232.11570248  46.88429752],1
a6,1,0.000616,11.727127,[42 42] ; [196  83],[55.07438017 28.92561983] ; [182.92561983  96.07438017],1
b3,1,0.000733,11.403147,[10 41] ; [ 86 102],[20.48535565 30.51464435] ; [ 75.51464435 112.48535565],1
b2,1,0.000733,11.403147,[10 41] ; [ 86 102],[20.48535565 30.51464435] ; [ 75.51464435 112.48535565],1
s8,1,0.001017,10.796715,[40 44] ; [188  91],[52.76033058 31.23966942] ; [175.23966942 103.76033058],0
n4,1,0.001525,10.048489,[59 25] ; [240  41],[68.8109589 15.1890411] ; [230.1890411  50.8109589],0
d4,1,0.001773,9.771267,[65 19] ; [252  27],[73.3553719 10.6446281] ; [243.6446281  35.3553719],0
s7,1,0.003225,8.675383,[46 36] ; [202  74],[56.80446927 25.19553073] ; [191.19553073  84.80446927],0
r4,1,0.005781,7.617303,[71 13] ; [264  17],[77.09589041  6.90410959] ; [257.90410959  23.09589041],0
p4,1,0.006557,7.390499,[45 38] ; [196  83],[55.25690608 27.74309392] ; [185.74309392  93.25690608],0
v1,1,0.011554,6.378121,[39 43] ; [170  99],[48.82621083 33.17378917] ; [160.17378917 108.82621083],0
r1,1,0.016187,5.782474,[61 23] ; [235  44],[68.49586777 15.50413223] ; [227.50413223  51.49586777],0
p2,1,0.019963,5.415117,[64 18] ; [247  33],[70.44751381 11.55248619] ; [240.55248619  39.44751381],0
v3,1,0.026043,4.953194,[26 53] ; [127 143],[34.63323782 44.36676218] ; [118.36676218 151.63323782],0
v2,1,0.029149,4.758773,[40 42] ; [167 101],[48.49714286 33.50285714] ; [158.50285714 109.49714286],0
p9,1,0.032047,4.595966,[69 13] ; [257  22],[74.0498615  7.9501385] ; [251.9501385  27.0498615],0
s6,1,0.038639,4.276663,[66 17] ; [244  32],[71.67130919 11.32869081] ; [238.32869081  37.67130919],0
s5,1,0.039635,4.233431,[31 50] ; [139 132],[39.11931818 41.88068182] ; [130.88068182 140.11931818],0
n6,1,0.065204,3.399799,[68 14] ; [251  27],[72.66111111  9.33888889] ; [246.33888889  31.66111111],0
n3,1,0.069602,3.292374,[5 6] ; [41 15],[7.55223881 3.44776119] ; [38.44776119 17.55223881],0
r2,1,0.071583,3.246342,[77  6] ; [270   8],[79.78116343  3.21883657] ; [267.21883657  10.78116343],0
d3,1,0.084486,2.97641,[52 32] ; [201  79],[58.38461538 25.61538462] ; [194.61538462  85.38461538],0
p12,1,0.089631,2.880986,[ 6 77] ; [ 40 240],[10.51790634 72.48209366] ; [ 35.48209366 244.51790634],0
a1,1,0.109503,2.56138,[ 2 82] ; [ 20 261],[ 5.0630137 78.9369863] ; [ 16.9369863 264.0630137],0
s4,1,0.153285,2.039249,[23 59] ; [ 57 220],[18.2729805 63.7270195] ; [ 61.7270195 215.2729805],0
p10,1,0.188331,1.730629,[71 11] ; [257  24],[74.09366391  7.90633609] ; [253.90633609  27.09366391],0
u4,1,0.219247,1.509292,[ 1 83] ; [ 11 270],[ 2.76164384 81.23835616] ; [  9.23835616 271.76164384],0
p7,1,0.222702,1.486877,[59 18] ; [189  83],[54.71633238 22.28366762] ; [193.28366762  78.71633238],0
u3,1,0.227043,1.459292,[26 16] ; [34 12],[28.63636364 13.36363636] ; [31.36363636 14.63636364],0
s1,1,0.245748,1.347315,[ 5 78] ; [  9 270],[ 3.20994475 79.79005525] ; [ 10.79005525 268.20994475],0
