Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,50.860681,[44  7] ; [10 47],[25.5 25.5] ; [28.5 28.5],1
d5,1,0.0,29.556029,[50  1] ; [29 27],[37.65420561 13.34579439] ; [41.34579439 14.65420561],1
d4,1,0.0,28.375978,[49  1] ; [30 27],[36.91588785 13.08411215] ; [42.08411215 14.91588785],1
d3,1,0.0,28.216509,[45  6] ; [21 34],[31.75471698 19.24528302] ; [34.24528302 20.75471698],1
a3,1,0.0,27.376929,[47  4] ; [25 31],[34.31775701 16.68224299] ; [37.68224299 18.31775701],1
a2,1,0.0,25.511943,[23 29] ; [ 2 55],[11.9266055 40.0733945] ; [13.0733945 43.9266055],1
a4,1,1e-06,23.721036,[35 17] ; [12 45],[22.42201835 29.57798165] ; [24.57798165 32.42201835],1
a5,1,0.000667,11.577749,[44  8] ; [31 26],[35.77981651 16.22018349] ; [39.22018349 17.77981651],1
a6,1,0.001639,9.914915,[40 11] ; [28 29],[32.11111111 18.88888889] ; [35.88888889 21.11111111],0
p9,1,0.001934,9.611007,[42  9] ; [31 26],[34.47222222 16.52777778] ; [38.52777778 18.47222222],0
r4,1,0.003907,8.326625,[49  3] ; [42 15],[43.41284404  8.58715596] ; [47.58715596  9.41284404],0
p10,1,0.00433,8.140074,[39 13] ; [27 29],[31.77777778 20.22222222] ; [34.22222222 21.77777778],0
r1,1,0.013724,6.073335,[42  9] ; [34 22],[36.22429907 14.77570093] ; [39.77570093 16.22429907],0
p6,1,0.014023,6.035294,[29 22] ; [19 38],[22.66666667 28.33333333] ; [25.33333333 31.66666667],0
n4,1,0.021825,5.259693,[39 12] ; [31 25],[33.36448598 17.63551402] ; [36.63551402 19.36448598],0
r2,1,0.02342,5.137067,[50  1] ; [49  8],[46.75  4.25] ; [52.25  4.75],0
s7,1,0.026234,4.940497,[26 21] ; [18 36],[20.47524752 26.52475248] ; [23.52475248 30.47524752],0
s5,1,0.032114,4.592391,[22 27] ; [14 42],[16.8 32.2] ; [19.2 36.8],0
v2,1,0.042279,4.123983,[29 21] ; [21 34],[23.80952381 26.19047619] ; [26.19047619 28.80952381],0
p3,1,0.042609,4.110829,[32 20] ; [24 33],[26.71559633 25.28440367] ; [29.28440367 27.71559633],0
b2,1,0.069574,3.293048,[ 9 17] ; [ 4 25],[ 6.14545455 19.85454545] ; [ 6.85454545 22.14545455],0
b3,1,0.069574,3.293048,[ 9 17] ; [ 4 25],[ 6.14545455 19.85454545] ; [ 6.85454545 22.14545455],0
r3,1,0.070267,3.27678,[49  2] ; [49  8],[46.27777778  4.72222222] ; [51.72222222  5.27777778],0
b1,1,0.072701,3.220963,[23 29] ; [35 22],[27.66972477 24.33027523] ; [30.33027523 26.66972477],0
p8,1,0.111128,2.538113,[26 25] ; [20 36],[21.92523364 29.07476636] ; [24.07476636 31.92523364],0
s8,1,0.135279,2.230852,[22 30] ; [16 40],[18.2962963 33.7037037] ; [19.7037037 36.2962963],0
v4,1,0.16197,1.955739,[48  3] ; [49  8],[45.80555556  5.19444444] ; [51.19444444  5.80555556],0
n1,1,0.207805,1.586651,[7 6] ; [ 6 13],[5.28125 7.71875] ; [ 7.71875 11.28125],0
u3,1,0.212505,1.554276,[4 1] ; [15 15],[2.71428571 2.28571429] ; [16.28571429 13.71428571],0
s4,1,0.237869,1.393182,[14 38] ; [10 47],[11.44954128 40.55045872] ; [12.55045872 44.44954128],0
a7,1,0.240608,1.377028,[38 14] ; [35 21],[35.14814815 16.85185185] ; [37.85185185 18.14814815],0
n3,1,0.270713,1.213131,[13  1] ; [15  4],[11.87878788  2.12121212] ; [16.12121212  2.87878788],0
p1,1,0.326242,0.963759,[ 4 47] ; [ 2 55],[ 2.83333333 48.16666667] ; [ 3.16666667 53.83333333],0
b5,1,0.358091,0.844576,[38 14] ; [37 20],[35.77981651 16.22018349] ; [39.22018349 17.77981651],0
s6,1,0.360339,0.83671,[36 14] ; [35 20],[33.80952381 16.19047619] ; [37.19047619 17.80952381],0
p2,1,0.379517,0.772267,[42 10] ; [42 15],[40.0733945 11.9266055] ; [43.9266055 13.0733945],0
b4,1,0.38077,0.768216,[29 23] ; [27 30],[26.71559633 25.28440367] ; [29.28440367 27.71559633],0
n2,1,0.403454,0.698009,[12  2] ; [14  5],[11.03030303  2.96969697] ; [14.96969697  4.03030303],0
u2,1,0.488551,0.479715,[3 2] ; [13 17],[2.28571429 2.71428571] ; [13.71428571 16.28571429],0
a8,1,0.52793,0.398374,[ 8 34] ; [ 8 48],[ 6.85714286 35.14285714] ; [ 9.14285714 46.85714286],0
p5,1,0.531046,0.39239,[ 3 49] ; [ 5 51],[ 3.85185185 48.14814815] ; [ 4.14814815 51.85185185],0
a1,1,0.573136,0.317464,[ 3 49] ; [ 2 55],[ 2.3853211 49.6146789] ; [ 2.6146789 54.3853211],0
s3,1,0.625051,0.238832,[31 20] ; [32 25],[29.75 21.25] ; [33.25 23.75],0
n5,1,0.652837,0.202342,[34 17] ; [35 21],[32.88785047 18.11214953] ; [36.11214953 19.88785047],0
v1,1,0.678263,0.172088,[23 29] ; [27 29],[24.07407407 27.92592593] ; [25.92592593 30.07407407],0
p4,1,0.738842,0.111147,[27 24] ; [32 25],[27.86111111 23.13888889] ; [31.13888889 25.86111111],0
v3,1,0.753852,0.098322,[16 33] ; [17 40],[15.25471698 33.74528302] ; [17.74528302 39.25471698],0
s2,1,0.77024,0.0853,[27 25] ; [28 29],[26.23853211 25.76146789] ; [28.76146789 28.23853211],0
n6,1,0.783193,0.075713,[38 12] ; [42 15],[37.38317757 12.61682243] ; [42.61682243 14.38317757],0
s1,1,0.925573,0.008727,[ 3 49] ; [ 3 53],[ 2.88888889 49.11111111] ; [ 3.11111111 52.88888889],0
u4,1,0.94774,0.004296,[ 1 51] ; [ 1 56],[ 0.95412844 51.04587156] ; [ 1.04587156 55.95412844],0
