Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1e-06,23.731002,[149  13] ; [54 26],[135.89256198  26.10743802] ; [67.10743802 12.89256198],1
p8,1,0.000215,13.691141,[125  35] ; [44 36],[112.66666667  47.33333333] ; [56.33333333 23.66666667],1
p5,1,0.002232,9.348092,[ 44 118] ; [ 8 72],[ 34.80991736 127.19008264] ; [17.19008264 62.80991736],0
b5,1,0.008902,6.84231,[87 75] ; [57 23],[96.39669421 65.60330579] ; [47.60330579 32.39669421],0
d1,1,0.02822,4.814573,[116  46] ; [46 34],[108.44628099  53.55371901] ; [53.55371901 26.44628099],0
a3,1,0.033677,4.511012,[127  34] ; [53 27],[120.24896266  40.75103734] ; [59.75103734 20.24896266],0
p12,1,0.037776,4.315099,[ 28 133] ; [ 6 74],[ 22.71369295 138.28630705] ; [11.28630705 68.71369295],0
p7,1,0.04041,4.200584,[141  19] ; [60 17],[135.69620253  24.30379747] ; [65.30379747 11.69620253],0
s4,1,0.043138,4.089998,[ 44 116] ; [12 65],[ 37.80590717 122.19409283] ; [18.19409283 58.80590717],0
a5,1,0.043586,4.072533,[132  30] ; [56 24],[125.85123967  36.14876033] ; [62.14876033 17.85123967],0
p9,1,0.06086,3.51378,[152   9] ; [70 10],[148.30705394  12.69294606] ; [73.69294606  6.30705394],0
b1,1,0.064274,3.423517,[77 85] ; [28 52],[70.2892562 91.7107438] ; [34.7107438 45.2892562],0
p10,1,0.076686,3.133784,[146  14] ; [66 13],[141.92468619  18.07531381] ; [70.07531381  8.92468619],0
r3,1,0.077877,3.108657,[159   2] ; [76  4],[156.99170124   4.00829876] ; [78.00829876  1.99170124],0
d2,1,0.083431,2.996758,[96 66] ; [38 42],[89.70247934 72.29752066] ; [44.29752066 35.70247934],0
d5,1,0.088912,2.893968,[142  19] ; [64 16],[137.61825726  23.38174274] ; [68.38174274 11.61825726],0
v2,1,0.098127,2.735732,[102  58] ; [41 37],[96.13445378 63.86554622] ; [46.86554622 31.13445378],0
a4,1,0.100792,2.692973,[90 72] ; [35 44],[84.02489627 77.97510373] ; [40.97510373 38.02489627],0
s7,1,0.104427,2.636602,[112  41] ; [49 29],[106.63636364  46.36363636] ; [54.36363636 23.63636364],0
s1,1,0.115447,2.478027,[  5 157] ; [ 6 73],[  7.39419087 154.60580913] ; [ 3.60580913 75.39419087],0
u1,1,0.118858,2.43231,[ 43 119] ; [14 66],[ 38.15702479 123.84297521] ; [18.84297521 61.15702479],0
s5,1,0.126018,2.340882,[86 69] ; [35 43],[80.49356223 74.50643777] ; [40.50643777 37.49356223],0
a2,1,0.139316,2.1855,[ 49 113] ; [17 63],[ 44.18181818 117.81818182] ; [21.81818182 58.18181818],0
a1,1,0.153243,2.039665,[ 17 145] ; [ 4 76],[ 14.05785124 147.94214876] ; [ 6.94214876 73.05785124],0
p2,1,0.167516,1.90503,[144  18] ; [66 14],[140.5785124  21.4214876] ; [69.4214876 10.5785124],0
v3,1,0.182819,1.774555,[69 89] ; [27 51],[64.27118644 93.72881356] ; [31.72881356 46.27118644],0
s2,1,0.300416,1.072345,[121  41] ; [54 25],[117.63485477  44.36514523] ; [57.36514523 21.63485477],0
n3,1,0.312976,1.018076,[22  9] ; [9 7],[20.44680851 10.55319149] ; [10.55319149  5.44680851],0
n5,1,0.331946,0.941292,[130  30] ; [69 11],[132.66666667  27.33333333] ; [66.33333333 13.66666667],0
r4,1,0.340616,0.908113,[151  11] ; [77  3],[152.62809917   9.37190083] ; [75.37190083  4.62809917],0
