Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,50.666285,[52 23] ; [ 4 52],[32.0610687 42.9389313] ; [23.9389313 32.0610687],1
a3,1,0.0,34.423308,[62 13] ; [18 38],[45.80152672 29.19847328] ; [34.19847328 21.80152672],1
d2,1,2e-06,22.987616,[50 25] ; [14 43],[36.36363636 38.63636364] ; [27.63636364 29.36363636],1
u1,1,0.000584,11.827576,[17 59] ; [ 1 56],[10.28571429 65.71428571] ; [ 7.71428571 49.28571429],1
d1,1,0.000789,11.26655,[49 27] ; [20 37],[39.42857143 36.57142857] ; [29.57142857 27.42857143],1
a6,1,0.001842,9.70044,[50 26] ; [22 35],[41.14285714 34.85714286] ; [30.85714286 26.14285714],0
n4,1,0.005056,7.859138,[53 23] ; [26 31],[45.14285714 30.85714286] ; [33.85714286 23.14285714],0
d3,1,0.006723,7.345425,[56 20] ; [29 28],[48.57142857 27.42857143] ; [36.42857143 20.57142857],0
r2,1,0.009438,6.737995,[68  6] ; [43 14],[62.70229008 11.29770992] ; [48.29770992  8.70229008],0
d4,1,0.030257,4.694642,[63 13] ; [38 19],[57.71428571 18.28571429] ; [43.28571429 13.71428571],0
b4,1,0.038495,4.283008,[37 39] ; [38 19],[42.85714286 33.14285714] ; [32.14285714 24.85714286],0
v2,1,0.042691,4.107597,[34 41] ; [15 39],[28.48837209 46.51162791] ; [20.51162791 33.48837209],0
d5,1,0.048791,3.882525,[62 14] ; [38 19],[57.14285714 18.85714286] ; [42.85714286 14.14285714],0
r1,1,0.080841,3.047917,[55 21] ; [33 24],[50.28571429 25.71428571] ; [37.71428571 19.28571429],0
p6,1,0.080855,3.04764,[13 61] ; [ 4 52],[ 9.67692308 64.32307692] ; [ 7.32307692 48.67692308],0
a7,1,0.122877,2.380256,[55 21] ; [34 23],[50.85714286 25.14285714] ; [38.14285714 18.85714286],0
p2,1,0.14645,2.108842,[33 43] ; [32 25],[37.14285714 38.85714286] ; [27.85714286 29.14285714],0
r3,1,0.149687,2.075439,[58 18] ; [37 20],[54.28571429 21.71428571] ; [40.71428571 16.28571429],0
p4,1,0.154208,2.030121,[30 45] ; [16 41],[26.13636364 48.86363636] ; [19.86363636 37.13636364],0
b5,1,0.155736,2.015152,[40 36] ; [37 20],[44. 32.] ; [33. 24.],0
s5,1,0.15612,2.011408,[21 50] ; [10 44],[17.608 53.392] ; [13.392 40.608],0
u3,1,0.191996,1.702235,[ 4 10] ; [19 20],[6.0754717 7.9245283] ; [16.9245283 22.0754717],0
n2,1,0.228485,1.450266,[24 14] ; [13 14],[21.63076923 16.36923077] ; [15.36923077 11.63076923],0
p1,1,0.248426,1.332131,[ 7 69] ; [ 9 48],[ 9.14285714 66.85714286] ; [ 6.85714286 50.14285714],0
v4,1,0.275199,1.19065,[62 14] ; [42 15],[59.42857143 16.57142857] ; [44.57142857 12.42857143],0
a1,1,0.275477,1.18927,[ 8 68] ; [ 3 54],[ 6.28571429 69.71428571] ; [ 4.71428571 52.28571429],0
r4,1,0.275834,1.1875,[51 25] ; [33 24],[48. 28.] ; [36. 21.],0
p3,1,0.361209,0.833684,[21 54] ; [12 45],[18.75 56.25] ; [14.25 42.75],0
p12,1,0.390113,0.738591,[ 1 75] ; [ 2 54],[ 1.72727273 74.27272727] ; [ 1.27272727 54.72727273],0
s2,1,0.407383,0.686424,[33 42] ; [21 36],[30.68181818 44.31818182] ; [23.31818182 33.68181818],0
v3,1,0.435287,0.608675,[24 49] ; [14 39],[22.01587302 50.98412698] ; [15.98412698 37.01587302],0
a8,1,0.43875,0.59955,[ 5 65] ; [ 2 50],[ 4.01639344 65.98360656] ; [ 2.98360656 49.01639344],0
n5,1,0.44896,0.573276,[45 31] ; [30 27],[42.85714286 33.14285714] ; [32.14285714 24.85714286],0
p10,1,0.454126,0.560334,[29 46] ; [24 29],[31.0546875 43.9453125] ; [21.9453125 31.0546875],0
n1,1,0.476024,0.507959,[17 20] ; [10 17],[15.609375 21.390625] ; [11.390625 15.609375],0
s7,1,0.507845,0.438505,[28 39] ; [19 34],[26.24166667 40.75833333] ; [20.75833333 32.24166667],0
s8,1,0.508975,0.436174,[21 54] ; [19 38],[22.72727273 52.27272727] ; [17.27272727 39.72727273],0
s1,1,0.577588,0.31015,[ 6 70] ; [ 6 50],[ 6.90909091 69.09090909] ; [ 5.09090909 50.90909091],0
n6,1,0.655937,0.198496,[45 30] ; [32 25],[43.75 31.25] ; [33.25 23.75],0
p9,1,0.670609,0.18089,[37 37] ; [28 24],[38.17460317 35.82539683] ; [26.82539683 25.17460317],0
u2,1,0.67696,0.173568,[5 9] ; [16 22],[5.65384615 8.34615385] ; [15.34615385 22.65384615],0
v1,1,0.729718,0.119371,[28 48] ; [19 37],[27.06060606 48.93939394] ; [19.93939394 36.06060606],0
s6,1,0.742012,0.108366,[37 38] ; [26 30],[36.06870229 38.93129771] ; [26.93129771 29.06870229],0
p5,1,0.75213,0.09975,[ 5 71] ; [ 3 54],[ 4.57142857 71.42857143] ; [ 3.42857143 53.57142857],0
n3,1,0.797842,0.065608,[17 18] ; [14 13],[17.5 17.5] ; [13.5 13.5],0
p8,1,0.803422,0.061961,[16 60] ; [11 46],[15.42857143 60.57142857] ; [11.57142857 45.42857143],0
b2,1,0.809354,0.058206,[16 27] ; [12 18],[16.49315068 26.50684932] ; [11.50684932 18.49315068],0
b3,1,0.809354,0.058206,[16 27] ; [12 18],[16.49315068 26.50684932] ; [11.50684932 18.49315068],0
b1,1,0.840925,0.040285,[40 36] ; [31 26],[40.57142857 35.42857143] ; [30.42857143 26.57142857],0
s3,1,0.854783,0.033496,[33 43] ; [23 32],[32.48854962 43.51145038] ; [23.51145038 31.48854962],0
s4,1,0.920015,0.010083,[15 60] ; [11 46],[14.77272727 60.22727273] ; [11.22727273 45.77272727],0
