Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,7.5e-05,15.673849,[61 76] ; [26  5],[70.94642857 66.05357143] ; [16.05357143 14.94642857],1
n5,1,0.299606,1.075947,[51 87] ; [15 17],[53.57647059 84.42352941] ; [12.42352941 19.57647059],0
b3,1,0.356981,0.848485,[15 51] ; [ 6 12],[16.5 49.5] ; [ 4.5 13.5],0
b2,1,0.356981,0.848485,[15 51] ; [ 6 12],[16.5 49.5] ; [ 4.5 13.5],0
p9,1,0.407683,0.685548,[93 43] ; [25  8],[94.95857988 41.04142012] ; [23.04142012  9.95857988],0
s4,1,0.457646,0.551645,[ 22 117] ; [ 7 26],[ 23.43604651 115.56395349] ; [ 5.56395349 27.43604651],0
r2,1,0.47171,0.517968,[115  24] ; [29  4],[116.37209302  22.62790698] ; [27.62790698  5.37209302],0
n2,1,0.473259,0.514355,[34 19] ; [9 3],[35.06153846 17.93846154] ; [7.93846154 4.06153846],0
a2,1,0.482421,0.493385,[ 15 124] ; [ 5 28],[ 16.1627907 122.8372093] ; [ 3.8372093 29.1627907],0
a1,1,0.530137,0.394128,[  2 137] ; [ 1 32],[  2.4244186 136.5755814] ; [ 0.5755814 32.4244186],0
p10,1,0.568851,0.324608,[84 53] ; [22 11],[85.42352941 51.57647059] ; [20.57647059 12.42352941],0
s7,1,0.582508,0.302198,[ 30 102] ; [ 9 24],[ 31.2 100.8] ; [ 7.8 25.2],0
d3,1,0.589979,0.290377,[87 52] ; [21 10],[88.30588235 50.69411765] ; [19.69411765 11.30588235],0
s6,1,0.595519,0.281808,[58 81] ; [15 17],[59.33918129 79.66081871] ; [13.66081871 18.33918129],0
u1,1,0.595896,0.28123,[  9 130] ; [ 3 30],[  9.69767442 129.30232558] ; [ 2.30232558 30.69767442],0
v4,1,0.604221,0.268677,[121  17] ; [30  3],[121.85964912  16.14035088] ; [29.14035088  3.85964912],0
v2,1,0.607887,0.263263,[54 75] ; [15 17],[55.28571429 73.71428571] ; [13.71428571 18.28571429],0
d4,1,0.623818,0.240537,[98 40] ; [22 11],[96.84210526 41.15789474] ; [23.15789474  9.84210526],0
d5,1,0.635001,0.225339,[93 46] ; [20 12],[91.85380117 47.14619883] ; [21.14619883 10.85380117],0
r3,1,0.661666,0.191506,[118  21] ; [29  4],[118.79651163  20.20348837] ; [28.20348837  4.79651163],0
r4,1,0.78009,0.077954,[102  37] ; [25  8],[102.63372093  36.36627907] ; [24.36627907  8.63372093],0
v1,1,0.800328,0.06397,[50 86] ; [11 21],[49.38095238 86.61904762] ; [11.61904762 20.38095238],0
r1,1,0.835328,0.043211,[90 49] ; [22 11],[90.51162791 48.48837209] ; [21.48837209 11.51162791],0
s3,1,0.855512,0.033157,[52 86] ; [13 20],[52.45614035 85.54385965] ; [12.54385965 20.45614035],0
s1,1,0.873251,0.02545,[  5 134] ; [ 1 32],[  4.84883721 134.15116279] ; [ 1.15116279 31.84883721],0
d2,1,0.880447,0.022621,[44 95] ; [10 23],[43.63953488 95.36046512] ; [10.36046512 22.63953488],0
n6,1,0.912319,0.012125,[84 55] ; [19 13],[83.7251462 55.2748538] ; [19.2748538 12.7251462],0
a6,1,0.953974,0.003331,[85 54] ; [20 13],[84.85465116 54.14534884] ; [20.14534884 12.85465116],0
u3,1,0.962588,0.0022,[32 23] ; [10  7],[32.08333333 22.91666667] ; [9.91666667 7.08333333],0
p1,1,0.967809,0.001629,[  4 134] ; [ 1 32],[  4.03508772 133.96491228] ; [ 0.96491228 32.03508772],0
n3,1,1.0,0.0,[36 18] ; [8 4],[36. 18.] ; [8. 4.],0
