Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,7.5e-05,15.673849,[61 76] ; [26  5],[70.94642857 66.05357143] ; [16.05357143 14.94642857],1
p8,1,0.000819,11.197393,[48 90] ; [22 11],[56.49122807 81.50877193] ; [13.50877193 19.49122807],1
b4,1,0.003819,8.367895,[85 54] ; [11 22],[77.58139535 61.41860465] ; [18.41860465 14.58139535],0
s2,1,0.015586,5.848972,[ 37 101] ; [16 17],[42.77192982 95.22807018] ; [10.22807018 22.77192982],0
b1,1,0.028134,4.819839,[51 88] ; [19 14],[56.56976744 82.43023256] ; [13.43023256 19.56976744],0
p4,1,0.030464,4.6829,[51 87] ; [19 14],[56.49122807 81.50877193] ; [13.50877193 19.49122807],0
v3,1,0.044733,4.028688,[34 97] ; [ 3 29],[ 29.73619632 101.26380368] ; [ 7.26380368 24.73619632],0
b5,1,0.048344,3.897979,[84 55] ; [26  7],[88.89534884 50.10465116] ; [21.10465116 11.89534884],0
p11,1,0.074168,3.188271,[82 57] ; [25  8],[86.47093023 52.52906977] ; [20.52906977 12.47093023],0
u2,1,0.08265,3.012009,[29 26] ; [13  4],[32.08333333 22.91666667] ; [9.91666667 7.08333333],0
a8,1,0.08832,2.904726,[  6 123] ; [ 4 27],[  8.0625 120.9375] ; [ 1.9375 29.0625],0
p5,1,0.109232,2.565294,[  4 133] ; [ 3 30],[  5.64117647 131.35882353] ; [ 1.35882353 31.64117647],0
a5,1,0.13245,2.263553,[75 64] ; [13 20],[71.11627907 67.88372093] ; [16.88372093 16.11627907],0
a7,1,0.147914,2.093629,[95 44] ; [26  6],[98.35672515 40.64327485] ; [22.64327485  9.35672515],0
a4,1,0.164905,1.928664,[ 34 105] ; [12 21],[ 37.1744186 101.8255814] ; [ 8.8255814 24.1744186],0
p3,1,0.228286,1.451507,[ 36 103] ; [12 21],[ 38.79069767 100.20930233] ; [ 9.20930233 23.79069767],0
s8,1,0.244341,1.355374,[ 29 110] ; [10 23],[ 31.51744186 107.48255814] ; [ 7.48255814 25.51744186],0
d1,1,0.256974,1.284987,[57 82] ; [10 23],[54.14534884 84.85465116] ; [12.85465116 20.14534884],0
p2,1,0.259086,1.273632,[95 43] ; [26  7],[97.64912281 40.35087719] ; [23.35087719  9.64912281],0
n1,1,0.27103,1.211529,[10 43] ; [4 8],[11.41538462 41.58461538] ; [2.58461538 9.41538462],0
a3,1,0.273071,1.201257,[82 57] ; [16 17],[79.19767442 59.80232558] ; [18.80232558 14.19767442],0
