Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,27.301136,[ 3 30] ; [46 26],[15.4 17.6] ; [33.6 38.4],1
d4,1,1.9e-05,18.257168,[12 20] ; [57 14],[21.4368932 10.5631068] ; [47.5631068 23.4368932],1
a5,1,0.000499,12.120902,[11 22] ; [50 22],[19.17142857 13.82857143] ; [41.82857143 30.17142857],1
r3,1,0.001023,10.786172,[18 15] ; [60 11],[24.75  8.25] ; [53.25 17.75],0
d2,1,0.001255,10.407841,[10 23] ; [45 25],[17.62135922 15.37864078] ; [37.37864078 32.62135922],0
r4,1,0.00152,10.053681,[16 17] ; [57 15],[22.94285714 10.05714286] ; [50.05714286 21.94285714],0
a4,1,0.003945,8.308746,[ 5 27] ; [32 39],[11.49514563 20.50485437] ; [25.50485437 45.49514563],0
r2,1,0.005699,7.643019,[25  8] ; [67  4],[29.19230769  3.80769231] ; [62.80769231  8.19230769],0
p2,1,0.008458,6.933819,[12 21] ; [46 26],[18.22857143 14.77142857] ; [39.77142857 32.22857143],0
v4,1,0.008989,6.825,[21 11] ; [63  9],[25.84615385  6.15384615] ; [58.15384615 13.84615385],0
a3,1,0.01281,6.195196,[13 19] ; [48 24],[18.76923077 13.23076923] ; [42.23076923 29.76923077],0
a7,1,0.014368,5.992318,[15 18] ; [50 21],[20.625 12.375] ; [44.375 26.625],0
a6,1,0.018776,5.52229,[15 18] ; [50 22],[20.42857143 12.57142857] ; [44.57142857 27.42857143],0
s8,1,0.020335,5.382907,[ 4 29] ; [24 47],[ 8.88461538 24.11538462] ; [19.11538462 51.88461538],0
r1,1,0.021612,5.276744,[19 14] ; [57 15],[23.88571429  9.11428571] ; [52.11428571 19.88571429],0
n4,1,0.036882,4.355858,[24  9] ; [64  8],[27.65714286  5.34285714] ; [60.34285714 11.65714286],0
a2,1,0.041361,4.161152,[ 2 31] ; [16 56],[ 5.65714286 27.34285714] ; [12.34285714 59.65714286],0
p4,1,0.053101,3.740744,[ 8 24] ; [32 39],[12.42718447 19.57281553] ; [27.57281553 43.42718447],0
d3,1,0.054255,3.704843,[14 19] ; [45 27],[18.54285714 14.45714286] ; [40.45714286 31.54285714],0
u3,1,0.060187,3.532222,[ 6 14] ; [14 10],[ 9.09090909 10.90909091] ; [10.90909091 13.09090909],0
p1,1,0.080896,3.046806,[ 6 27] ; [ 5 67],[ 3.45714286 29.54285714] ; [ 7.54285714 64.45714286],0
n6,1,0.090555,2.864476,[22 11] ; [58 13],[25.38461538  7.61538462] ; [54.61538462 16.38461538],0
p6,1,0.095754,2.774878,[ 9 23] ; [10 60],[ 5.96078431 26.03921569] ; [13.03921569 56.96078431],0
u1,1,0.102973,2.65888,[ 2 31] ; [13 59],[ 4.71428571 28.28571429] ; [10.28571429 61.71428571],0
