Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,23.727647,[206  27] ; [4 7],[200.53278689  32.46721311] ; [9.46721311 1.53278689],1
s1,1,0.002012,9.538776,[  5 225] ; [2 9],[  6.68049793 223.31950207] ; [ 0.31950207 10.68049793],0
s5,1,0.008082,7.015129,[ 45 174] ; [6 5],[ 48.56086957 170.43913043] ; [2.43913043 8.56086957],0
p1,1,0.010032,6.629177,[ 15 217] ; [3 8],[ 17.18518519 214.81481481] ; [ 0.81481481 10.18518519],0
r2,1,0.013909,6.049656,[216  16] ; [8 3],[213.8600823  18.1399177] ; [10.1399177  0.8600823],0
a7,1,0.017262,5.669586,[164  69] ; [4 7],[160.42622951  72.57377049] ; [7.57377049 3.42622951],0
v4,1,0.018679,5.531288,[215  17] ; [8 3],[212.90534979  19.09465021] ; [10.09465021  0.90534979],0
d4,1,0.045394,4.003932,[186  47] ; [6 5],[183.3442623  49.6557377] ; [8.6557377 2.3442623],0
v2,1,0.049045,3.873811,[114 106] ; [2 8],[110.95652174 109.04347826] ; [5.04347826 4.95652174],0
p5,1,0.072535,3.224707,[ 12 218] ; [2 9],[ 13.36099585 216.63900415] ; [ 0.63900415 10.36099585],0
d1,1,0.076877,3.129708,[127 106] ; [3 8],[124.13934426 108.86065574] ; [5.86065574 5.13934426],0
d5,1,0.100081,2.704258,[178  55] ; [6 5],[175.70491803  57.29508197] ; [8.29508197 2.70491803],0
b2,1,0.12222,2.388639,[53 80] ; [1 7],[50.93617021 82.06382979] ; [3.06382979 4.93617021],0
b3,1,0.12222,2.388639,[53 80] ; [1 7],[50.93617021 82.06382979] ; [3.06382979 4.93617021],0
r1,1,0.174367,1.84499,[170  62] ; [6 5],[168.03292181  63.96707819] ; [7.96707819 3.03292181],0
s3,1,0.230867,1.435512,[113 116] ; [3 7],[111.14644351 117.85355649] ; [4.85355649 5.14644351],0
p10,1,0.231625,1.430854,[183  49] ; [7 4],[181.39917695  50.60082305] ; [8.60082305 2.39917695],0
b4,1,0.235476,1.407473,[150  83] ; [9 2],[151.83196721  81.16803279] ; [7.16803279 3.83196721],0
d3,1,0.263855,1.248415,[145  88] ; [5 6],[143.23770492  89.76229508] ; [6.76229508 4.23770492],0
a4,1,0.268217,1.225845,[103 130] ; [3 8],[101.22131148 131.77868852] ; [4.77868852 6.22131148],0
