Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2.5e-05,17.798016,[20 32] ; [35  8],[30.10526316 21.89473684] ; [24.89473684 18.10526316],1
p5,1,0.001433,10.162518,[ 3 48] ; [13 29],[ 8.77419355 42.22580645] ; [ 7.22580645 34.77419355],0
p8,1,0.006366,7.443591,[22 28] ; [31 12],[28.49462366 21.50537634] ; [24.50537634 18.49462366],0
p1,1,0.006696,7.352689,[ 3 49] ; [11 32],[ 7.66315789 44.33684211] ; [ 6.33684211 36.66315789],0
p2,1,0.006782,7.329821,[39 13] ; [41  2],[43.78947368  8.21052632] ; [36.21052632  6.78947368],0
p6,1,0.008831,6.856739,[16 35] ; [23 16],[22.1 28.9] ; [16.9 22.1],0
p7,1,0.030177,4.69918,[28 21] ; [33  9],[32.84615385 16.15384615] ; [28.15384615 13.84615385],0
s4,1,0.05373,3.72107,[19 33] ; [ 8 35],[14.77894737 37.22105263] ; [12.22105263 30.77894737],0
p11,1,0.05373,3.72107,[33 19] ; [35  8],[37.22105263 14.77894737] ; [30.77894737 12.22105263],0
d4,1,0.081651,3.031721,[37 15] ; [37  6],[40.50526316 11.49473684] ; [33.49473684  9.50526316],0
n4,1,0.09674,2.75848,[33 19] ; [34  9],[36.67368421 15.32631579] ; [30.32631579 12.67368421],0
p9,1,0.100215,2.702126,[36 14] ; [37  6],[39.24731183 10.75268817] ; [33.75268817  9.24731183],0
p12,1,0.108878,2.570438,[ 1 51] ; [ 4 39],[ 2.73684211 49.26315789] ; [ 2.26315789 40.73684211],0
n5,1,0.12064,2.408989,[35 17] ; [35  8],[38.31578947 13.68421053] ; [31.68421053 11.31578947],0
n6,1,0.122734,2.382081,[38 14] ; [37  6],[41.05263158 10.94736842] ; [33.94736842  9.05263158],0
n1,1,0.126858,2.330532,[ 6 11] ; [6 3],[7.84615385 9.15384615] ; [4.15384615 4.84615385],0
r3,1,0.139502,2.183449,[46  5] ; [42  1],[47.74468085  3.25531915] ; [40.25531915  2.74468085],0
v1,1,0.152578,2.046285,[22 30] ; [24 18],[25.44680851 26.55319149] ; [20.55319149 21.44680851],0
b4,1,0.178177,1.812761,[28 24] ; [29 14],[31.2 20.8] ; [25.8 17.2],0
d5,1,0.200586,1.638102,[35 17] ; [34  9],[37.76842105 14.23157895] ; [31.23157895 11.76842105],0
r4,1,0.216868,1.524979,[41 11] ; [38  5],[43.24210526  8.75789474] ; [35.75789474  7.24210526],0
v3,1,0.243663,1.359277,[19 33] ; [19 20],[21.71428571 30.28571429] ; [16.28571429 22.71428571],0
a7,1,0.278627,1.173776,[32 20] ; [31 12],[34.48421053 17.51578947] ; [28.51578947 14.48421053],0
u3,1,0.283006,1.1526,[16  7] ; [9 8],[14.375  8.625] ; [10.625  6.375],0
s2,1,0.283009,1.152585,[38 14] ; [27 16],[35.57894737 16.42105263] ; [29.42105263 13.57894737],0
a4,1,0.329836,0.949541,[ 8 44] ; [10 33],[ 9.85263158 42.14736842] ; [ 8.14736842 34.85263158],0
n3,1,0.340018,0.910364,[8 9] ; [6 3],[9.15384615 7.84615385] ; [4.84615385 4.15384615],0
s8,1,0.340999,0.906671,[34 18] ; [24 19],[31.74736842 20.25263158] ; [26.25263158 16.74736842],0
a8,1,0.353936,0.859296,[ 7 42] ; [ 3 35],[ 5.63218391 43.36781609] ; [ 4.36781609 33.63218391],0
d1,1,0.356485,0.850237,[17 35] ; [18 25],[19.15789474 32.84210526] ; [15.84210526 27.15789474],0
u1,1,0.496397,0.462632,[ 2 50] ; [ 3 40],[ 2.73684211 49.26315789] ; [ 2.26315789 40.73684211],0
a6,1,0.500601,0.453662,[23 29] ; [22 21],[24.63157895 27.36842105] ; [20.36842105 22.63157895],0
b3,1,0.518258,0.417358,[12 21] ; [ 8 20],[10.81967213 22.18032787] ; [ 9.18032787 18.81967213],0
b2,1,0.518258,0.417358,[12 21] ; [ 8 20],[10.81967213 22.18032787] ; [ 9.18032787 18.81967213],0
a3,1,0.548343,0.360294,[29 23] ; [26 16],[30.42553191 21.57446809] ; [24.57446809 17.42553191],0
s3,1,0.589693,0.290824,[40 12] ; [31 12],[38.86315789 13.13684211] ; [32.13684211 10.86315789],0
