Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2.5e-05,17.798016,[20 32] ; [35  8],[30.10526316 21.89473684] ; [24.89473684 18.10526316],1
s5,1,0.663264,0.189583,[21 31] ; [14 25],[20. 32.] ; [15. 24.],0
n2,1,0.694176,0.154602,[12  5] ; [7 2],[12.42307692  4.57692308] ; [6.57692308 2.42307692],0
b5,1,0.734878,0.11468,[26 26] ; [23 20],[26.82105263 25.17894737] ; [22.17894737 20.82105263],0
b1,1,0.764439,0.089794,[19 33] ; [17 26],[19.70526316 32.29473684] ; [16.29473684 26.70526316],0
r2,1,0.898634,0.016227,[47  4] ; [39  3],[47.16129032  3.83870968] ; [38.83870968  3.16129032],0
s1,1,0.898634,0.016227,[ 4 47] ; [ 3 39],[ 3.83870968 47.16129032] ; [ 3.16129032 38.83870968],0
v2,1,0.905268,0.014163,[22 28] ; [19 23],[22.2826087 27.7173913] ; [18.7173913 23.2826087],0
d3,1,0.914957,0.011404,[32 20] ; [26 17],[31.74736842 20.25263158] ; [26.25263158 16.74736842],0
u2,1,0.918006,0.010598,[14  9] ; [10  6],[14.15384615  8.84615385] ; [9.84615385 6.15384615],0
r1,1,0.919534,0.010205,[37 15] ; [31 12],[37.22105263 14.77894737] ; [30.77894737 12.22105263],0
s6,1,0.975101,0.000974,[39 12] ; [33 10],[39.06382979 11.93617021] ; [32.93617021 10.06382979],0
d2,1,0.978771,0.000708,[11 41] ; [ 9 34],[10.94736842 41.05263158] ; [ 9.05263158 33.94736842],0
p10,1,0.986947,0.000268,[40 11] ; [33  9],[40.03225806 10.96774194] ; [32.96774194  9.03225806],0
