Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.011568,6.375865,[11  5] ; [ 9 21],[6.95652174 9.04347826] ; [13.04347826 16.95652174],0
s8,1,0.032992,4.546199,[10  6] ; [ 9 21],[6.60869565 9.39130435] ; [12.39130435 17.60869565],0
b5,1,0.038603,4.278274,[13  3] ; [15 15],[9.73913043 6.26086957] ; [18.26086957 11.73913043],0
s7,1,0.042479,4.116004,[12  3] ; [14 15],[8.86363636 6.13636364] ; [17.13636364 11.86363636],0
u2,1,0.049039,3.874024,[5 2] ; [2 7],[3.0625 3.9375] ; [3.9375 5.0625],0
u3,1,0.092133,2.836706,[2 5] ; [7 3],[3.70588235 3.29411765] ; [5.29411765 4.70588235],0
p8,1,0.098376,2.731681,[9 7] ; [ 9 20],[6.4 9.6] ; [11.6 17.4],0
p4,1,0.100255,2.701484,[11  5] ; [13 17],[8.34782609 7.65217391] ; [15.65217391 14.34782609],0
s4,1,0.151764,2.054427,[7 9] ; [ 7 23],[ 4.86956522 11.13043478] ; [ 9.13043478 20.86956522],0
p7,1,0.166993,1.909736,[11  4] ; [15 14],[8.86363636 6.13636364] ; [17.13636364 11.86363636],0
p9,1,0.208458,1.582106,[13  3] ; [19 11],[11.13043478  4.86956522] ; [20.86956522  9.13043478],0
n3,1,0.210096,1.570767,[2 5] ; [7 5],[3.31578947 3.68421053] ; [5.68421053 6.31578947],0
a5,1,0.221784,1.492788,[11  5] ; [15 15],[9.04347826 6.95652174] ; [16.95652174 13.04347826],0
a2,1,0.230424,1.438243,[ 2 14] ; [ 1 29],[ 1.04347826 14.95652174] ; [ 1.95652174 28.04347826],0
n5,1,0.236212,1.403061,[12  4] ; [16 12],[10.18181818  5.81818182] ; [17.81818182 10.18181818],0
s3,1,0.243926,1.357759,[14  2] ; [21  8],[12.44444444  3.55555556] ; [22.55555556  6.44444444],0
d1,1,0.305885,1.048359,[ 6 10] ; [16 14],[7.65217391 8.34782609] ; [14.34782609 15.65217391],0
p11,1,0.308987,1.035,[12  4] ; [18 12],[10.43478261  5.56521739] ; [19.56521739 10.43478261],0
a6,1,0.311816,1.022969,[11  5] ; [16 14],[9.39130435 6.60869565] ; [17.60869565 12.39130435],0
r2,1,0.361714,0.831934,[11  4] ; [16 11],[9.64285714 5.35714286] ; [17.35714286  9.64285714],0
n2,1,0.36308,0.827211,[6 1] ; [8 4],[5.15789474 1.84210526] ; [8.84210526 3.15789474],0
d3,1,0.381715,0.765172,[8 8] ; [19 11],[9.39130435 6.60869565] ; [17.60869565 12.39130435],0
b4,1,0.41757,0.657143,[ 6 10] ; [15 15],[7.30434783 8.69565217] ; [13.69565217 16.30434783],0
a4,1,0.446931,0.578423,[ 6 10] ; [ 8 22],[ 4.86956522 11.13043478] ; [ 9.13043478 20.86956522],0
a3,1,0.48573,0.48597,[9 7] ; [20 10],[10.08695652  5.91304348] ; [18.91304348 11.08695652],0
p2,1,0.509106,0.435904,[13  3] ; [21  8],[12.08888889  3.91111111] ; [21.91111111  7.08888889],0
r1,1,0.509106,0.435904,[ 3 13] ; [ 8 21],[ 3.91111111 12.08888889] ; [ 7.08888889 21.91111111],0
s6,1,0.510704,0.432624,[12  4] ; [19 10],[11.02222222  4.97777778] ; [19.97777778  9.02222222],0
n1,1,0.539222,0.376984,[2 5] ; [ 2 10],[1.47368421 5.52631579] ; [2.52631579 9.47368421],0
d5,1,0.558527,0.342262,[12  4] ; [20 10],[11.13043478  4.86956522] ; [20.86956522  9.13043478],0
s5,1,0.586567,0.295737,[5 8] ; [ 9 21],[4.23255814 8.76744186] ; [ 9.76744186 20.23255814],0
v2,1,0.608483,0.26239,[9 7] ; [14 15],[8.17777778 7.82222222] ; [14.82222222 14.17777778],0
d2,1,0.639186,0.219808,[7 9] ; [11 19],[6.26086957 9.73913043] ; [11.73913043 18.26086957],0
u1,1,0.644079,0.213447,[ 1 15] ; [ 1 29],[ 0.69565217 15.30434783] ; [ 1.30434783 28.69565217],0
p10,1,0.659636,0.193966,[10  6] ; [20  9],[10.66666667  5.33333333] ; [19.33333333  9.66666667],0
p5,1,0.662432,0.190582,[ 1 15] ; [ 1 28],[ 0.71111111 15.28888889] ; [ 1.28888889 27.71111111],0
b1,1,0.665492,0.186921,[8 8] ; [13 17],[7.30434783 8.69565217] ; [13.69565217 16.30434783],0
s1,1,0.667262,0.184821,[ 1 15] ; [ 3 27],[ 1.39130435 14.60869565] ; [ 2.60869565 27.39130435],0
a1,1,0.667262,0.184821,[ 1 15] ; [ 3 27],[ 1.39130435 14.60869565] ; [ 2.60869565 27.39130435],0
r3,1,0.739193,0.110837,[12  4] ; [23  6],[12.44444444  3.55555556] ; [22.55555556  6.44444444],0
b3,1,0.757782,0.095107,[3 8] ; [ 4 14],[2.65517241 8.34482759] ; [ 4.34482759 13.65517241],0
b2,1,0.757782,0.095107,[3 8] ; [ 4 14],[2.65517241 8.34482759] ; [ 4.34482759 13.65517241],0
v4,1,0.822229,0.050481,[11  5] ; [17  9],[10.66666667  5.33333333] ; [17.33333333  8.66666667],0
a7,1,0.829333,0.046465,[8 8] ; [14 16],[7.65217391 8.34782609] ; [14.34782609 15.65217391],0
v3,1,0.851038,0.035266,[ 4 12] ; [ 8 21],[ 4.26666667 11.73333333] ; [ 7.73333333 21.26666667],0
n4,1,0.868573,0.027381,[10  6] ; [18 12],[9.73913043 6.26086957] ; [18.26086957 11.73913043],0
d4,1,0.89956,0.015931,[12  4] ; [23  7],[12.17391304  3.82608696] ; [22.82608696  7.17391304],0
v1,1,0.929711,0.007781,[6 9] ; [12 17],[6.13636364 8.86363636] ; [11.86363636 17.13636364],0
a8,1,0.933668,0.006927,[ 1 15] ; [ 2 27],[ 1.06666667 14.93333333] ; [ 1.93333333 27.06666667],0
n6,1,0.975781,0.000922,[10  6] ; [17 10],[10.04651163  5.95348837] ; [16.95348837 10.04651163],0
