Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.000165,14.190353,[70 17] ; [15 18],[61.625 25.375] ; [23.375  9.625],1
s6,1,0.016215,5.779424,[45 42] ; [ 9 24],[39.15 47.85] ; [14.85 18.15],0
d2,1,0.037271,4.337979,[47 39] ; [11 22],[41.91596639 44.08403361] ; [16.08403361 16.91596639],0
d1,1,0.040391,4.201389,[45 43] ; [10 23],[40. 48.] ; [15. 18.],0
p10,1,0.073599,3.200864,[27 59] ; [ 5 28],[23.12605042 62.87394958] ; [ 8.87394958 24.12605042],0
s5,1,0.101908,2.675426,[19 67] ; [ 3 30],[15.89915966 70.10084034] ; [ 6.10084034 26.89915966],0
r2,1,0.151466,2.057423,[79  8] ; [26  6],[76.76470588 10.23529412] ; [28.23529412  3.76470588],0
s8,1,0.155385,2.018576,[24 63] ; [ 5 28],[21.025 65.975] ; [ 7.975 25.025],0
r3,1,0.183886,1.765935,[67 20] ; [29  4],[69.6 17.4] ; [26.4  6.6],0
p3,1,0.193234,1.69279,[26 61] ; [14 19],[29. 58.] ; [11. 22.],0
d4,1,0.195739,1.673882,[58 29] ; [26  7],[60.9 26.1] ; [23.1  9.9],0
a1,1,0.20037,1.639677,[ 9 79] ; [ 1 32],[ 7.27272727 80.72727273] ; [ 2.72727273 30.27272727],0
b1,1,0.274448,1.194378,[49 39] ; [22 11],[51.63636364 36.36363636] ; [19.36363636 13.63636364],0
v2,1,0.315637,1.006942,[33 53] ; [16 17],[35.41176471 50.58823529] ; [13.58823529 19.41176471],0
p2,1,0.325671,0.966034,[50 38] ; [22 11],[52.36363636 35.63636364] ; [19.63636364 13.36363636],0
a6,1,0.360841,0.834963,[56 32] ; [18 15],[53.81818182 34.18181818] ; [20.18181818 12.81818182],0
n3,1,0.384206,0.7572,[16 14] ; [5 2],[17.02702703 12.97297297] ; [3.97297297 3.02702703],0
p1,1,0.408961,0.681818,[10 78] ; [ 2 30],[ 8.8 79.2] ; [ 3.2 28.8],0
p7,1,0.410453,0.677489,[38 47] ; [12 21],[36.01694915 48.98305085] ; [13.98305085 19.01694915],0
p6,1,0.416937,0.658933,[15 70] ; [ 8 25],[16.56779661 68.43220339] ; [ 6.43220339 26.56779661],0
a7,1,0.420199,0.649758,[57 30] ; [19 14],[55.1 31.9] ; [20.9 12.1],0
p8,1,0.486586,0.484067,[27 61] ; [ 8 25],[25.45454545 62.54545455] ; [ 9.54545455 23.45454545],0
a2,1,0.507893,0.438406,[18 70] ; [ 5 28],[16.72727273 71.27272727] ; [ 6.27272727 26.72727273],0
p4,1,0.532275,0.390046,[34 52] ; [11 22],[32.5210084 53.4789916] ; [12.4789916 20.5210084],0
n1,1,0.588198,0.293167,[14 15] ; [3 5],[13.32432432 15.67567568] ; [3.67567568 4.32432432],0
a5,1,0.590902,0.288938,[54 34] ; [22 11],[55.27272727 32.72727273] ; [20.72727273 12.27272727],0
u1,1,0.602037,0.271935,[14 74] ; [ 4 29],[13.09090909 74.90909091] ; [ 4.90909091 28.09090909],0
a3,1,0.604207,0.268697,[52 35] ; [18 15],[50.75 36.25] ; [19.25 13.75],0
s4,1,0.620094,0.245735,[10 75] ; [ 5 28],[10.80508475 74.19491525] ; [ 4.19491525 28.80508475],0
r1,1,0.663777,0.188968,[66 22] ; [26  7],[66.90909091 21.09090909] ; [25.09090909  7.90909091],0
v3,1,0.722075,0.126513,[32 56] ; [12 18],[32.81355932 55.18644068] ; [11.18644068 18.81355932],0
r4,1,0.736423,0.113296,[64 24] ; [25  8],[64.72727273 23.27272727] ; [24.27272727  8.72727273],0
d5,1,0.741191,0.109083,[64 24] ; [23 10],[63.27272727 24.72727273] ; [23.72727273  9.27272727],0
u3,1,0.74253,0.107915,[15 21] ; [7 8],[15.52941176 20.47058824] ; [6.47058824 8.52941176],0
b3,1,0.744104,0.106552,[20 41] ; [ 7 12],[20.5875 40.4125] ; [ 6.4125 12.5875],0
b2,1,0.744104,0.106552,[20 41] ; [ 7 12],[20.5875 40.4125] ; [ 6.4125 12.5875],0
b5,1,0.765217,0.089184,[48 40] ; [19 14],[48.72727273 39.27272727] ; [18.27272727 14.72727273],0
p11,1,0.823493,0.049753,[46 42] ; [18 15],[46.54545455 41.45454545] ; [17.45454545 15.54545455],0
s1,1,0.858202,0.03192,[ 6 80] ; [ 2 31],[ 5.78151261 80.21848739] ; [ 2.21848739 30.78151261],0
s2,1,0.873414,0.025384,[30 56] ; [11 22],[29.6302521 56.3697479] ; [11.3697479 21.6302521],0
n2,1,0.915595,0.011233,[20 11] ; [5 3],[19.87179487 11.12820513] ; [5.12820513 2.87179487],0
a4,1,0.918378,0.010501,[33 53] ; [13 20],[33.24369748 52.75630252] ; [12.75630252 20.24369748],0
s3,1,0.930578,0.00759,[40 47] ; [15 17],[40.21008403 46.78991597] ; [14.78991597 17.21008403],0
b4,1,0.939302,0.005798,[54 34] ; [20 13],[53.81818182 34.18181818] ; [20.18181818 12.81818182],0
v1,1,0.939302,0.005798,[34 54] ; [13 20],[34.18181818 53.81818182] ; [12.81818182 20.18181818],0
v4,1,0.943292,0.00506,[72 16] ; [26  6],[71.86666667 16.13333333] ; [26.13333333  5.86666667],0
d3,1,0.969742,0.001439,[53 35] ; [20 13],[53.09090909 34.90909091] ; [19.90909091 13.09090909],0
u2,1,0.979775,0.000643,[16 18] ; [7 8],[15.95918367 18.04081633] ; [7.04081633 7.95918367],0
s7,1,1.0,0.0,[28 56] ; [ 9 18],[28. 56.] ; [ 9. 18.],0
