Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,29.474636,[63 67] ; [ 24 114],[42.20149254 87.79850746] ; [44.79850746 93.20149254],1
v1,1,3.4e-05,17.16694,[72 55] ; [43 94],[55.3219697 71.6780303] ; [59.6780303 77.3219697],1
a7,1,0.00074,11.386138,[106  26] ; [87 54],[93.31868132 38.68131868] ; [99.68131868 41.31868132],1
s1,1,0.002535,9.115032,[  1 131] ; [ 12 128],[  6.30882353 125.69117647] ; [  6.69117647 133.30882353],0
r1,1,0.003622,8.464377,[106  27] ; [90 51],[95.13868613 37.86131387] ; [100.86131387  40.13868613],0
r3,1,0.004467,8.083527,[127   5] ; [121  19],[120.35294118  11.64705882] ; [127.64705882  12.35294118],0
d5,1,0.008604,6.903166,[112  21] ; [100  41],[102.90510949  30.09489051] ; [109.09489051  31.90510949],0
d1,1,0.008673,6.888913,[86 47] ; [69 72],[75.23722628 57.76277372] ; [79.76277372 61.23722628],0
p12,1,0.014578,5.966728,[ 15 118] ; [  5 135],[  9.74358974 123.25641026] ; [ 10.25641026 129.74358974],0
a5,1,0.029241,4.753381,[101  32] ; [90 51],[92.71167883 40.28832117] ; [98.28832117 42.71167883],0
d4,1,0.037015,4.349724,[111  21] ; [104  37],[103.95604396  28.04395604] ; [111.04395604  29.95604396],0
p5,1,0.052415,3.762477,[  6 127] ; [ 15 124],[ 10.26838235 122.73161765] ; [ 10.73161765 128.26838235],0
n3,1,0.053226,3.736813,[27  8] ; [26 20],[22.90123457 12.09876543] ; [30.09876543 15.90123457],0
a1,1,0.074333,3.184652,[  7 126] ; [  2 139],[  4.36861314 128.63138686] ; [  4.63138686 136.36861314],0
p10,1,0.079592,3.073213,[101  31] ; [93 46],[94.49446494 37.50553506] ; [99.50553506 39.49446494],0
p4,1,0.084317,2.979661,[68 65] ; [57 83],[60.8974359 72.1025641] ; [64.1025641 75.8974359],0
d2,1,0.087557,2.91873,[73 58] ; [63 76],[65.98518519 65.01481481] ; [70.01481481 68.98518519],0
r2,1,0.095975,2.771185,[123   9] ; [122  18],[118.89705882  13.10294118] ; [126.10294118  13.89705882],0
d3,1,0.097581,2.744644,[92 41] ; [84 57],[85.43065693 47.56934307] ; [90.56934307 50.43065693],0
p2,1,0.101934,2.675022,[98 35] ; [91 50],[91.74087591 41.25912409] ; [97.25912409 43.74087591],0
p6,1,0.114596,2.489671,[ 25 106] ; [ 17 123],[ 20.30258303 110.69741697] ; [ 21.69741697 118.30258303],0
p9,1,0.126182,2.33886,[106  24] ; [101  36],[100.78651685  29.21348315] ; [106.21348315  30.78651685],0
s6,1,0.134237,2.242811,[87 44] ; [80 59],[81.02592593 49.97407407] ; [85.97407407 53.02592593],0
a3,1,0.139742,2.180796,[93 40] ; [86 54],[87.20512821 45.79487179] ; [91.79487179 48.20512821],0
n4,1,0.154536,2.026892,[106  27] ; [102  39],[100.96350365  32.03649635] ; [107.03649635  33.96350365],0
s2,1,0.159287,1.980986,[63 66] ; [56 83],[57.27985075 71.72014925] ; [61.72014925 77.27985075],0
p1,1,0.167803,1.902464,[  8 125] ; [ 15 126],[ 11.16423358 121.83576642] ; [ 11.83576642 129.16423358],0
r4,1,0.181438,1.785803,[113  20] ; [111  30],[108.72992701  24.27007299] ; [115.27007299  25.72992701],0
a6,1,0.198776,1.651342,[91 42] ; [86 55],[85.91605839 47.08394161] ; [91.08394161 49.91605839],0
s8,1,0.22488,1.472955,[52 79] ; [46 95],[47.19852941 83.80147059] ; [50.80147059 90.19852941],0
u3,1,0.342361,0.901572,[25 15] ; [29 26],[22.73684211 17.26315789] ; [31.26315789 23.73684211],0
b1,1,0.374074,0.790085,[45 88] ; [55 86],[48.54014599 84.45985401] ; [51.45985401 89.54014599],0
n5,1,0.382399,0.762975,[97 35] ; [110  31],[100.08791209  31.91208791] ; [106.91208791  34.08791209],0
a2,1,0.399591,0.709557,[ 31 102] ; [ 27 114],[ 28.15328467 104.84671533] ; [ 29.84671533 111.15328467],0
s7,1,0.409856,0.679217,[55 70] ; [53 83],[51.72413793 73.27586207] ; [56.27586207 79.72413793],0
s4,1,0.452684,0.563924,[ 20 111] ; [ 26 113],[ 22.31851852 108.68148148] ; [ 23.68148148 115.31851852],0
n1,1,0.460072,0.54572,[12 24] ; [19 27],[13.6097561 22.3902439] ; [17.3902439 28.6097561],0
b2,1,0.464948,0.533957,[30 48] ; [27 55],[27.7875 50.2125] ; [29.2125 52.7875],0
b3,1,0.464948,0.533957,[30 48] ; [27 55],[27.7875 50.2125] ; [29.2125 52.7875],0
n2,1,0.483581,0.490776,[27  8] ; [33 14],[25.6097561  9.3902439] ; [34.3902439 12.6097561],0
p3,1,0.495101,0.465421,[46 87] ; [43 97],[43.35897436 89.64102564] ; [45.64102564 94.35897436],0
u1,1,0.58824,0.293102,[ 26 107] ; [ 24 117],[ 24.27007299 108.72992701] ; [ 25.72992701 115.27007299],0
s3,1,0.600888,0.273659,[64 66] ; [64 75],[61.85873606 68.14126394] ; [66.14126394 72.85873606],0
p11,1,0.609755,0.260532,[98 35] ; [100  41],[96.10948905 36.89051095] ; [101.89051095  39.10948905],0
v4,1,0.611809,0.257549,[123  10] ; [128  13],[121.83576642  11.16423358] ; [129.16423358  11.83576642],0
u2,1,0.614874,0.253138,[21 19] ; [26 29],[19.78947368 20.21052632] ; [27.21052632 27.78947368],0
a8,1,0.738939,0.111061,[ 12 104] ; [ 12 120],[ 11.22580645 104.77419355] ; [ 12.77419355 119.22580645],0
a4,1,0.746448,0.10454,[60 73] ; [60 79],[58.67647059 74.32352941] ; [61.32352941 77.67647059],0
b5,1,0.777394,0.079929,[88 45] ; [91 50],[86.88686131 46.11313869] ; [92.11313869 48.88686131],0
b4,1,0.902672,0.014954,[83 50] ; [89 52],[83.48905109 49.51094891] ; [88.51094891 52.48905109],0
p8,1,0.909839,0.012824,[35 98] ; [ 36 104],[34.58974359 98.41025641] ; [ 36.41025641 103.58974359],0
u4,1,0.942327,0.005234,[  3 130] ; [  3 138],[  2.91240876 130.08759124] ; [  3.08759124 137.91240876],0
s5,1,0.952127,0.003604,[32 93] ; [ 35 100],[32.21153846 92.78846154] ; [ 34.78846154 100.21153846],0
