Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.00074,11.387163,[ 69 278] ; [18 24],[ 77.6066838 269.3933162] ; [ 9.3933162 32.6066838],1
s6,1,0.003364,8.598683,[142 208] ; [27 15],[150.89285714 199.10714286] ; [18.10714286 23.89285714],0
a6,1,0.011686,6.357849,[249 106] ; [22 21],[241.72110553 113.27889447] ; [29.27889447 13.72110553],0
s2,1,0.018225,5.574424,[ 45 308] ; [11 31],[ 50.04556962 302.95443038] ; [ 5.95443038 36.04556962],0
p6,1,0.041308,4.163326,[108 240] ; [20 23],[113.92327366 234.07672634] ; [14.07672634 28.92327366],0
p11,1,0.042514,4.114626,[273  82] ; [27 16],[267.5879397  87.4120603] ; [32.4120603 10.5879397],0
r1,1,0.048864,3.880033,[271  83] ; [27 16],[265.72292191  88.27707809] ; [32.27707809 10.72292191],0
a8,1,0.063319,3.448233,[ 39 277] ; [ 1 39],[ 35.50561798 280.49438202] ; [ 4.49438202 35.50561798],0
d3,1,0.072218,3.231885,[229 125] ; [33  9],[234.21212121 119.78787879] ; [27.78787879 14.21212121],0
u2,1,0.076981,3.12751,[68 49] ; [ 6 11],[64.6119403 52.3880597] ; [9.3880597 7.6119403],0
b1,1,0.077004,3.127038,[140 215] ; [11 32],[134.68592965 220.31407035] ; [16.31407035 26.68592965],0
a4,1,0.103008,2.658349,[153 201] ; [13 30],[148.02015113 205.97984887] ; [17.97984887 25.02015113],0
p2,1,0.104708,2.632327,[283  69] ; [30 13],[278.92658228  73.07341772] ; [34.07341772  8.92658228],0
r3,1,0.111739,2.529455,[329  25] ; [37  6],[326.35768262  27.64231738] ; [39.64231738  3.35768262],0
n4,1,0.132826,2.25916,[254 101] ; [26 17],[249.74874372 105.25125628] ; [30.25125628 12.74874372],0
r2,1,0.138032,2.199763,[325  26] ; [37  6],[322.49238579  28.50761421] ; [39.50761421  3.49238579],0
a2,1,0.163296,1.943437,[ 73 282] ; [ 5 38],[ 69.57286432 285.42713568] ; [ 8.42713568 34.57286432],0
v3,1,0.166908,1.9105,[127 216] ; [11 31],[122.94545455 220.05454545] ; [15.05454545 26.94545455],0
p10,1,0.220428,1.50158,[262  86] ; [36  7],[265.22762148  82.77237852] ; [32.77237852 10.22762148],0
u3,1,0.226835,1.460596,[67 51] ; [ 7 10],[64.68148148 53.31851852] ; [9.31851852 7.68148148],0
v2,1,0.239651,1.382644,[192 151] ; [20 23],[188.38341969 154.61658031] ; [23.61658031 19.38341969],0
s7,1,0.349252,0.876171,[ 88 244] ; [14 28],[ 90.54545455 241.45454545] ; [11.45454545 30.54545455],0
n5,1,0.383933,0.758069,[244 108] ; [27 16],[241.49873418 110.50126582] ; [29.50126582 13.49873418],0
d2,1,0.402341,0.701319,[155 198] ; [16 27],[152.43181818 200.56818182] ; [18.56818182 24.43181818],0
a3,1,0.417588,0.657094,[236 118] ; [26 17],[233.62216625 120.37783375] ; [28.37783375 14.62216625],0
p3,1,0.440218,0.595713,[161 191] ; [17 26],[158.62278481 193.37721519] ; [19.37721519 23.62278481],0
n2,1,0.443744,0.586581,[61 31] ; [10  3],[62.20952381 29.79047619] ; [8.79047619 4.20952381],0
b3,1,0.445836,0.581217,[ 76 129] ; [ 7 17],[ 74.30131004 130.69868996] ; [ 8.69868996 15.30131004],0
b2,1,0.445836,0.581217,[ 76 129] ; [ 7 17],[ 74.30131004 130.69868996] ; [ 8.69868996 15.30131004],0
n1,1,0.465858,0.531785,[26 65] ; [5 8],[27.125 63.875] ; [3.875 9.125],0
v1,1,0.482597,0.492988,[175 176] ; [19 24],[172.82741117 178.17258883] ; [21.17258883 21.82741117],0
n6,1,0.507444,0.439334,[291  64] ; [37  6],[292.56281407  62.43718593] ; [35.43718593  7.56281407],0
r4,1,0.507914,0.438361,[310  45] ; [36  7],[308.61809045  46.38190955] ; [37.38190955  5.61809045],0
d5,1,0.531941,0.390682,[285  70] ; [32 10],[283.46347607  71.53652393] ; [33.53652393  8.46347607],0
p1,1,0.541798,0.372218,[ 24 330] ; [ 4 39],[ 24.96725441 329.03274559] ; [ 3.03274559 39.96725441],0
p5,1,0.605978,0.266074,[ 33 319] ; [ 3 40],[ 32.08101266 319.91898734] ; [ 3.91898734 39.08101266],0
a5,1,0.658209,0.195706,[251 104] ; [29 14],[249.74874372 105.25125628] ; [30.25125628 12.74874372],0
s8,1,0.67899,0.171265,[ 88 264] ; [12 31],[ 89.11392405 262.88607595] ; [10.88607595 32.11392405],0
a7,1,0.694162,0.154617,[251 103] ; [31 11],[252.09090909 101.90909091] ; [29.90909091 12.09090909],0
p9,1,0.710673,0.137606,[274  73] ; [35  8],[274.93076923  72.06923077] ; [34.06923077  8.93076923],0
p8,1,0.717217,0.131175,[175 171] ; [20 22],[173.89175258 172.10824742] ; [21.10824742 20.89175258],0
p4,1,0.766052,0.088532,[188 163] ; [22 21],[187.08121827 163.91878173] ; [22.91878173 20.08121827],0
d1,1,0.769726,0.085692,[190 165] ; [22 21],[189.09547739 165.90452261] ; [22.90452261 20.09547739],0
a1,1,0.823487,0.049757,[ 14 341] ; [ 2 41],[ 14.27135678 340.72864322] ; [ 1.72864322 41.27135678],0
b5,1,0.847697,0.036886,[220 135] ; [26 17],[219.42211055 135.57788945] ; [26.57788945 16.42211055],0
s1,1,0.882289,0.021924,[  7 345] ; [ 1 42],[  7.12911392 344.87088608] ; [ 0.87088608 42.12911392],0
p12,1,0.911485,0.012358,[ 15 335] ; [ 2 41],[ 15.13994911 334.86005089] ; [ 1.86005089 41.13994911],0
n3,1,0.916418,0.011014,[61 29] ; [9 4],[61.16504854 28.83495146] ; [8.83495146 4.16504854],0
d4,1,0.935189,0.006613,[278  76] ; [34  9],[278.20654912  75.79345088] ; [33.79345088  9.20654912],0
u1,1,0.937676,0.006114,[ 48 307] ; [ 6 37],[ 48.16582915 306.83417085] ; [ 5.83417085 37.16582915],0
b4,1,0.96809,0.0016,[197 158] ; [24 19],[197.12311558 157.87688442] ; [23.87688442 19.12311558],0
p7,1,0.9806,0.000591,[203 145] ; [25 18],[202.9258312 145.0741688] ; [25.0741688 17.9258312],0
