Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,6.8e-05,15.852368,[ 3 40] ; [18 22],[10.87951807 32.12048193] ; [10.12048193 29.87951807],1
d3,1,0.18529,1.754679,[ 6 38] ; [10 30],[ 8.38095238 35.61904762] ; [ 7.61904762 32.38095238],0
p11,1,0.260523,1.265975,[28 16] ; [30 10],[30.38095238 13.61904762] ; [27.61904762 12.38095238],0
a4,1,0.272869,1.202267,[ 7 37] ; [10 29],[ 9.01204819 34.98795181] ; [ 7.98795181 31.01204819],0
d2,1,0.31577,1.006389,[10 34] ; [13 27],[12.04761905 31.95238095] ; [10.95238095 29.04761905],0
a2,1,0.353326,0.861477,[ 3 41] ; [ 1 39],[ 2.0952381 41.9047619] ; [ 1.9047619 38.0952381],0
p5,1,0.37562,0.784988,[ 3 41] ; [ 5 35],[ 4.19047619 39.80952381] ; [ 3.80952381 36.19047619],0
n6,1,0.384991,0.754705,[28 16] ; [29 11],[29.85714286 14.14285714] ; [27.14285714 12.85714286],0
n3,1,0.386671,0.749384,[12  7] ; [13  4],[13.19444444  5.80555556] ; [11.80555556  5.19444444],0
r4,1,0.425059,0.636286,[26 18] ; [27 13],[27.76190476 16.23809524] ; [25.23809524 14.76190476],0
a5,1,0.425059,0.636286,[18 26] ; [13 27],[16.23809524 27.76190476] ; [14.76190476 25.23809524],0
s4,1,0.442313,0.590274,[ 7 37] ; [ 9 31],[ 8.38095238 35.61904762] ; [ 7.61904762 32.38095238],0
a3,1,0.443178,0.588041,[19 25] ; [14 26],[17.28571429 26.71428571] ; [15.71428571 24.28571429],0
u2,1,0.461396,0.542505,[ 9 16] ; [12 14],[10.29411765 14.70588235] ; [10.70588235 15.29411765],0
v3,1,0.468321,0.525935,[11 30] ; [ 8 32],[ 9.61728395 31.38271605] ; [ 9.38271605 30.61728395],0
p10,1,0.477759,0.503975,[22 21] ; [23 16],[23.59756098 19.40243902] ; [21.40243902 17.59756098],0
a6,1,0.491223,0.473846,[22 22] ; [17 23],[20.42857143 23.57142857] ; [18.57142857 21.42857143],0
b1,1,0.518813,0.416253,[20 24] ; [21 19],[21.47619048 22.52380952] ; [19.52380952 20.47619048],0
b4,1,0.543384,0.369303,[26 18] ; [21 19],[24.61904762 19.38095238] ; [22.38095238 17.61904762],0
a1,1,0.613893,0.254545,[ 2 42] ; [ 1 39],[ 1.57142857 42.42857143] ; [ 1.42857143 38.57142857],0
p9,1,0.684328,0.165294,[26 16] ; [23 17],[25.09756098 16.90243902] ; [23.90243902 16.09756098],0
n1,1,0.742298,0.108117,[ 9 12] ; [ 6 10],[ 8.51351351 12.48648649] ; [6.48648649 9.51351351],0
r2,1,0.772707,0.083426,[35  9] ; [32  7],[35.51807229  8.48192771] ; [31.48192771  7.51807229],0
n2,1,0.795953,0.066868,[14  7] ; [12  5],[14.36842105  6.63157895] ; [11.63157895  5.36842105],0
s6,1,0.812089,0.056516,[22 22] ; [18 20],[21.46341463 22.53658537] ; [18.53658537 19.46341463],0
u3,1,0.842992,0.039231,[ 8 17] ; [ 9 17],[ 8.33333333 16.66666667] ; [ 8.66666667 17.33333333],0
a8,1,0.852258,0.034685,[ 6 34] ; [ 5 32],[ 5.71428571 34.28571429] ; [ 5.28571429 31.71428571],0
s1,1,0.901108,0.015441,[ 3 40] ; [ 3 36],[ 3.14634146 39.85365854] ; [ 2.85365854 36.14634146],0
p12,1,0.903546,0.014685,[ 3 41] ; [ 3 37],[ 3.14285714 40.85714286] ; [ 2.85714286 37.14285714],0
n4,1,0.963703,0.002071,[31 13] ; [28 12],[30.9047619 13.0952381] ; [28.0952381 11.9047619],0
v1,1,0.995492,3.2e-05,[14 29] ; [13 27],[13.98795181 29.01204819] ; [13.01204819 26.98795181],0
n5,1,1.0,0.0,[33 11] ; [30 10],[33. 11.] ; [30. 10.],0
r1,1,1.0,0.0,[22 22] ; [20 20],[22. 22.] ; [20. 20.],0
