Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.01615,5.786452,[89 28] ; [40  3],[94.33125 22.66875] ; [34.66875  8.33125],0
r4,1,0.034605,4.464549,[78 39] ; [36  7],[83.3625 33.6375] ; [30.6375 12.3625],0
p2,1,0.0363,4.382941,[73 41] ; [35  8],[78.42038217 35.57961783] ; [29.57961783 13.42038217],0
s6,1,0.039343,4.246008,[38 77] ; [21 20],[43.49358974 71.50641026] ; [15.50641026 25.49358974],0
n5,1,0.060157,3.533038,[90 27] ; [26 16],[85.35849057 31.64150943] ; [30.64150943 11.35849057],0
p7,1,0.067594,3.340501,[55 60] ; [27 15],[60.06369427 54.93630573] ; [21.93630573 20.06369427],0
r2,1,0.072581,3.223671,[92 21] ; [40  3],[95.61538462 17.38461538] ; [36.38461538  6.61538462],0
v2,1,0.077472,3.117158,[48 65] ; [11 30],[43.29220779 69.70779221] ; [15.70779221 25.29220779],0
b4,1,0.123025,2.378379,[63 54] ; [29 14],[67.275 49.725] ; [24.725 18.275],0
p1,1,0.157911,1.994118,[  8 109] ; [ 6 37],[ 10.2375 106.7625] ; [ 3.7625 39.2375],0
n6,1,0.165948,1.919175,[89 28] ; [28 15],[85.55625 31.44375] ; [31.44375 11.55625],0
u1,1,0.192774,1.696288,[  3 114] ; [ 3 40],[  4.3875 112.6125] ; [ 1.6125 41.3875],0
d3,1,0.205536,1.602591,[39 78] ; [19 24],[42.4125 74.5875] ; [15.5875 27.4125],0
s4,1,0.213355,1.548511,[ 13 104] ; [ 8 35],[ 15.35625 101.64375] ; [ 5.64375 37.35625],0
a4,1,0.216941,1.524492,[40 76] ; [19 23],[43.3164557 72.6835443] ; [15.6835443 26.3164557],0
d5,1,0.22182,1.492555,[75 42] ; [23 20],[71.6625 45.3375] ; [26.3375 16.6625],0
a8,1,0.306221,1.046905,[  8 103] ; [ 5 35],[  9.55629139 101.44370861] ; [ 3.44370861 36.55629139],0
n2,1,0.32175,0.981818,[28 16] ; [8 2],[29.33333333 14.66666667] ; [6.66666667 3.33333333],0
