Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1e-05,19.605145,[32 62] ; [53 25],[46.45348837 47.54651163] ; [38.54651163 39.45348837],1
v3,1,0.00021,13.736712,[23 71] ; [40 37],[34.63157895 59.36842105] ; [28.36842105 48.63157895],1
p9,1,0.000474,12.214286,[60 35] ; [66 10],[70. 25.] ; [56. 20.],1
p10,1,0.000565,11.886911,[59 37] ; [64 11],[69.05263158 26.94736842] ; [53.94736842 21.05263158],1
p3,1,0.005022,7.871656,[31 67] ; [41 37],[40.09090909 57.90909091] ; [31.90909091 46.09090909],0
s6,1,0.005227,7.799111,[50 48] ; [54 21],[58.9132948 39.0867052] ; [45.0867052 29.9132948],0
p4,1,0.00759,7.127746,[40 57] ; [48 30],[48.77714286 48.22285714] ; [39.22285714 38.77714286],0
n4,1,0.010352,6.573372,[55 43] ; [59 20],[63.11864407 34.88135593] ; [50.88135593 28.11864407],0
p12,1,0.011171,6.437976,[ 1 97] ; [ 7 70],[ 4.48 93.52] ; [ 3.52 73.48],0
p5,1,0.021365,5.296795,[ 5 92] ; [12 65],[ 9.47701149 87.52298851] ; [ 7.52298851 69.47701149],0
s5,1,0.02367,5.118616,[20 76] ; [27 47],[26.54117647 69.45882353] ; [20.45882353 53.54117647],0
p6,1,0.026062,4.951919,[25 72] ; [31 43],[31.76608187 65.23391813] ; [24.23391813 49.76608187],0
v4,1,0.026266,4.938447,[86 11] ; [77  2],[89.83522727  7.16477273] ; [73.16477273  5.83522727],0
n5,1,0.034872,4.451422,[58 40] ; [58 20],[64.59090909 33.40909091] ; [51.40909091 26.59090909],0
p2,1,0.04082,4.18348,[71 26] ; [67 11],[76.49142857 20.50857143] ; [61.50857143 16.49142857],0
r3,1,0.04206,4.132775,[86 10] ; [76  2],[89.37931034  6.62068966] ; [72.62068966  5.37931034],0
p7,1,0.046862,3.950341,[45 50] ; [47 28],[51.41176471 43.58823529] ; [40.58823529 34.41176471],0
r4,1,0.076871,3.12985,[77 21] ; [70  9],[81.38983051 16.61016949] ; [65.61016949 13.38983051],0
n1,1,0.095872,2.772909,[ 8 20] ; [10  9],[10.72340426 17.27659574] ; [ 7.27659574 11.72340426],0
b1,1,0.096274,2.766207,[43 55] ; [25 54],[37.64971751 60.35028249] ; [30.35028249 48.64971751],0
d2,1,0.108913,2.569918,[30 67] ; [16 63],[25.35227273 71.64772727] ; [20.64772727 58.35227273],0
p11,1,0.124324,2.361984,[64 34] ; [60 19],[68.65536723 29.34463277] ; [55.34463277 23.65536723],0
r2,1,0.130177,2.290398,[84 13] ; [73  5],[87.02285714  9.97714286] ; [69.97714286  8.02285714],0
d4,1,0.138789,2.191336,[75 22] ; [68 11],[78.8125 18.1875] ; [64.1875 14.8125],0
s8,1,0.177636,1.81729,[29 69] ; [31 48],[33.22033898 64.77966102] ; [26.77966102 52.22033898],0
d3,1,0.178344,1.811371,[62 35] ; [58 21],[66.13636364 30.86363636] ; [53.86363636 25.13636364],0
b3,1,0.178776,1.807769,[12 43] ; [14 27],[14.89583333 40.10416667] ; [11.10416667 29.89583333],0
b2,1,0.178776,1.807769,[12 43] ; [14 27],[14.89583333 40.10416667] ; [11.10416667 29.89583333],0
a6,1,0.18287,1.774142,[51 47] ; [49 30],[55.36723164 42.63276836] ; [44.63276836 34.36723164],0
a4,1,0.189916,1.718267,[18 80] ; [21 58],[21.59322034 76.40677966] ; [17.40677966 61.59322034],0
s7,1,0.220017,1.504259,[34 59] ; [34 40],[37.86826347 55.13173653] ; [30.13173653 43.86826347],0
p1,1,0.226553,1.462371,[ 6 90] ; [ 9 70],[ 8.22857143 87.77142857] ; [ 6.77142857 72.22857143],0
b4,1,0.268022,1.226841,[65 33] ; [46 33],[61.45762712 36.54237288] ; [49.54237288 29.45762712],0
