Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.026826,4.901988,[34 16] ; [4 8],[30.64516129 19.35483871] ; [7.35483871 4.64516129],0
s3,1,0.081021,3.044302,[32 18] ; [10  1],[34.42622951 15.57377049] ; [7.57377049 3.42622951],0
s1,1,0.114454,2.491616,[ 2 47] ; [ 2 10],[ 3.21311475 45.78688525] ; [ 0.78688525 11.21311475],0
s2,1,0.140023,2.177701,[29 21] ; [9 2],[31.14754098 18.85245902] ; [6.85245902 4.14754098],0
u3,1,0.147202,2.10101,[10 10] ; [5 1],[11.53846154  8.46153846] ; [3.46153846 2.53846154],0
a6,1,0.156689,2.005895,[32 18] ; [5 7],[29.83870968 20.16129032] ; [7.16129032 4.83870968],0
p6,1,0.160838,1.966334,[19 31] ; [ 2 10],[16.93548387 33.06451613] ; [4.06451613 7.93548387],0
s5,1,0.170904,1.875,[14 34] ; [6 6],[16. 32.] ; [4. 8.],0
v3,1,0.184427,1.761581,[18 31] ; [ 2 10],[16.06557377 32.93442623] ; [3.93442623 8.06557377],0
n5,1,0.188697,1.727758,[37 13] ; [11  1],[38.70967742 11.29032258] ; [9.29032258 2.70967742],0
d3,1,0.188697,1.727758,[13 37] ; [ 1 11],[11.29032258 38.70967742] ; [2.70967742 9.29032258],0
s7,1,0.215822,1.531937,[36 13] ; [6 5],[34.3 14.7] ; [7.7 3.3],0
p2,1,0.241294,1.373019,[41  9] ; [8 4],[39.51612903 10.48387097] ; [9.48387097 2.51612903],0
b5,1,0.250036,1.323104,[30 20] ; [5 7],[28.22580645 21.77419355] ; [6.77419355 5.22580645],0
u2,1,0.250478,1.320635,[12  8] ; [2 4],[10.76923077  9.23076923] ; [3.23076923 2.76923077],0
p1,1,0.250954,1.317987,[ 6 44] ; [3 9],[ 7.25806452 42.74193548] ; [ 1.74193548 10.25806452],0
s6,1,0.329506,0.950838,[39 10] ; [11  1],[40.16393443  8.83606557] ; [9.83606557 2.16393443],0
v2,1,0.346885,0.88482,[25 23] ; [4 7],[23.59322034 24.40677966] ; [5.40677966 5.59322034],0
n6,1,0.41358,0.668487,[41  9] ; [11  1],[41.93548387  8.06451613] ; [10.06451613  1.93548387],0
b4,1,0.520282,0.413333,[24 26] ; [7 5],[25. 25.] ; [6. 6.],0
a3,1,0.528416,0.397436,[30 20] ; [6 6],[29.03225806 20.96774194] ; [6.96774194 5.03225806],0
a7,1,0.582589,0.302068,[29 21] ; [8 4],[29.83870968 20.16129032] ; [7.16129032 4.83870968],0
p7,1,0.636681,0.223109,[34 16] ; [9 3],[34.67741935 15.32258065] ; [8.32258065 3.67741935],0
v1,1,0.652637,0.202591,[24 23] ; [7 5],[24.69491525 22.30508475] ; [6.30508475 5.69491525],0
n1,1,0.681777,0.168132,[8 5] ; [2 2],[7.64705882 5.35294118] ; [2.35294118 1.64705882],0
b1,1,0.707614,0.140672,[22 28] ; [6 6],[22.58064516 27.41935484] ; [5.41935484 6.58064516],0
a2,1,0.718531,0.129905,[ 6 44] ; [ 1 11],[ 5.64516129 44.35483871] ; [ 1.35483871 10.64516129],0
p12,1,0.76764,0.087299,[ 3 47] ; [ 1 11],[ 3.22580645 46.77419355] ; [ 0.77419355 11.22580645],0
u1,1,0.76764,0.087299,[ 3 47] ; [ 1 11],[ 3.22580645 46.77419355] ; [ 0.77419355 11.22580645],0
v4,1,0.781549,0.076896,[46  3] ; [11  1],[45.78688525  3.21311475] ; [11.21311475  0.78688525],0
p8,1,0.803061,0.062194,[23 27] ; [6 6],[23.38709677 26.61290323] ; [5.61290323 6.38709677],0
n4,1,0.804667,0.061163,[35 14] ; [9 3],[35.3442623 13.6557377] ; [8.6557377 3.3442623],0
p4,1,0.814847,0.054839,[31 19] ; [7 5],[30.64516129 19.35483871] ; [7.35483871 4.64516129],0
a4,1,0.822037,0.050592,[15 35] ; [4 8],[15.32258065 34.67741935] ; [3.67741935 8.32258065],0
p10,1,0.834885,0.043447,[42  7] ; [10  2],[41.7704918  7.2295082] ; [10.2295082  1.7704918],0
r4,1,0.86079,0.030754,[45  5] ; [11  1],[45.16129032  4.83870968] ; [10.83870968  1.16129032],0
d5,1,0.90092,0.0155,[26 24] ; [6 6],[25.80645161 24.19354839] ; [6.19354839 5.80645161],0
p3,1,0.90092,0.0155,[24 26] ; [6 6],[24.19354839 25.80645161] ; [5.80645161 6.19354839],0
p11,1,0.943323,0.005054,[37 13] ; [9 3],[37.09677419 12.90322581] ; [8.90322581 3.09677419],0
p9,1,0.955034,0.003179,[42  8] ; [10  2],[41.93548387  8.06451613] ; [10.06451613  1.93548387],0
d2,1,0.965047,0.00192,[17 33] ; [4 8],[16.93548387 33.06451613] ; [4.06451613 7.93548387],0
r2,1,0.984643,0.000371,[45  4] ; [11  1],[44.98360656  4.01639344] ; [11.01639344  0.98360656],0
r1,1,1.0,0.0,[36 12] ; [9 3],[36. 12.] ; [9. 3.],0
