Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,91.780009,[264  44] ; [57 80],[222.1752809  85.8247191] ; [98.8247191 38.1752809],1
n6,1,0.0,38.760435,[273  35] ; [87 50],[249.16853933  58.83146067] ; [110.83146067  26.16853933],1
p10,1,0.0,28.133471,[246  57] ; [77 58],[223.44520548  79.55479452] ; [99.55479452 35.44520548],1
p9,1,1.2e-05,19.23305,[254  48] ; [89 47],[236.49771689  65.50228311] ; [106.50228311  29.49771689],1
a5,1,0.00014,14.49851,[227  81] ; [76 61],[209.71685393  98.28314607] ; [93.28314607 43.71685393],1
v1,1,0.000195,13.8786,[162 140] ; [46 88],[144.0733945 157.9266055] ; [63.9266055 70.0733945],1
p4,1,0.000451,12.307417,[174 131] ; [53 83],[156.99546485 148.00453515] ; [70.00453515 65.99546485],1
u1,1,0.001072,10.698955,[ 47 261] ; [  6 131],[ 36.68314607 271.31685393] ; [ 16.31685393 120.68314607],0
s6,1,0.001782,9.76196,[152 151] ; [46 89],[136.97260274 166.02739726] ; [61.02739726 73.97260274],0
a2,1,0.001855,9.688153,[ 70 238] ; [ 14 123],[ 58.13932584 249.86067416] ; [ 25.86067416 111.13932584],0
n1,1,0.009386,6.74791,[30 40] ; [ 9 37],[23.53448276 46.46551724] ; [15.46551724 30.53448276],0
p11,1,0.015422,5.867568,[246  62] ; [95 42],[236.01797753  71.98202247] ; [104.98202247  32.01797753],0
p8,1,0.021721,5.268024,[163 136] ; [58 78],[151.90574713 147.09425287] ; [69.09425287 66.90574713],0
d2,1,0.024181,5.081602,[140 166] ; [47 90],[129.16930023 176.83069977] ; [57.83069977 79.16930023],0
a4,1,0.026624,4.915013,[132 173] ; [44 93],[121.4479638 183.5520362] ; [54.5520362 82.4479638],0
p5,1,0.028753,4.782354,[ 36 270] ; [  7 130],[ 29.7020316 276.2979684] ; [ 13.2979684 123.7020316],0
s1,1,0.045498,4.000079,[  4 300] ; [  6 131],[  6.89342404 297.10657596] ; [  3.10657596 133.89342404],0
p3,1,0.048272,3.900478,[148 158] ; [52 84],[138.46153846 167.53846154] ; [61.53846154 74.46153846],0
d5,1,0.052598,3.756649,[246  62] ; [98 39],[238.09438202  69.90561798] ; [105.90561798  31.09438202],0
r4,1,0.060928,3.511938,[274  34] ; [113  24],[267.85617978  40.14382022] ; [119.14382022  17.85617978],0
a6,1,0.068992,3.306847,[220  88] ; [86 51],[211.79325843  96.20674157] ; [94.20674157 42.79325843],0
s7,1,0.073322,3.207046,[ 83 206] ; [ 27 105],[ 75.51068884 213.48931116] ; [34.48931116 97.51068884],0
p6,1,0.077115,3.12468,[ 96 209] ; [ 30 100],[ 88.34482759 216.65517241] ; [37.65517241 92.34482759],0
n2,1,0.078729,3.090946,[55 18] ; [27 18],[50.72881356 22.27118644] ; [31.27118644 13.72881356],0
v3,1,0.086695,2.934705,[115 187] ; [38 91],[107.20649652 194.79350348] ; [45.79350348 83.20649652],0
a8,1,0.128787,2.307063,[ 33 240] ; [  9 118],[ 28.665 244.335] ; [ 13.335 113.665],0
p12,1,0.144848,2.125684,[ 16 288] ; [  3 133],[ 13.12727273 290.87272727] ; [  5.87272727 130.12727273],0
s8,1,0.236225,1.402979,[ 79 227] ; [ 28 108],[ 74.07692308 231.92307692] ; [ 32.92307692 103.07692308],0
p7,1,0.236461,1.401572,[185 116] ; [76 61],[179.3630137 121.6369863] ; [81.6369863 55.3630137],0
d3,1,0.269076,1.221453,[194 113] ; [94 43],[199.13513514 107.86486486] ; [88.86486486 48.13513514],0
s5,1,0.269735,1.218096,[ 59 242] ; [ 20 112],[ 54.91685912 246.08314088] ; [ 24.08314088 107.91685912],0
a7,1,0.287689,1.130405,[211  96] ; [101  36],[215.72972973  91.27027027] ; [96.27027027 40.72972973],0
d4,1,0.3004,1.072416,[228  79] ; [108  29],[232.32432432  74.67567568] ; [103.67567568  33.32432432],0
v2,1,0.317042,1.001109,[159 137] ; [64 68],[154.22429907 141.77570093] ; [68.77570093 63.22429907],0
p2,1,0.356958,0.848569,[250  56] ; [106  30],[246.46153846  59.53846154] ; [109.53846154  26.46153846],0
a3,1,0.358664,0.842565,[205 101] ; [85 51],[200.76923077 105.23076923] ; [89.23076923 46.76923077],0
b2,1,0.36992,0.803935,[ 69 113] ; [24 51],[ 65.85992218 116.14007782] ; [27.14007782 47.85992218],0
b3,1,0.36992,0.803935,[ 69 113] ; [24 51],[ 65.85992218 116.14007782] ; [27.14007782 47.85992218],0
u2,1,0.400506,0.706807,[53 48] ; [31 21],[55.45098039 45.54901961] ; [28.54901961 23.45098039],0
b5,1,0.436309,0.60597,[179 129] ; [85 52],[182.72359551 125.27640449] ; [81.27640449 55.72359551],0
r2,1,0.474952,0.510432,[284  21] ; [124  12],[282.17687075  22.82312925] ; [125.82312925  10.17687075],0
r1,1,0.491342,0.473586,[237  69] ; [102  35],[234.16252822  71.83747178] ; [104.83747178  32.16252822],0
d1,1,0.501844,0.451034,[159 149] ; [66 71],[155.73033708 152.26966292] ; [69.26966292 67.73033708],0
n3,1,0.528516,0.397244,[52 18] ; [31 14],[50.52173913 19.47826087] ; [32.47826087 12.52173913],0
a1,1,0.609572,0.260799,[ 12 296] ; [  4 133],[ 11.0741573 296.9258427] ; [  4.9258427 132.0741573],0
u3,1,0.610509,0.259434,[51 52] ; [28 24],[52.49677419 50.50322581] ; [26.50322581 25.49677419],0
b4,1,0.637527,0.221991,[177 131] ; [82 55],[179.26292135 128.73707865] ; [79.73707865 57.26292135],0
s4,1,0.644861,0.21244,[ 31 274] ; [ 12 125],[ 29.6719457 275.3280543] ; [ 13.3280543 123.6719457],0
p1,1,0.677926,0.17247,[ 24 284] ; [  9 126],[ 22.94356659 285.05643341] ; [ 10.05643341 124.94356659],0
s3,1,0.719187,0.129273,[ 71 235] ; [ 29 105],[ 69.54545455 236.45454545] ; [ 30.45454545 103.54545455],0
r3,1,0.844085,0.038679,[284  23] ; [126  11],[283.49099099  23.50900901] ; [126.50900901  10.49099099],0
b1,1,0.930118,0.007691,[116 192] ; [51 86],[115.58651685 192.41348315] ; [51.41348315 85.58651685],0
