Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000873,11.078489,[23 31] ; [ 7 45],[15.28301887 38.71698113] ; [14.71698113 37.28301887],1
p2,1,0.045451,4.001841,[41 15] ; [46  6],[45.11111111 10.88888889] ; [41.88888889 10.11111111],0
d4,1,0.051389,3.795556,[50  6] ; [39 13],[46.14814815  9.85185185] ; [42.85185185  9.14814815],0
d1,1,0.05881,3.570635,[37 19] ; [25 27],[32.14814815 23.85185185] ; [29.85185185 22.14814815],0
d2,1,0.072123,3.234035,[29 27] ; [18 34],[24.37037037 31.62962963] ; [22.62962963 29.37037037],0
a8,1,0.073441,3.204392,[ 5 42] ; [ 1 50],[ 2.87755102 44.12244898] ; [ 3.12244898 47.87755102],0
u3,1,0.086023,2.947261,[7 8] ; [15  5],[9.42857143 5.57142857] ; [12.57142857  7.42857143],0
u1,1,0.099551,2.712716,[16 40] ; [ 8 44],[12.44444444 43.55555556] ; [11.55555556 40.44444444],0
a4,1,0.100931,2.69077,[27 29] ; [17 35],[22.81481481 33.18518519] ; [21.18518519 30.81481481],0
p5,1,0.103984,2.643357,[ 7 49] ; [ 2 50],[ 4.66666667 51.33333333] ; [ 4.33333333 47.66666667],0
v1,1,0.142694,2.148669,[30 25] ; [21 31],[26.21495327 28.78504673] ; [24.78504673 27.21495327],0
d3,1,0.159805,1.976073,[48  8] ; [39 13],[45.11111111 10.88888889] ; [41.88888889 10.11111111],0
r1,1,0.182122,1.78022,[45 11] ; [36 16],[42. 14.] ; [39. 13.],0
p4,1,0.193672,1.689463,[32 24] ; [36 16],[35.25925926 20.74074074] ; [32.74074074 19.25925926],0
a3,1,0.195187,1.678028,[41 15] ; [32 20],[37.85185185 18.14814815] ; [35.14814815 16.85185185],0
r3,1,0.201421,1.632044,[53  2] ; [46  5],[51.36792453  3.63207547] ; [47.63207547  3.36792453],0
s6,1,0.207981,1.585423,[48  7] ; [39 11],[45.57142857  9.42857143] ; [41.42857143  8.57142857],0
n3,1,0.242809,1.364211,[6 3] ; [13  2],[7.125 1.875] ; [11.875  3.125],0
n2,1,0.242809,1.364211,[6 3] ; [13  2],[7.125 1.875] ; [11.875  3.125],0
p10,1,0.257878,1.280113,[47  8] ; [40 12],[44.71962617 10.28037383] ; [42.28037383  9.71962617],0
b4,1,0.27439,1.194667,[38 18] ; [30 22],[35.25925926 20.74074074] ; [32.74074074 19.25925926],0
p8,1,0.284085,1.147443,[23 30] ; [28 24],[25.74285714 27.25714286] ; [25.25714286 26.74285714],0
p9,1,0.320005,0.988926,[49  6] ; [42  9],[47.21698113  7.78301887] ; [43.78301887  7.21698113],0
a5,1,0.377453,0.778981,[41 15] ; [34 18],[38.88888889 17.11111111] ; [36.11111111 15.88888889],0
p12,1,0.454865,0.5585,[ 4 52] ; [ 2 50],[ 3.11111111 52.88888889] ; [ 2.88888889 49.11111111],0
a2,1,0.493965,0.467878,[15 41] ; [11 41],[13.48148148 42.51851852] ; [12.51851852 39.48148148],0
d5,1,0.500963,0.452896,[46 10] ; [40 12],[44.59259259 11.40740741] ; [41.40740741 10.59259259],0
s1,1,0.525347,0.403384,[ 1 54] ; [ 2 50],[ 1.54205607 53.45794393] ; [ 1.45794393 50.54205607],0
s5,1,0.532875,0.388905,[26 25] ; [21 26],[24.45918367 26.54081633] ; [22.54081633 24.45918367],0
p7,1,0.544843,0.366637,[34 21] ; [28 22],[32.47619048 22.52380952] ; [29.52380952 20.47619048],0
v4,1,0.60248,0.271272,[54  2] ; [51  1],[54.44444444  1.55555556] ; [50.55555556  1.44444444],0
p1,1,0.622359,0.242566,[ 3 53] ; [ 4 48],[ 3.62962963 52.37037037] ; [ 3.37037037 48.62962963],0
s8,1,0.689375,0.159763,[28 28] ; [24 28],[26.96296296 29.03703704] ; [25.03703704 26.96296296],0
n6,1,0.692315,0.156591,[48  7] ; [44  8],[47.28971963  7.71028037] ; [44.71028037  7.28971963],0
n5,1,0.710175,0.138102,[38 18] ; [37 15],[38.88888889 17.11111111] ; [36.11111111 15.88888889],0
r2,1,0.725282,0.123488,[53  3] ; [49  2],[53.38317757  2.61682243] ; [48.61682243  2.38317757],0
p6,1,0.733437,0.115979,[24 31] ; [21 31],[23.13084112 31.86915888] ; [21.86915888 30.13084112],0
s7,1,0.784036,0.075111,[31 25] ; [29 21],[31.69811321 24.30188679] ; [28.30188679 21.69811321],0
p11,1,0.794033,0.068162,[39 17] ; [35 17],[38.37037037 17.62962963] ; [35.62962963 16.37037037],0
a6,1,0.802643,0.062464,[40 16] ; [36 16],[39.40740741 16.59259259] ; [36.59259259 15.40740741],0
s2,1,0.807022,0.059668,[40 15] ; [36 15],[39.43396226 15.56603774] ; [36.56603774 14.43396226],0
