Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,2e-06,22.92752,[26 74] ; [46 28],[41.37931034 58.62068966] ; [30.62068966 43.37931034],1
p10,1,1.4e-05,18.856711,[52 52] ; [62 14],[65.86666667 38.13333333] ; [48.13333333 27.86666667],1
a3,1,0.000551,11.933531,[55 50] ; [61 18],[66.19565217 38.80434783] ; [49.80434783 29.19565217],1
v3,1,0.001156,10.558936,[25 77] ; [36 39],[35.15254237 66.84745763] ; [25.84745763 49.15254237],0
p9,1,0.002606,9.064839,[61 41] ; [63 15],[70.26666667 31.73333333] ; [53.73333333 24.26666667],0
r1,1,0.004453,8.089233,[54 51] ; [57 22],[63.3423913 41.6576087] ; [47.6576087 31.3423913],0
n3,1,0.015596,5.847805,[23 20] ; [17  3],[27.3015873 15.6984127] ; [12.6984127  7.3015873],0
d4,1,0.019888,5.421704,[59 45] ; [58 21],[66.49180328 37.50819672] ; [50.50819672 28.49180328],0
r3,1,0.022184,5.231307,[79 26] ; [70  9],[85.02717391 19.97282609] ; [63.97282609 15.02717391],0
a4,1,0.025557,4.985755,[30 74] ; [35 43],[37.14285714 66.85714286] ; [27.85714286 50.14285714],0
r2,1,0.027469,4.861104,[79 24] ; [68  8],[84.58659218 18.41340782] ; [62.41340782 13.58659218],0
s6,1,0.031613,4.619343,[40 64] ; [43 36],[47.16939891 56.83060109] ; [35.83060109 43.16939891],0
p11,1,0.037084,4.346567,[66 39] ; [61 18],[72.47282609 32.52717391] ; [54.52717391 24.47282609],0
b5,1,0.047846,3.915376,[47 58] ; [47 32],[53.64130435 51.35869565] ; [40.35869565 38.64130435],0
p2,1,0.049057,3.873387,[65 39] ; [58 18],[71.06666667 32.93333333] ; [51.93333333 24.06666667],0
s7,1,0.054643,3.692957,[32 65] ; [36 40],[38.12716763 58.87283237] ; [29.87283237 46.12716763],0
s2,1,0.068321,3.322905,[30 74] ; [33 46],[35.80327869 68.19672131] ; [27.19672131 51.80327869],0
n1,1,0.078089,3.104224,[14 30] ; [11  9],[17.1875 26.8125] ; [ 7.8125 12.1875],0
a5,1,0.088548,2.900572,[56 49] ; [52 27],[61.63043478 43.36956522] ; [46.36956522 32.63043478],0
p7,1,0.095139,2.785192,[48 55] ; [45 31],[53.51396648 49.48603352] ; [39.48603352 36.51396648],0
n5,1,0.124664,2.357724,[71 33] ; [62 17],[75.58469945 28.41530055] ; [57.41530055 21.58469945],0
r4,1,0.130386,2.287898,[66 39] ; [58 21],[70.76086957 34.23913043] ; [53.23913043 25.76086957],0
v4,1,0.154468,2.02756,[82 22] ; [67 10],[85.61325967 18.38674033] ; [63.38674033 13.61325967],0
s8,1,0.157368,1.999341,[32 73] ; [32 47],[36.52173913 68.47826087] ; [27.47826087 51.52173913],0
p4,1,0.15895,1.984184,[39 63] ; [38 40],[43.63333333 58.36666667] ; [33.36666667 44.63333333],0
p12,1,0.201203,1.633623,[  5 100] ; [ 1 75],[  3.48066298 101.51933702] ; [ 2.51933702 73.48066298],0
b2,1,0.203848,1.614589,[20 41] ; [26 33],[23.38333333 37.61666667] ; [22.61666667 36.38333333],0
b3,1,0.203848,1.614589,[20 41] ; [26 33],[23.38333333 37.61666667] ; [22.61666667 36.38333333],0
d5,1,0.23242,1.425988,[60 45] ; [52 27],[63.91304348 41.08695652] ; [48.08695652 30.91304348],0
d1,1,0.240452,1.377941,[35 70] ; [33 46],[38.80434783 66.19565217] ; [29.19565217 49.80434783],0
n2,1,0.243091,1.362578,[27 18] ; [15  5],[29.07692308 15.92307692] ; [12.92307692  7.07692308],0
u1,1,0.252989,1.306724,[  3 102] ; [ 5 74],[  4.56521739 100.43478261] ; [ 3.43478261 75.56521739],0
a2,1,0.262233,1.256931,[  4 101] ; [ 6 73],[ 5.70652174 99.29347826] ; [ 4.29347826 74.70652174],0
d2,1,0.271582,1.208739,[39 65] ; [36 43],[42.62295082 61.37704918] ; [32.37704918 46.62295082],0
d3,1,0.282011,1.157373,[37 68] ; [34 45],[40.51630435 64.48369565] ; [30.48369565 48.51630435],0
n4,1,0.335113,0.929039,[73 32] ; [60 19],[75.89673913 29.10326087] ; [57.10326087 21.89673913],0
u3,1,0.343451,0.897508,[16 34] ; [ 8 10],[17.64705882 32.35294118] ; [ 6.35294118 11.64705882],0
n6,1,0.361377,0.833103,[73 32] ; [59 19],[75.73770492 29.26229508] ; [56.26229508 21.73770492],0
s1,1,0.40931,0.680804,[  4 101] ; [ 5 72],[ 5.19230769 99.80769231] ; [ 3.80769231 73.19230769],0
a1,1,0.432838,0.615196,[  4 101] ; [ 5 74],[ 5.13586957 99.86413043] ; [ 3.86413043 75.13586957],0
p3,1,0.459354,0.547469,[34 71] ; [29 48],[36.34615385 68.65384615] ; [26.65384615 50.34615385],0
s3,1,0.505816,0.442713,[44 58] ; [38 41],[46.20994475 55.79005525] ; [35.79005525 43.20994475],0
s4,1,0.506939,0.440379,[14 91] ; [ 8 71],[12.55434783 92.44565217] ; [ 9.44565217 69.55434783],0
b1,1,0.537349,0.380476,[54 51] ; [37 42],[51.92934783 53.07065217] ; [39.07065217 39.92934783],0
p1,1,0.665011,0.187494,[ 7 98] ; [ 4 74],[ 6.31147541 98.68852459] ; [ 4.68852459 73.31147541],0
p6,1,0.702321,0.146069,[22 80] ; [18 57],[23.05084746 78.94915254] ; [16.94915254 58.05084746],0
p8,1,0.863457,0.029576,[41 63] ; [29 47],[40.44444444 63.55555556] ; [29.55555556 46.44444444],0
b4,1,0.881604,0.022182,[53 52] ; [39 40],[52.5 52.5] ; [39.5 39.5],0
u2,1,0.909534,0.012911,[23 27] ; [ 8 10],[22.79411765 27.20588235] ; [8.20588235 9.79411765],0
a6,1,0.916982,0.010865,[42 63] ; [31 48],[41.6576087 63.3423913] ; [31.3423913 47.6576087],0
p5,1,0.981323,0.000548,[ 7 98] ; [ 5 71],[ 6.96132597 98.03867403] ; [ 5.03867403 70.96132597],0
a8,1,0.992593,8.6e-05,[ 9 87] ; [ 7 68],[ 8.98245614 87.01754386] ; [ 7.01754386 67.98245614],0
