Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,9e-06,19.781993,[62 48] ; [53  6],[74.85207101 35.14792899] ; [40.14792899 18.85207101],1
s7,1,0.004041,8.265385,[46 60] ; [37 18],[54.64596273 51.35403727] ; [28.35403727 26.64596273],0
p5,1,0.005734,7.632195,[ 11 100] ; [16 46],[17.32369942 93.67630058] ; [ 9.67630058 52.32369942],0
a4,1,0.022702,5.191173,[41 70] ; [34 28],[48.12138728 62.87861272] ; [26.87861272 35.12138728],0
p9,1,0.028472,4.799249,[85 26] ; [55  6],[90.34883721 20.65116279] ; [49.65116279 11.34883721],0
n2,1,0.032791,4.556668,[14 13] ; [12  2],[17.12195122  9.87804878] ; [8.87804878 5.12195122],0
s4,1,0.047954,3.911609,[17 94] ; [17 44],[21.94186047 89.05813953] ; [12.05813953 48.94186047],0
d3,1,0.051231,3.80072,[64 47] ; [45 17],[69.93641618 41.06358382] ; [39.06358382 22.93641618],0
r4,1,0.053411,3.731023,[95 16] ; [59  3],[98.80924855 12.19075145] ; [55.19075145  6.80924855],0
s2,1,0.06143,3.498344,[48 63] ; [36 26],[53.89595376 57.10404624] ; [30.10404624 31.89595376],0
n1,1,0.069905,3.285256,[ 6 21] ; [7 7],[ 8.56097561 18.43902439] ; [4.43902439 9.56097561],0
p10,1,0.072145,3.233541,[81 29] ; [53  9],[85.69767442 24.30232558] ; [48.30232558 13.69767442],0
r2,1,0.074313,3.18509,[97 12] ; [60  2],[100.07602339   8.92397661] ; [56.92397661  5.07602339],0
n6,1,0.07829,3.100051,[88 22] ; [56  6],[92.09302326 17.90697674] ; [51.90697674 10.09302326],0
r1,1,0.085464,2.957799,[82 29] ; [52  9],[86.47674419 24.52325581] ; [47.52325581 13.47674419],0
p6,1,0.111821,2.52829,[43 67] ; [32 30],[47.96511628 62.03488372] ; [27.03488372 34.96511628],0
p2,1,0.116178,2.468104,[88 23] ; [55  7],[91.75144509 19.24855491] ; [51.24855491 10.75144509],0
p4,1,0.127532,2.322287,[84 27] ; [53  9],[87.9017341 23.0982659] ; [49.0982659 12.9017341],0
a5,1,0.135804,2.224874,[78 33] ; [50 12],[82.12716763 28.87283237] ; [45.87283237 16.12716763],0
d1,1,0.137486,2.205877,[55 56] ; [38 24],[59.67052023 51.32947977] ; [33.32947977 28.67052023],0
b4,1,0.181519,1.785145,[60 51] ; [40 22],[64.16184971 46.83815029] ; [35.83815029 26.16184971],0
s1,1,0.230138,1.440007,[  3 108] ; [ 4 58],[  4.49132948 106.50867052] ; [ 2.50867052 59.49132948],0
v3,1,0.232419,1.425995,[30 78] ; [22 38],[33.42857143 74.57142857] ; [18.57142857 41.42857143],0
p12,1,0.27518,1.19074,[  6 105] ; [ 6 55],[  7.74418605 103.25581395] ; [ 4.25581395 56.74418605],0
u3,1,0.334606,0.93099,[16 18] ; [11  7],[17.65384615 16.34615385] ; [9.34615385 8.65384615],0
v2,1,0.339677,0.91165,[42 65] ; [29 33],[44.95266272 62.04733728] ; [26.04733728 35.95266272],0
n4,1,0.361758,0.83178,[89 22] ; [46 16],[86.61849711 24.38150289] ; [48.38150289 13.61849711],0
d2,1,0.406757,0.688261,[50 61] ; [32 30],[52.61271676 58.38728324] ; [29.38728324 32.61271676],0
n5,1,0.407187,0.686999,[75 35] ; [46 16],[77.38372093 32.61627907] ; [43.61627907 18.38372093],0
p1,1,0.411876,0.673379,[13 98] ; [10 52],[14.75722543 96.24277457] ; [ 8.24277457 53.75722543],0
d4,1,0.453207,0.562619,[84 27] ; [50 12],[85.97687861 25.02312139] ; [48.02312139 13.97687861],0
b2,1,0.46657,0.530088,[22 51] ; [13 22],[23.65740741 49.34259259] ; [11.34259259 23.65740741],0
b3,1,0.46657,0.530088,[22 51] ; [13 22],[23.65740741 49.34259259] ; [11.34259259 23.65740741],0
s3,1,0.470482,0.520845,[63 47] ; [39 23],[65.23255814 44.76744186] ; [36.76744186 25.23255814],0
a1,1,0.491877,0.472417,[  6 105] ; [ 5 57],[  7.05780347 103.94219653] ; [ 3.94219653 58.05780347],0
a8,1,0.512754,0.428443,[12 90] ; [ 5 54],[10.77018634 91.22981366] ; [ 6.22981366 52.77018634],0
a7,1,0.512969,0.428007,[77 34] ; [40 22],[75.06936416 35.93063584] ; [41.93063584 20.06936416],0
p7,1,0.570454,0.321924,[79 31] ; [47 15],[80.58139535 29.41860465] ; [45.41860465 16.58139535],0
p8,1,0.575628,0.313356,[68 43] ; [40 21],[69.69767442 41.30232558] ; [38.30232558 22.69767442],0
d5,1,0.615571,0.252141,[84 27] ; [49 13],[85.33526012 25.66473988] ; [47.66473988 14.33526012],0
s8,1,0.61998,0.245896,[48 63] ; [24 37],[46.46511628 64.53488372] ; [25.53488372 35.46511628],0
u2,1,0.634929,0.225436,[19 16] ; [11  7],[19.81132075 15.18867925] ; [10.18867925  7.81132075],0
u1,1,0.63584,0.224224,[20 91] ; [13 49],[21.1734104 89.8265896] ; [11.8265896 50.1734104],0
